# This .csv file was created 12.10.2024 14:31
# extracted out of file prod_mindist_mol4_55.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/2BLG/LIGAND/CLAD/2blg_clad_3
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"Protein-MOL4"
"0.0";"3.705427"
"10.0";"3.796219"
"20.0";"3.688273"
"30.0";"3.669098"
"40.0";"3.817636"
"50.0";"3.542628"
"60.0";"3.639083"
"70.0";"3.705472"
"80.0";"3.684976"
"90.0";"3.565239"
"100.0";"3.509459"
"110.0";"3.354357"
"120.0";"3.116603"
"130.0";"3.177243"
"140.0";"3.008649"
"150.0";"2.853644"
"160.0";"2.852666"
"170.0";"2.755786"
"180.0";"2.851918"
"190.0";"2.758303"
"200.0";"2.792232"
"210.0";"2.841753"
"220.0";"2.876534"
"230.0";"2.959775"
"240.0";"2.786914"
"250.0";"2.898323"
"260.0";"2.787525"
"270.0";"3.246549"
"280.0";"3.013783"
"290.0";"3.154656"
"300.0";"3.155877"
"310.0";"3.063553"
"320.0";"2.948352"
"330.0";"3.143847"
"340.0";"3.203402"
"350.0";"3.11158"
"360.0";"2.861674"
"370.0";"2.774882"
"380.0";"2.793131"
"390.0";"3.054498"
"400.0";"2.870406"
"410.0";"2.93553"
"420.0";"3.068927"
"430.0";"3.266505"
"440.0";"3.396158"
"450.0";"3.267263"
"460.0";"3.153367"
"470.0";"3.096226"
"480.0";"2.784624"
"490.0";"2.744188"
"500.0";"2.665319"
"510.0";"2.745704"
"520.0";"2.785936"
"530.0";"2.849024"
"540.0";"2.850614"
"550.0";"2.932342"
"560.0";"3.048414"
"570.0";"3.005328"
"580.0";"3.512531"
"590.0";"3.624326"
"600.0";"3.762538"
"610.0";"3.687655"
"620.0";"3.354877"
"630.0";"3.372118"
"640.0";"3.147587"
"650.0";"3.047945"
"660.0";"3.069845"
"670.0";"3.183436"
"680.0";"3.221242"
"690.0";"3.072552"
"700.0";"2.998026"
"710.0";"3.110641"
"720.0";"2.936223"
"730.0";"3.049549"
"740.0";"3.133799"
"750.0";"3.134611"
"760.0";"3.482795"
"770.0";"3.499167"
"780.0";"3.713611"
"790.0";"3.853439"
"800.0";"3.831121"
"810.0";"3.769357"
"820.0";"3.708486"
"830.0";"3.509867"
"840.0";"3.645542"
"850.0";"3.584733"
"860.0";"3.689272"
"870.0";"3.819636"
"880.0";"3.995854"
"890.0";"3.952541"
"900.0";"4.037648"
"910.0";"4.034563"
"920.0";"3.830965"
"930.0";"3.769727"
"940.0";"3.768209"
"950.0";"4.186341"
"960.0";"4.212611"
"970.0";"4.063454"
"980.0";"3.936397"
"990.0";"4.115478"
"1000.0";"4.125149"
"1010.0";"3.948207"
"1020.0";"4.06575"
"1030.0";"4.27204"
"1040.0";"4.162719"
"1050.0";"3.96579"
"1060.0";"4.101304"
"1070.0";"3.861827"
"1080.0";"3.904529"
"1090.0";"4.042917"
"1100.0";"4.070249"
"1110.0";"4.045599"
"1120.0";"3.937679"
"1130.0";"3.933425"
"1140.0";"4.087624"
"1150.0";"4.161605"
"1160.0";"3.988432"
"1170.0";"4.209756"
"1180.0";"4.153169"
"1190.0";"4.087255"
"1200.0";"4.026855"
"1210.0";"3.837971"
"1220.0";"3.863739"
"1230.0";"3.955328"
"1240.0";"3.873908"
"1250.0";"4.070949"
"1260.0";"4.091734"
"1270.0";"4.104115"
"1280.0";"4.104364"
"1290.0";"4.019279"
"1300.0";"4.103216"
"1310.0";"4.140068"
"1320.0";"4.495882"
"1330.0";"4.462683"
"1340.0";"4.295913"
"1350.0";"4.255193"
"1360.0";"4.317877"
"1370.0";"4.104444"
"1380.0";"4.083032"
"1390.0";"3.91888"
"1400.0";"3.899927"
"1410.0";"4.032678"
"1420.0";"4.146122"
"1430.0";"4.459979"
"1440.0";"4.411106"
"1450.0";"4.757991"
"1460.0";"4.65586"
"1470.0";"4.639885"
"1480.0";"4.519897"
"1490.0";"4.751721"
"1500.0";"4.659323"
"1510.0";"4.75613"
"1520.0";"4.549349"
"1530.0";"4.408393"
"1540.0";"4.669665"
"1550.0";"4.756227"
"1560.0";"4.835062"
"1570.0";"4.880788"
"1580.0";"4.790168"
"1590.0";"4.911071"
"1600.0";"4.888785"
"1610.0";"5.014813"
"1620.0";"4.958202"
"1630.0";"5.008315"
"1640.0";"5.021959"
"1650.0";"5.233781"
"1660.0";"5.091497"
