# This .csv file was created 12.10.2024 14:28
# extracted out of file prod_center_rottrans_gyration.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/2BLG/LIGAND/CLA/2blg_cla_2
# Original file was created by command :
"Radius of gyration (total and around axes)"
"Time (ps)";"Rg";"Rg\sX\N";"Rg\sY\N";"Rg\sZ\N"
"0.0";"1.50117";"1.22775";"1.23539";"1.21387"
"10.0";"1.50821";"1.23211";"1.24296";"1.21915"
"20.0";"1.50368";"1.22944";"1.23691";"1.21682"
"30.0";"1.50435";"1.23238";"1.24265";"1.20964"
"40.0";"1.50065";"1.23505";"1.23303";"1.20755"
"50.0";"1.49779";"1.22783";"1.23189";"1.20897"
"60.0";"1.49467";"1.22137";"1.23569";"1.20391"
"70.0";"1.49934";"1.23168";"1.23342";"1.20734"
"80.0";"1.49942";"1.23379";"1.22669";"1.21224"
"90.0";"1.50033";"1.23515";"1.22947";"1.21027"
"100.0";"1.50925";"1.24612";"1.24362";"1.20676"
"110.0";"1.49814";"1.23338";"1.22907";"1.20707"
"120.0";"1.49626";"1.22258";"1.23055";"1.21188"
"130.0";"1.50313";"1.23218";"1.23938";"1.21015"
"140.0";"1.49742";"1.22815";"1.23443";"1.20513"
"150.0";"1.4969";"1.22698";"1.2341";"1.20538"
"160.0";"1.49551";"1.22886";"1.23024";"1.20397"
"170.0";"1.49737";"1.23427";"1.22996";"1.20333"
"180.0";"1.50168";"1.23721";"1.23844";"1.20235"
"190.0";"1.50163";"1.23482";"1.23481";"1.2084"
"200.0";"1.50431";"1.23521";"1.24075";"1.2086"
"210.0";"1.51078";"1.2346";"1.25019";"1.21561"
"220.0";"1.50362";"1.23822";"1.22774";"1.21705"
"230.0";"1.49996";"1.24044";"1.22786";"1.20558"
"240.0";"1.50237";"1.2318";"1.23621";"1.2119"
"250.0";"1.50403";"1.23412";"1.23705";"1.21279"
"260.0";"1.50283";"1.23637";"1.23109";"1.21359"
"270.0";"1.50164";"1.22869";"1.23754";"1.21188"
"280.0";"1.50325";"1.24098";"1.23666";"1.20424"
"290.0";"1.50353";"1.24088";"1.23514";"1.2066"
"300.0";"1.50148";"1.23819";"1.23756";"1.20176"
"310.0";"1.49808";"1.23906";"1.23134";"1.19876"
"320.0";"1.50623";"1.24006";"1.23998";"1.20918"
"330.0";"1.50663";"1.22965";"1.24396";"1.21671"
"340.0";"1.50065";"1.23256";"1.23158";"1.21157"
"350.0";"1.50549";"1.22942";"1.24654";"1.21146"
"360.0";"1.50338";"1.23594";"1.23674";"1.20965"
"370.0";"1.50848";"1.23501";"1.23916";"1.22077"
"380.0";"1.51186";"1.23775";"1.24735";"1.218"
"390.0";"1.50277";"1.23391";"1.23852";"1.20839"
"400.0";"1.50441";"1.23";"1.23751";"1.21744"
"410.0";"1.51135";"1.23944";"1.2452";"1.21722"
"420.0";"1.50515";"1.23711";"1.2434";"1.20602"
"430.0";"1.50371";"1.23386";"1.23553";"1.21382"
"440.0";"1.50493";"1.23852";"1.23769";"1.20989"
"450.0";"1.50333";"1.24082";"1.23704";"1.20419"
"460.0";"1.50107";"1.23478";"1.23567";"1.20618"
"470.0";"1.50425";"1.23352";"1.23616";"1.21484"
"480.0";"1.50114";"1.23762";"1.23296";"1.20622"
"490.0";"1.4941";"1.23736";"1.22336";"1.19877"
"500.0";"1.50533";"1.24919";"1.2383";"1.19924"
"510.0";"1.5036";"1.23999";"1.2419";"1.20071"
"520.0";"1.50462";"1.23989";"1.24284";"1.20241"
"530.0";"1.50213";"1.24056";"1.23843";"1.20006"
"540.0";"1.50534";"1.23402";"1.24558";"1.2074"
"550.0";"1.50342";"1.24022";"1.23716";"1.20492"
