# This .csv file was created 12.10.2024 14:30
# extracted out of file prod_sasa.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/2BLG/LIGAND/CA/2blg_ca_2/MMPBSA_2BLG_2_MOL1
# Original file was created by command :
"Solvent Accessible Surface"
"Time (ps)";"Total"
"0.0";"84.661"
"10.0";"85.946"
"20.0";"85.442"
"30.0";"87.49"
"40.0";"86.182"
"50.0";"86.202"
"60.0";"85.452"
"70.0";"87.416"
"80.0";"86.291"
"90.0";"85.37"
"100.0";"86.552"
"110.0";"87.994"
"120.0";"88.861"
"130.0";"86.345"
"140.0";"87.798"
"150.0";"88.468"
"160.0";"86.803"
"170.0";"87.755"
"180.0";"87.895"
"190.0";"87.626"
"200.0";"90.161"
"210.0";"86.883"
"220.0";"85.293"
"230.0";"86.439"
"240.0";"89.253"
"250.0";"88.983"
"260.0";"88.055"
"270.0";"87.552"
"280.0";"86.42"
"290.0";"88.401"
"300.0";"87.326"
"310.0";"88.057"
"320.0";"87.915"
"330.0";"87.573"
"340.0";"87.237"
"350.0";"87.316"
"360.0";"85.809"
"370.0";"87.015"
"380.0";"85.336"
"390.0";"84.452"
"400.0";"84.976"
"410.0";"84.794"
"420.0";"83.334"
"430.0";"86.392"
"440.0";"86.628"
"450.0";"87.126"
"460.0";"86.511"
"470.0";"85.762"
"480.0";"85.139"
"490.0";"85.743"
"500.0";"87.439"
"510.0";"87.59"
"520.0";"85.815"
"530.0";"86.492"
"540.0";"86.118"
"550.0";"84.952"
"560.0";"84.359"
"570.0";"86.554"
"580.0";"85.513"
"590.0";"85.097"
"600.0";"85.996"
"610.0";"86.841"
"620.0";"86.611"
"630.0";"85.832"
"640.0";"86.011"
"650.0";"87.217"
"660.0";"86.371"
"670.0";"87.045"
"680.0";"86.59"
"690.0";"86.772"
"700.0";"87.593"
"710.0";"86.928"
"720.0";"87.256"
"730.0";"88.773"
"740.0";"87.662"
"750.0";"89.179"
"760.0";"86.942"
"770.0";"86.282"
"780.0";"86.54"
"790.0";"86.382"
"800.0";"85.997"
"810.0";"87.159"
"820.0";"87.929"
"830.0";"87.149"
"840.0";"86.901"
"850.0";"85.361"
"860.0";"86.867"
"870.0";"88.424"
