# This .csv file was created 12.10.2024 14:30
# extracted out of file prod_mindist_pos1_mol5_55.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/2BLG/LIGAND/CA/2blg_ca_3
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"Protein_pos1-MOL5"
"0.0";"3.427787"
"10.0";"3.615438"
"20.0";"3.740974"
"30.0";"3.689368"
"40.0";"3.64501"
"50.0";"3.680127"
"60.0";"3.379535"
"70.0";"3.335869"
"80.0";"3.639435"
"90.0";"3.945108"
"100.0";"3.992608"
"110.0";"3.51795"
"120.0";"3.652466"
"130.0";"3.526651"
"140.0";"3.574537"
"150.0";"3.678344"
"160.0";"3.849126"
"170.0";"3.755848"
"180.0";"3.540793"
"190.0";"3.744892"
"200.0";"3.535271"
"210.0";"3.356416"
"220.0";"3.445802"
"230.0";"2.840055"
"240.0";"2.963086"
"250.0";"3.225264"
"260.0";"3.206212"
"270.0";"2.802085"
"280.0";"2.682109"
"290.0";"2.622133"
"300.0";"2.222576"
"310.0";"2.107129"
"320.0";"2.314687"
"330.0";"2.669788"
"340.0";"2.554545"
"350.0";"2.498596"
"360.0";"2.483357"
"370.0";"2.659667"
"380.0";"2.380519"
"390.0";"2.039379"
"400.0";"1.975765"
"410.0";"1.697453"
"420.0";"2.108249"
"430.0";"1.83255"
"440.0";"2.232146"
"450.0";"2.169389"
"460.0";"2.211859"
"470.0";"1.790729"
"480.0";"1.885985"
"490.0";"1.793631"
"500.0";"1.858588"
"510.0";"1.942455"
"520.0";"1.629412"
"530.0";"1.294422"
"540.0";"1.334507"
"550.0";"1.574029"
"560.0";"1.499224"
"570.0";"1.411919"
"580.0";"1.739041"
"590.0";"1.291866"
"600.0";"1.587197"
"610.0";"1.468113"
"620.0";"1.476211"
"630.0";"1.17658"
"640.0";"1.219591"
"650.0";"1.507632"
"660.0";"1.361792"
"670.0";"1.4824"
"680.0";"1.628806"
"690.0";"1.543324"
"700.0";"1.584726"
"710.0";"1.842377"
"720.0";"1.826998"
"730.0";"1.815591"
"740.0";"1.902035"
"750.0";"1.837188"
"760.0";"1.647953"
"770.0";"1.521271"
"780.0";"1.703512"
"790.0";"1.549742"
"800.0";"1.308654"
"810.0";"0.9131284"
"820.0";"1.257672"
"830.0";"1.032363"
"840.0";"1.054644"
"850.0";"1.044229"
"860.0";"0.9562606"
"870.0";"1.094895"
"880.0";"0.954805"
"890.0";"1.016144"
"900.0";"0.93969"
"910.0";"0.5633428"
"920.0";"0.7820392"
"930.0";"0.5564566"
"940.0";"0.5597239"
"950.0";"0.4966296"
"960.0";"0.4203061"
"970.0";"0.5372353"
"980.0";"0.8522274"
