# This .csv file was created 12.10.2024 14:30
# extracted out of file prod_mindist_mol8_inner_dimer_area.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/2BLG/LIGAND/CA/2blg_ca_1
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"MOL8-inner_dimer_area"
"0.0";"6.314164"
"10.0";"6.262132"
"20.0";"6.049223"
"30.0";"5.515193"
"40.0";"5.550182"
"50.0";"5.266024"
"60.0";"5.262881"
"70.0";"5.393773"
"80.0";"5.460227"
"90.0";"5.574358"
"100.0";"5.461314"
"110.0";"5.101122"
"120.0";"5.292293"
"130.0";"5.309688"
"140.0";"5.685899"
"150.0";"5.879221"
"160.0";"5.374172"
"170.0";"5.235598"
"180.0";"5.300511"
"190.0";"5.249402"
"200.0";"5.633332"
"210.0";"5.617417"
"220.0";"5.723685"
"230.0";"5.628331"
"240.0";"5.450792"
"250.0";"5.685397"
"260.0";"5.556942"
"270.0";"5.459708"
"280.0";"5.266359"
"290.0";"5.328547"
"300.0";"5.388495"
"310.0";"5.368211"
"320.0";"5.490055"
"330.0";"5.540999"
"340.0";"5.458691"
"350.0";"5.644983"
"360.0";"5.772496"
"370.0";"5.588095"
"380.0";"5.606858"
"390.0";"5.675886"
"400.0";"5.741166"
"410.0";"5.98401"
"420.0";"5.649432"
"430.0";"5.820922"
"440.0";"5.607275"
"450.0";"5.524663"
"460.0";"5.47957"
"470.0";"5.516453"
"480.0";"5.448197"
"490.0";"5.304562"
"500.0";"5.252113"
"510.0";"5.044531"
"520.0";"5.22752"
"530.0";"5.411983"
"540.0";"5.765586"
"550.0";"5.751755"
"560.0";"5.751679"
"570.0";"5.629848"
"580.0";"5.681095"
"590.0";"5.394182"
"600.0";"5.085056"
"610.0";"5.480288"
"620.0";"5.703065"
"630.0";"5.699471"
"640.0";"5.879913"
"650.0";"5.626339"
"660.0";"5.65768"
"670.0";"5.736432"
"680.0";"5.769481"
"690.0";"5.677958"
"700.0";"5.697834"
"710.0";"5.723121"
"720.0";"5.616775"
"730.0";"5.759777"
"740.0";"5.580521"
"750.0";"5.292674"
"760.0";"5.249876"
"770.0";"5.423386"
"780.0";"5.661214"
"790.0";"5.804731"
"800.0";"5.76148"
"810.0";"5.501042"
"820.0";"5.23936"
"830.0";"5.198162"
"840.0";"5.371256"
"850.0";"5.685089"
"860.0";"5.376814"
"870.0";"5.513622"
"880.0";"5.789837"
"890.0";"5.838133"
"900.0";"5.579453"
"910.0";"5.721125"
"920.0";"5.734559"
"930.0";"5.708055"
"940.0";"5.505556"
"950.0";"5.157515"
"960.0";"5.297215"
"970.0";"5.483642"
"980.0";"5.522924"
"990.0";"5.595828"
"1000.0";"5.803265"
"1010.0";"5.639146"
"1020.0";"5.594342"
"1030.0";"5.527522"
"1040.0";"5.485146"
"1050.0";"5.320618"
"1060.0";"5.338909"
"1070.0";"5.159642"
"1080.0";"5.161452"
"1090.0";"5.134249"
"1100.0";"5.326349"
"1110.0";"5.090476"
"1120.0";"5.036906"
"1130.0";"5.349204"
"1140.0";"5.541659"
"1150.0";"5.56577"
"1160.0";"5.554114"
"1170.0";"5.581099"
"1180.0";"5.583866"
"1190.0";"5.691201"
"1200.0";"5.61969"
"1210.0";"6.128482"
"1220.0";"6.168844"
"1230.0";"6.347729"
"1240.0";"6.182231"
"1250.0";"6.215613"
"1260.0";"6.107389"
"1270.0";"5.9852"
"1280.0";"5.952895"
"1290.0";"6.148132"
"1300.0";"5.810608"
"1310.0";"5.927982"
"1320.0";"5.957733"
"1330.0";"6.004082"
"1340.0";"5.839368"
"1350.0";"5.711511"
"1360.0";"5.778631"
"1370.0";"6.025154"
"1380.0";"6.346312"
"1390.0";"6.043882"
"1400.0";"5.720785"
"1410.0";"5.839725"
"1420.0";"5.616095"
"1430.0";"5.83978"
"1440.0";"5.561795"
"1450.0";"5.911622"
"1460.0";"5.923356"
"1470.0";"5.903485"
"1480.0";"6.616664"
"1490.0";"6.768417"
"1500.0";"6.616889"
"1510.0";"6.933018"
"1520.0";"6.621805"
"1530.0";"6.570136"
"1540.0";"6.560679"
"1550.0";"6.621404"
"1560.0";"6.303628"
"1570.0";"6.28234"
"1580.0";"6.773267"
"1590.0";"6.461265"
"1600.0";"6.413354"
"1610.0";"6.229731"
"1620.0";"5.957584"
"1630.0";"6.17498"
"1640.0";"6.274702"
"1650.0";"6.32809"
"1660.0";"6.049021"
"1670.0";"5.863476"
"1680.0";"5.957482"
"1690.0";"5.727963"
"1700.0";"5.952547"
"1710.0";"5.76074"
"1720.0";"5.586664"
"1730.0";"5.257257"
"1740.0";"5.297316"
"1750.0";"5.430917"
"1760.0";"5.422116"
"1770.0";"5.517915"
"1780.0";"5.804796"
