# This .csv file was created 12.10.2024 14:28
# extracted out of file ie_prod_mol.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/2BLG/LIGAND/CLAB/2blg_clab_1
# Original file was created by command :
"GROMACS Energies"
"Time (ps)";"Coul-SR:Protein-MOL";"LJ-SR:Protein-MOL"
"0.0";"-236.452789";"-31.121422"
"10.0";"-239.812363";"-20.628572"
"20.0";"-223.577728";"-30.736454"
"30.0";"-130.745483";"-30.25411"
"40.0";"-117.23877";"-29.744366"
"50.0";"-118.834557";"-29.394754"
"60.0";"-151.581665";"-17.353712"
"70.0";"-143.178375";"-22.24324"
"80.0";"-119.692505";"-24.882681"
"90.0";"-147.028961";"-20.652153"
"100.0";"-165.210327";"-5.996357"
"110.0";"-152.429108";"-0.981187"
"120.0";"-134.230072";"-16.972973"
"130.0";"-143.472015";"-20.045845"
"140.0";"-125.840363";"-16.978474"
"150.0";"-89.329445";"-14.417646"
"160.0";"-18.650583";"-11.81076"
"170.0";"-20.530273";"-15.503509"
"180.0";"7.662811";"-16.396765"
"190.0";"-0.676572";"-11.074522"
"200.0";"-8.006488";"-8.599296"
"210.0";"-0.106068";"-10.58073"
"220.0";"-9.171108";"-13.87816"
"230.0";"-45.888226";"-26.740633"
"240.0";"-116.164192";"-25.205429"
"250.0";"-84.062691";"-19.263977"
"260.0";"-64.863739";"-31.966904"
"270.0";"-150.682739";"-14.504079"
"280.0";"-74.000168";"-23.178385"
"290.0";"-31.021896";"-22.457584"
"300.0";"-77.185898";"-21.94194"
"310.0";"-55.034977";"-33.313744"
"320.0";"-90.855164";"-32.29213"
"330.0";"-41.442646";"-36.121044"
"340.0";"-48.614311";"-27.974155"
"350.0";"-53.398685";"-30.851749"
"360.0";"-30.965494";"-29.145391"
"370.0";"-21.748598";"-22.006588"
"380.0";"-13.02078";"-14.946465"
"390.0";"-85.279167";"-23.927027"
"400.0";"-143.337158";"-23.108337"
"410.0";"-148.441589";"-27.454981"
"420.0";"-197.777496";"-23.965992"
"430.0";"-160.890518";"-35.38699"
"440.0";"-77.642845";"-33.722809"
"450.0";"-146.717667";"-33.483852"
"460.0";"-126.128235";"-40.662685"
"470.0";"-174.483795";"-38.193851"
"480.0";"-167.690353";"-17.726864"
"490.0";"-146.605026";"-31.488527"
