# This .csv file was created 12.10.2024 14:31
# extracted out of file ie_prod_mol.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/2BLG/LIGAND/CLAD/2blg_clad_3
# Original file was created by command :
"GROMACS Energies"
"Time (ps)";"Coul-SR:Protein-MOL";"LJ-SR:Protein-MOL"
"0.0";"-88.833496";"-27.959152"
"10.0";"-93.468445";"-33.894394"
"20.0";"-73.698128";"-31.218805"
"30.0";"-106.162628";"-26.964226"
"40.0";"-157.509781";"-18.923801"
"50.0";"-119.579269";"-20.510822"
"60.0";"-111.371033";"-8.056336"
"70.0";"-112.811272";"-18.617521"
"80.0";"-123.863487";"-6.424048"
"90.0";"-136.031143";"-19.771515"
"100.0";"-131.764282";"-13.220944"
"110.0";"-126.158241";"-11.674212"
"120.0";"-98.107788";"-16.285011"
"130.0";"-106.840439";"-17.15036"
"140.0";"-131.33786";"-1.816777"
"150.0";"-117.480293";"-14.419652"
"160.0";"-135.278";"-9.330518"
"170.0";"-126.537956";"-10.852903"
"180.0";"-54.14571";"-25.228355"
"190.0";"-49.702377";"-32.792561"
"200.0";"-46.606632";"-27.165897"
"210.0";"-114.819923";"-7.866696"
"220.0";"-116.957748";"-13.035357"
"230.0";"-67.396194";"-31.895948"
"240.0";"-122.236214";"-11.959529"
"250.0";"-125.733276";"-13.954551"
"260.0";"-125.039207";"-14.032766"
"270.0";"-105.833443";"-19.256659"
"280.0";"-93.72319";"-19.740257"
"290.0";"-99.191185";"-29.145523"
"300.0";"-112.419411";"-19.723341"
"310.0";"-120.495178";"-11.91061"
"320.0";"-99.893402";"-24.97085"
"330.0";"-99.638199";"-23.82621"
"340.0";"-64.381683";"-27.268"
"350.0";"-107.441261";"-31.639835"
"360.0";"-89.705353";"-33.631844"
"370.0";"-63.266247";"-35.195644"
"380.0";"-122.287987";"-31.810669"
"390.0";"-74.24456";"-40.134563"
"400.0";"-109.766487";"-39.239185"
"410.0";"-66.170708";"-49.179657"
"420.0";"-120.730042";"-30.148409"
"430.0";"-165.364105";"-24.724876"
"440.0";"-136.585907";"-30.437611"
"450.0";"-120.910866";"-40.638039"
"460.0";"-97.84594";"-39.516872"
"470.0";"-107.902023";"-51.018375"
"480.0";"-119.372612";"-27.993097"
"490.0";"-98.336769";"-42.454147"
"500.0";"-100.195107";"-43.414871"
"510.0";"-94.399994";"-48.10928"
"520.0";"-111.768822";"-53.863503"
"530.0";"-75.401932";"-41.154331"
"540.0";"-120.344658";"-43.949787"
"550.0";"-104.005417";"-56.176834"
"560.0";"-25.277601";"-40.886467"
"570.0";"-96.602921";"-38.364967"
"580.0";"-84.845032";"-55.363258"
"590.0";"-84.905571";"-61.895233"
"600.0";"-71.115601";"-36.979614"
"610.0";"-75.606834";"-26.718861"
"620.0";"-119.425972";"-34.942173"
"630.0";"-119.199234";"-33.189644"
"640.0";"-76.272163";"-31.28154"
