# This .csv file was created 12.10.2024 14:28
# extracted out of file prod_center_rottrans_gyration.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/2BLG/NOLIGAND/2blg_noligand_3
# Original file was created by command :
"Radius of gyration (total and around axes)"
"Time (ps)";"Rg";"Rg\sX\N";"Rg\sY\N";"Rg\sZ\N"
"0.0";"1.5024";"1.22762";"1.24366";"1.20857"
"10.0";"1.49483";"1.22561";"1.22919";"1.20664"
"20.0";"1.49991";"1.23327";"1.23453";"1.20601"
"30.0";"1.49844";"1.22938";"1.23517";"1.20565"
"40.0";"1.49347";"1.22826";"1.23463";"1.19497"
"50.0";"1.50235";"1.23467";"1.23992";"1.20511"
"60.0";"1.50114";"1.22884";"1.24175";"1.20616"
"70.0";"1.50148";"1.23205";"1.2329";"1.21282"
"80.0";"1.50039";"1.22437";"1.23859";"1.21208"
"90.0";"1.50138";"1.23329";"1.23525";"1.2089"
"100.0";"1.50523";"1.23812";"1.23671";"1.21204"
"110.0";"1.50368";"1.23304";"1.24287";"1.20705"
"120.0";"1.50268";"1.23021";"1.23948";"1.21092"
"130.0";"1.4946";"1.23006";"1.22781";"1.20294"
"140.0";"1.49584";"1.23326";"1.23043";"1.20008"
"150.0";"1.49663";"1.23981";"1.22537";"1.20048"
"160.0";"1.49098";"1.23521";"1.2256";"1.19088"
"170.0";"1.49659";"1.23844";"1.22476";"1.20241"
"180.0";"1.49861";"1.22993";"1.23127";"1.20949"
"190.0";"1.50436";"1.2334";"1.24022";"1.2111"
"200.0";"1.4994";"1.2441";"1.23028";"1.19794"
"210.0";"1.49074";"1.23808";"1.22098";"1.19205"
"220.0";"1.49622";"1.2317";"1.2314";"1.20162"
"230.0";"1.50583";"1.23818";"1.24306";"1.20697"
"240.0";"1.49881";"1.22925";"1.24116";"1.20056"
"250.0";"1.49587";"1.22881";"1.23589";"1.19912"
"260.0";"1.4975";"1.23915";"1.22895";"1.19967"
"270.0";"1.50348";"1.22923";"1.23932";"1.21408"
"280.0";"1.49023";"1.22619";"1.22839";"1.19546"
"290.0";"1.49495";"1.23121";"1.23052";"1.19985"
"300.0";"1.49869";"1.24014";"1.23378";"1.19667"
"310.0";"1.49837";"1.23947";"1.23027";"1.20016"
"320.0";"1.49952";"1.24001";"1.23295";"1.19971"
"330.0";"1.4993";"1.23538";"1.2287";"1.20827"
"340.0";"1.50306";"1.23897";"1.23881";"1.2036"
"350.0";"1.50057";"1.23942";"1.24015";"1.19553"
"360.0";"1.49554";"1.22781";"1.23677";"1.1984"
"370.0";"1.49979";"1.23591";"1.23917";"1.19821"
"380.0";"1.49905";"1.23419";"1.23922";"1.19807"
"390.0";"1.50127";"1.23546";"1.24595";"1.19535"
"400.0";"1.50053";"1.23866";"1.24151";"1.19479"
"410.0";"1.496";"1.2357";"1.22954";"1.19889"
"420.0";"1.49821";"1.23634";"1.23372";"1.19944"
"430.0";"1.50013";"1.24605";"1.23643";"1.19137"
"440.0";"1.49163";"1.22344";"1.23827";"1.19154"
"450.0";"1.49802";"1.23492";"1.23694";"1.1971"
"460.0";"1.50386";"1.23625";"1.24715";"1.19977"
