# This .csv file was created 12.10.2024 14:28
# extracted out of file mindist_major_allergenic_epitope_r_149-162_MOL.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/2BLG/LIGAND/CLA/2blg_cla_2
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"r_149-162-MOL"
"0.0";"0.6060967"
"10.0";"0.551203"
"20.0";"0.6040183"
"30.0";"0.6376101"
"40.0";"0.643716"
"50.0";"0.5964068"
"60.0";"0.6209077"
"70.0";"0.5863358"
"80.0";"0.6580371"
"90.0";"0.6186671"
"100.0";"0.5774963"
"110.0";"0.519828"
"120.0";"0.6262947"
"130.0";"0.7562824"
"140.0";"0.6881168"
"150.0";"0.674063"
"160.0";"0.6301982"
"170.0";"0.7089161"
"180.0";"0.6556357"
"190.0";"0.64486"
"200.0";"0.6500717"
"210.0";"0.6727622"
"220.0";"0.6666438"
"230.0";"0.6389382"
"240.0";"0.6145395"
"250.0";"0.7167238"
"260.0";"0.6627851"
"270.0";"0.6274585"
"280.0";"0.643653"
"290.0";"0.6145224"
"300.0";"0.6185836"
"310.0";"0.671039"
"320.0";"0.6301273"
"330.0";"0.6742967"
"340.0";"0.6143768"
"350.0";"0.8043138"
"360.0";"0.6791686"
"370.0";"0.7804357"
"380.0";"0.6068822"
"390.0";"0.6576428"
"400.0";"0.6170038"
"410.0";"0.7186717"
"420.0";"0.6185233"
"430.0";"0.6272715"
"440.0";"0.6423592"
"450.0";"0.5943452"
"460.0";"0.6310167"
"470.0";"0.6417562"
"480.0";"0.6114484"
"490.0";"0.6917186"
"500.0";"0.6545296"
"510.0";"0.6319509"
"520.0";"0.6241562"
"530.0";"0.6234871"
"540.0";"0.6001471"
"550.0";"0.6617619"
"560.0";"0.6396446"
"570.0";"0.6065013"
"580.0";"0.6680915"
"590.0";"0.690021"
"600.0";"0.6258333"
"610.0";"0.6851744"
"620.0";"0.5609939"
"630.0";"0.6748527"
"640.0";"0.5702245"
"650.0";"0.5945165"
"660.0";"0.5594191"
"670.0";"0.6065387"
"680.0";"0.6719269"
"690.0";"0.6153721"
"700.0";"0.6066703"
"710.0";"0.6244468"
"720.0";"0.6878632"
"730.0";"0.6304823"
"740.0";"0.5616717"
"750.0";"0.497806"
"760.0";"0.5604153"
