# This .csv file was created 12.10.2024 14:31
# extracted out of file prod_mindist_mol10_outer_dimer_area.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/2BLG/LIGAND/CLAD/2blg_clad_2
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"MOL10-outer_dimer_area"
"0.0";"5.361579"
"10.0";"5.168893"
"20.0";"5.104362"
"30.0";"5.074752"
"40.0";"5.267455"
"50.0";"5.206021"
"60.0";"5.122601"
"70.0";"4.908383"
"80.0";"4.866237"
"90.0";"4.622312"
"100.0";"4.702068"
"110.0";"4.70132"
"120.0";"4.783259"
"130.0";"4.682589"
"140.0";"4.693851"
"150.0";"4.584807"
"160.0";"4.515398"
"170.0";"4.723644"
"180.0";"4.753157"
"190.0";"4.608654"
"200.0";"4.678468"
"210.0";"4.7602"
"220.0";"5.013894"
"230.0";"5.148613"
"240.0";"5.040273"
"250.0";"5.200855"
"260.0";"5.378564"
"270.0";"5.355771"
"280.0";"5.47876"
"290.0";"5.423392"
"300.0";"5.074996"
"310.0";"5.117692"
"320.0";"5.030089"
"330.0";"5.166315"
"340.0";"5.278087"
"350.0";"5.249356"
"360.0";"5.188859"
"370.0";"5.375087"
"380.0";"5.197347"
"390.0";"5.040221"
"400.0";"5.030907"
"410.0";"5.038037"
"420.0";"5.132853"
"430.0";"5.150689"
"440.0";"5.197973"
"450.0";"5.018566"
"460.0";"4.99463"
"470.0";"4.914329"
"480.0";"4.986547"
"490.0";"5.132789"
"500.0";"5.093207"
"510.0";"5.439545"
"520.0";"5.663014"
"530.0";"5.808005"
"540.0";"5.897465"
"550.0";"6.040201"
"560.0";"6.180077"
"570.0";"6.580089"
"580.0";"6.534924"
"590.0";"6.478491"
"600.0";"6.697783"
"610.0";"6.749001"
"620.0";"6.674342"
"630.0";"6.734763"
"640.0";"6.89355"
"650.0";"7.007969"
"660.0";"7.05169"
"670.0";"6.880439"
"680.0";"6.903986"
"690.0";"6.747237"
"700.0";"6.603476"
"710.0";"6.38902"
"720.0";"6.550757"
"730.0";"6.445055"
"740.0";"6.366705"
"750.0";"6.24905"
"760.0";"6.394683"
"770.0";"6.663249"
"780.0";"6.693305"
"790.0";"6.728616"
"800.0";"6.655171"
"810.0";"6.736199"
"820.0";"6.489758"
"830.0";"6.318027"
"840.0";"6.286887"
"850.0";"6.394582"
"860.0";"6.505517"
"870.0";"6.340336"
"880.0";"6.267825"
"890.0";"6.314907"
"900.0";"6.034856"
"910.0";"5.946351"
"920.0";"5.719589"
"930.0";"5.977364"
"940.0";"5.928908"
"950.0";"5.936494"
"960.0";"6.071521"
"970.0";"6.029929"
"980.0";"5.950458"
"990.0";"5.991929"
"1000.0";"5.938646"
"1010.0";"5.836038"
"1020.0";"5.825642"
"1030.0";"5.7434"
"1040.0";"5.568089"
"1050.0";"5.251786"
"1060.0";"5.198145"
"1070.0";"5.337397"
"1080.0";"5.295094"
"1090.0";"5.429078"
"1100.0";"5.428339"
"1110.0";"5.419291"
"1120.0";"5.745002"
"1130.0";"5.800846"
"1140.0";"5.621408"
"1150.0";"5.691804"
"1160.0";"5.722766"
"1170.0";"5.746786"
"1180.0";"6.001354"
"1190.0";"5.998147"
"1200.0";"6.214629"
"1210.0";"6.109478"
"1220.0";"5.999668"
"1230.0";"6.049371"
"1240.0";"5.939373"
"1250.0";"5.746497"
"1260.0";"5.616431"
"1270.0";"5.595185"
"1280.0";"5.66221"
"1290.0";"5.451627"
"1300.0";"5.540615"
"1310.0";"5.547596"
"1320.0";"5.612016"
"1330.0";"5.766864"
"1340.0";"5.914679"
"1350.0";"5.683457"
"1360.0";"5.92167"
"1370.0";"6.036308"
"1380.0";"5.820676"
"1390.0";"5.959524"
"1400.0";"6.152902"
"1410.0";"6.227647"
"1420.0";"6.299325"
"1430.0";"6.252017"
"1440.0";"6.396856"
"1450.0";"6.400369"
"1460.0";"6.078088"
"1470.0";"5.729957"
"1480.0";"5.544342"
"1490.0";"5.358195"
"1500.0";"5.499682"
"1510.0";"5.330281"
"1520.0";"5.379782"
"1530.0";"5.456452"
"1540.0";"5.334603"
"1550.0";"5.473418"
"1560.0";"5.254432"
"1570.0";"5.27309"
"1580.0";"5.586401"
"1590.0";"5.680704"
"1600.0";"5.603045"
"1610.0";"5.417993"
"1620.0";"5.347085"
"1630.0";"5.287889"
"1640.0";"5.419393"
"1650.0";"5.361365"
"1660.0";"5.220665"
"1670.0";"5.363556"
"1680.0";"5.379611"
"1690.0";"5.537179"
"1700.0";"5.264044"
"1710.0";"5.583443"
"1720.0";"5.61134"
"1730.0";"5.71376"
"1740.0";"5.952268"
"1750.0";"6.238558"
"1760.0";"6.51712"
"1770.0";"6.622664"
"1780.0";"6.635"
"1790.0";"6.593597"
"1800.0";"6.562707"
"1810.0";"6.551613"
"1820.0";"6.486353"
"1830.0";"6.542632"
"1840.0";"6.375577"
"1850.0";"6.296015"
"1860.0";"6.365366"
"1870.0";"6.476073"
"1880.0";"6.185645"
"1890.0";"6.247819"
"1900.0";"6.501651"
"1910.0";"6.370541"
"1920.0";"6.498073"
"1930.0";"6.557413"
"1940.0";"6.347848"
"1950.0";"6.227611"
"1960.0";"6.394318"
"1970.0";"6.601652"
"1980.0";"6.558813"
"1990.0";"6.480248"
"2000.0";"6.244109"
"2010.0";"6.293617"
"2020.0";"6.387591"
"2030.0";"6.494298"
"2040.0";"6.491927"
"2050.0";"6.411942"
"2060.0";"6.18577"
"2070.0";"6.213487"
"2080.0";"6.172381"
"2090.0";"6.098964"
"2100.0";"6.171219"
"2110.0";"5.830323"
"2120.0";"5.972218"
"2130.0";"6.086809"
"2140.0";"5.976399"
"2150.0";"5.905409"
"2160.0";"5.883455"
"2170.0";"6.006917"
"2180.0";"6.052388"
"2190.0";"6.277901"
"2200.0";"6.304392"
"2210.0";"6.426463"
"2220.0";"6.279396"
"2230.0";"6.276256"
"2240.0";"6.112035"
"2250.0";"6.099354"
"2260.0";"5.980181"
"2270.0";"5.993172"
"2280.0";"5.748833"
"2290.0";"5.774133"
"2300.0";"5.719504"
"2310.0";"5.671019"
"2320.0";"5.704256"
"2330.0";"5.833052"
"2340.0";"5.658774"
"2350.0";"5.361934"
"2360.0";"5.621481"
"2370.0";"5.469035"
"2380.0";"5.616545"
"2390.0";"5.553654"
"2400.0";"5.375064"
"2410.0";"5.325649"
"2420.0";"5.383259"
"2430.0";"5.518444"
"2440.0";"5.402827"
"2450.0";"5.493798"
