# This .csv file was created 12.10.2024 14:29
# extracted out of file prod_mindist_mol6_55.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/2BLG/LIGAND/CAD/2blg_cad_2
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"Protein-MOL6"
"0.0";"5.208508"
"10.0";"5.141452"
"20.0";"5.314329"
"30.0";"5.455442"
"40.0";"5.30158"
"50.0";"5.267057"
"60.0";"5.515088"
"70.0";"5.285364"
"80.0";"5.275814"
"90.0";"5.595239"
"100.0";"5.989457"
"110.0";"5.80232"
"120.0";"5.811049"
"130.0";"5.818598"
"140.0";"5.993134"
"150.0";"6.024103"
"160.0";"5.918368"
"170.0";"5.686164"
"180.0";"5.422742"
"190.0";"5.319842"
"200.0";"5.473142"
"210.0";"5.420615"
"220.0";"5.573846"
"230.0";"5.597543"
"240.0";"5.394468"
"250.0";"5.341777"
"260.0";"5.384323"
"270.0";"5.655889"
"280.0";"5.706162"
"290.0";"5.677607"
"300.0";"5.318332"
"310.0";"5.390263"
"320.0";"5.500286"
"330.0";"5.33951"
"340.0";"5.381102"
"350.0";"5.393133"
"360.0";"5.331415"
"370.0";"5.612797"
"380.0";"5.433534"
"390.0";"5.319038"
"400.0";"5.11919"
"410.0";"5.215495"
"420.0";"5.016735"
"430.0";"5.362773"
"440.0";"5.189081"
"450.0";"5.166464"
"460.0";"5.271832"
"470.0";"5.045051"
"480.0";"5.145644"
"490.0";"5.111994"
"500.0";"5.01808"
"510.0";"5.010417"
"520.0";"5.443059"
"530.0";"5.336474"
"540.0";"5.423575"
"550.0";"5.274111"
"560.0";"5.241159"
"570.0";"5.450034"
"580.0";"5.476049"
"590.0";"5.425157"
"600.0";"5.673367"
"610.0";"5.786997"
"620.0";"5.673103"
"630.0";"5.581886"
"640.0";"5.541849"
"650.0";"5.625119"
"660.0";"5.609488"
"670.0";"5.797277"
"680.0";"5.744423"
"690.0";"5.466702"
"700.0";"5.812109"
"710.0";"5.791954"
"720.0";"5.862223"
"730.0";"5.778965"
"740.0";"5.545386"
"750.0";"5.569215"
"760.0";"5.42614"
"770.0";"5.404219"
"780.0";"5.604608"
"790.0";"5.496148"
"800.0";"5.429337"
"810.0";"5.510689"
"820.0";"5.583924"
"830.0";"5.299071"
"840.0";"5.52152"
"850.0";"5.647877"
"860.0";"5.607073"
"870.0";"5.790262"
"880.0";"5.737386"
"890.0";"5.898855"
"900.0";"5.923645"
"910.0";"5.844518"
"920.0";"5.839102"
"930.0";"5.878731"
"940.0";"5.730452"
"950.0";"5.952784"
"960.0";"5.708315"
"970.0";"5.5791"
"980.0";"5.431262"
"990.0";"5.2226"
"1000.0";"5.2345"
"1010.0";"4.970597"
"1020.0";"5.033373"
"1030.0";"4.755866"
"1040.0";"5.066447"
"1050.0";"5.045348"
"1060.0";"5.12129"
"1070.0";"5.184372"
"1080.0";"5.423929"
"1090.0";"5.547057"
"1100.0";"5.490481"
"1110.0";"5.618867"
"1120.0";"5.636344"
"1130.0";"5.399352"
"1140.0";"5.427748"
"1150.0";"5.516195"
"1160.0";"5.475065"
"1170.0";"5.531066"
"1180.0";"5.373823"
"1190.0";"5.440362"
"1200.0";"5.680716"
"1210.0";"5.631853"
"1220.0";"5.837391"
"1230.0";"5.446732"
"1240.0";"5.338056"
"1250.0";"5.479025"
"1260.0";"5.554257"
"1270.0";"5.64646"
"1280.0";"5.5361"
"1290.0";"5.574093"
"1300.0";"5.492033"
"1310.0";"5.331005"
"1320.0";"5.27124"
"1330.0";"5.085762"
"1340.0";"5.05836"
"1350.0";"5.081564"
"1360.0";"4.917142"
"1370.0";"4.741043"
"1380.0";"4.781543"
"1390.0";"4.975414"
"1400.0";"4.713135"
"1410.0";"4.79853"
"1420.0";"4.704797"
"1430.0";"4.685974"
"1440.0";"4.708384"
"1450.0";"4.622464"
"1460.0";"4.654571"
"1470.0";"4.73162"
"1480.0";"4.873052"
"1490.0";"4.864747"
"1500.0";"5.138058"
"1510.0";"5.268234"
"1520.0";"5.101535"
"1530.0";"5.025681"
"1540.0";"4.883195"
"1550.0";"4.878636"
"1560.0";"4.970438"
"1570.0";"4.830537"
"1580.0";"4.831066"
"1590.0";"4.776475"
"1600.0";"4.996908"
"1610.0";"5.059433"
"1620.0";"5.041425"
"1630.0";"5.278841"
"1640.0";"5.371675"
"1650.0";"5.441238"
"1660.0";"5.539684"
"1670.0";"5.533883"
"1680.0";"5.760623"
"1690.0";"5.673388"
"1700.0";"5.520936"
"1710.0";"5.653915"
"1720.0";"5.554151"
"1730.0";"5.55886"
"1740.0";"5.8991"
"1750.0";"5.644527"
"1760.0";"5.673648"
"1770.0";"5.697383"
"1780.0";"5.634315"
"1790.0";"5.954189"
"1800.0";"5.697807"
"1810.0";"5.770008"
"1820.0";"5.445956"
"1830.0";"5.476031"
"1840.0";"5.320765"
"1850.0";"5.118291"
"1860.0";"5.318838"
"1870.0";"5.597301"
"1880.0";"5.490733"
"1890.0";"5.25666"
"1900.0";"5.463954"
"1910.0";"5.315773"
"1920.0";"5.173503"
"1930.0";"5.224469"
"1940.0";"5.251186"
"1950.0";"5.421936"
"1960.0";"5.155357"
"1970.0";"5.529317"
"1980.0";"5.616318"
"1990.0";"5.623226"
"2000.0";"5.582716"
"2010.0";"5.73863"
"2020.0";"5.572703"
"2030.0";"5.577458"
"2040.0";"5.290261"
"2050.0";"5.132525"
"2060.0";"5.304742"
"2070.0";"5.464647"
"2080.0";"5.769566"
"2090.0";"5.855793"
"2100.0";"5.943739"
"2110.0";"5.867502"
"2120.0";"5.777486"
"2130.0";"5.811105"
"2140.0";"5.809279"
"2150.0";"5.983929"
"2160.0";"6.08074"
"2170.0";"6.047598"
"2180.0";"5.672103"
"2190.0";"5.841657"
"2200.0";"5.778397"
"2210.0";"5.83366"
"2220.0";"6.069555"
"2230.0";"6.228782"
"2240.0";"6.198359"
"2250.0";"6.248538"
"2260.0";"6.340327"
"2270.0";"6.312726"
"2280.0";"6.261027"
"2290.0";"6.207961"
"2300.0";"6.274679"
"2310.0";"6.235569"
"2320.0";"6.156952"
"2330.0";"6.098555"
"2340.0";"6.370492"
"2350.0";"6.305426"
"2360.0";"6.289683"
"2370.0";"6.338159"
"2380.0";"6.674426"
"2390.0";"6.588482"
"2400.0";"6.167408"
"2410.0";"6.294693"
"2420.0";"6.733119"
"2430.0";"6.671384"
"2440.0";"6.500118"
"2450.0";"6.611161"
"2460.0";"6.537341"
"2470.0";"6.361516"
"2480.0";"6.277552"
"2490.0";"6.299151"
"2500.0";"6.394287"
"2510.0";"6.537669"
"2520.0";"6.2897"
"2530.0";"6.336229"
"2540.0";"6.196286"
"2550.0";"6.089548"
"2560.0";"6.097102"
"2570.0";"6.192438"
"2580.0";"6.301087"
"2590.0";"6.159323"
"2600.0";"5.908292"
"2610.0";"6.236061"
"2620.0";"6.457388"
"2630.0";"6.417433"
"2640.0";"6.521426"
"2650.0";"6.488834"
"2660.0";"6.69964"
"2670.0";"6.719678"
"2680.0";"6.67906"
"2690.0";"6.856365"
"2700.0";"6.871711"
"2710.0";"6.853485"
"2720.0";"6.582826"
"2730.0";"6.760358"
"2740.0";"6.56305"
"2750.0";"6.547407"
"2760.0";"6.344329"
"2770.0";"6.500984"
"2780.0";"6.337842"
"2790.0";"6.38983"
"2800.0";"6.557766"
"2810.0";"6.434424"
"2820.0";"6.683622"
"2830.0";"6.786475"
"2840.0";"6.749569"
"2850.0";"6.710184"
"2860.0";"6.682553"
"2870.0";"6.560812"
"2880.0";"6.520468"
"2890.0";"6.625394"
"2900.0";"6.615214"
"2910.0";"6.59818"
"2920.0";"6.77586"
"2930.0";"6.553269"
"2940.0";"6.472082"
"2950.0";"6.477986"
"2960.0";"6.405231"
"2970.0";"6.35712"
"2980.0";"6.350634"
"2990.0";"6.287253"
"3000.0";"6.203499"
"3010.0";"6.164455"
"3020.0";"6.106218"
"3030.0";"6.009151"
"3040.0";"5.894718"
"3050.0";"5.737684"
"3060.0";"5.809075"
"3070.0";"5.672862"
"3080.0";"5.266391"
"3090.0";"5.363083"
"3100.0";"5.361132"
"3110.0";"5.166803"
"3120.0";"5.204222"
"3130.0";"5.039965"
"3140.0";"4.942829"
"3150.0";"5.152654"
"3160.0";"5.114448"
"3170.0";"4.887001"
"3180.0";"4.902555"
"3190.0";"5.028092"
"3200.0";"4.771012"
"3210.0";"4.957375"
"3220.0";"4.634225"
"3230.0";"4.520688"
"3240.0";"4.312501"
"3250.0";"4.346237"
"3260.0";"4.144503"
"3270.0";"4.013941"
"3280.0";"3.871656"
"3290.0";"3.930022"
