# This .csv file was created 12.10.2024 14:29
# extracted out of file prod_mindist_pos1_mol8_55.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/2BLG/LIGAND/CAB/2blg_cab_2
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"Protein_pos1-MOL8"
"0.0";"4.923466"
"10.0";"4.80787"
"20.0";"4.675873"
"30.0";"4.597386"
"40.0";"4.475812"
"50.0";"4.2761"
"60.0";"4.225242"
"70.0";"4.412176"
"80.0";"4.515841"
"90.0";"4.571442"
"100.0";"4.887823"
"110.0";"4.621619"
"120.0";"4.864515"
"130.0";"4.793619"
"140.0";"4.651563"
"150.0";"4.390828"
"160.0";"4.185826"
"170.0";"4.057334"
"180.0";"4.237876"
"190.0";"3.990062"
"200.0";"4.071847"
"210.0";"4.002327"
"220.0";"3.824978"
"230.0";"3.710048"
"240.0";"3.770985"
"250.0";"4.302201"
"260.0";"4.410101"
"270.0";"4.405276"
"280.0";"4.402646"
"290.0";"4.43713"
"300.0";"4.373313"
"310.0";"4.4453"
"320.0";"4.652963"
"330.0";"4.608459"
"340.0";"4.798513"
"350.0";"4.801433"
"360.0";"4.716935"
"370.0";"4.388341"
"380.0";"4.180552"
"390.0";"4.242325"
"400.0";"4.144841"
"410.0";"4.187021"
"420.0";"4.449553"
"430.0";"4.531682"
"440.0";"4.575493"
"450.0";"4.53282"
"460.0";"4.463956"
"470.0";"4.091205"
"480.0";"4.247895"
"490.0";"4.037544"
"500.0";"4.02866"
"510.0";"3.923293"
"520.0";"4.040274"
"530.0";"3.872953"
"540.0";"3.618957"
"550.0";"3.586359"
"560.0";"3.893061"
"570.0";"3.587878"
"580.0";"3.616904"
"590.0";"3.729205"
"600.0";"3.437558"
"610.0";"3.48935"
"620.0";"3.303246"
"630.0";"3.332121"
"640.0";"3.131916"
"650.0";"3.438792"
"660.0";"3.471092"
"670.0";"3.467544"
"680.0";"3.752443"
"690.0";"3.913876"
"700.0";"4.153378"
"710.0";"4.075895"
"720.0";"3.821519"
"730.0";"3.788312"
"740.0";"3.741513"
"750.0";"3.788387"
"760.0";"3.87144"
"770.0";"3.832692"
"780.0";"3.694115"
"790.0";"3.453817"
"800.0";"3.327069"
"810.0";"3.068722"
"820.0";"3.099969"
"830.0";"3.231599"
