# This .csv file was created 12.10.2024 14:29
# extracted out of file prod_mindist_pos1_mol1_55.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/2BLG/LIGAND/CAD/2blg_cad_2
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"Protein_pos1-MOL1"
"0.0";"4.256723"
"10.0";"4.269923"
"20.0";"4.039718"
"30.0";"3.952777"
"40.0";"4.002632"
"50.0";"4.162215"
"60.0";"4.056565"
"70.0";"4.251371"
"80.0";"4.209399"
"90.0";"4.165178"
"100.0";"4.463928"
"110.0";"4.356821"
"120.0";"4.341959"
"130.0";"4.23901"
"140.0";"4.158953"
"150.0";"4.025321"
"160.0";"3.969293"
"170.0";"3.732917"
"180.0";"3.694884"
"190.0";"3.645777"
"200.0";"3.515491"
"210.0";"3.51888"
"220.0";"3.404943"
"230.0";"3.524578"
"240.0";"3.472759"
"250.0";"3.53282"
"260.0";"3.530444"
"270.0";"3.465125"
"280.0";"3.31721"
"290.0";"3.325574"
"300.0";"3.326795"
"310.0";"3.449584"
"320.0";"3.414434"
"330.0";"3.256382"
"340.0";"3.232587"
"350.0";"3.315645"
"360.0";"3.459579"
"370.0";"3.559033"
"380.0";"3.640648"
"390.0";"3.705338"
"400.0";"3.771881"
"410.0";"3.880429"
"420.0";"3.856076"
"430.0";"3.629852"
"440.0";"3.854994"
"450.0";"3.754991"
"460.0";"3.734178"
"470.0";"3.761311"
"480.0";"3.470097"
"490.0";"3.439768"
"500.0";"3.706337"
"510.0";"3.645801"
"520.0";"3.558697"
"530.0";"3.565901"
"540.0";"3.366561"
"550.0";"3.560844"
"560.0";"3.628084"
"570.0";"3.660162"
"580.0";"3.847326"
"590.0";"3.864691"
"600.0";"3.870058"
"610.0";"3.538207"
"620.0";"3.35419"
"630.0";"3.264165"
"640.0";"3.269868"
"650.0";"3.221115"
"660.0";"3.145814"
"670.0";"3.098668"
"680.0";"3.088499"
"690.0";"3.269951"
"700.0";"3.06032"
"710.0";"2.984071"
"720.0";"3.143714"
"730.0";"2.974432"
"740.0";"2.930129"
"750.0";"3.071092"
"760.0";"3.021567"
"770.0";"2.943434"
"780.0";"3.084137"
"790.0";"2.978059"
"800.0";"2.999103"
"810.0";"3.0218"
"820.0";"3.27827"
"830.0";"3.257451"
"840.0";"3.461853"
"850.0";"3.580148"
"860.0";"3.669146"
"870.0";"3.544585"
"880.0";"3.66801"
"890.0";"3.682108"
"900.0";"3.63998"
"910.0";"3.688574"
"920.0";"3.523113"
"930.0";"3.476118"
"940.0";"3.728687"
"950.0";"3.838743"
"960.0";"3.738191"
"970.0";"3.780518"
"980.0";"3.944003"
"990.0";"3.969774"
"1000.0";"3.925069"
"1010.0";"3.932422"
"1020.0";"4.129041"
"1030.0";"4.258487"
"1040.0";"4.34794"
"1050.0";"4.589175"
"1060.0";"4.611475"
"1070.0";"4.685778"
"1080.0";"4.641457"
"1090.0";"4.559631"
"1100.0";"4.449793"
"1110.0";"4.685593"
"1120.0";"4.501051"
"1130.0";"4.348733"
"1140.0";"4.244477"
"1150.0";"4.144113"
"1160.0";"4.212811"
"1170.0";"4.058538"
"1180.0";"4.300933"
"1190.0";"4.554876"
"1200.0";"4.655239"
"1210.0";"4.758724"
"1220.0";"4.618123"
"1230.0";"4.686966"
"1240.0";"4.944643"
"1250.0";"4.944632"
"1260.0";"4.652339"
"1270.0";"4.714876"
"1280.0";"4.542732"
"1290.0";"4.325464"
"1300.0";"4.43366"
"1310.0";"4.463727"
"1320.0";"4.41553"
"1330.0";"4.484606"
"1340.0";"4.531612"
"1350.0";"4.545722"
"1360.0";"4.408315"
"1370.0";"4.395807"
"1380.0";"4.488323"
"1390.0";"4.35025"
"1400.0";"4.226066"
"1410.0";"4.27439"
"1420.0";"4.051373"
"1430.0";"3.856915"
"1440.0";"3.974015"
"1450.0";"4.141475"
"1460.0";"3.94137"
"1470.0";"3.978903"
"1480.0";"4.037009"
"1490.0";"4.109325"
"1500.0";"4.234162"
"1510.0";"4.507548"
"1520.0";"4.539777"
"1530.0";"4.717391"
"1540.0";"4.550507"
"1550.0";"4.489963"
"1560.0";"4.363184"
"1570.0";"4.383697"
"1580.0";"4.530974"
"1590.0";"4.674483"
"1600.0";"4.424077"
"1610.0";"4.572275"
"1620.0";"4.496021"
"1630.0";"4.514065"
"1640.0";"4.474382"
"1650.0";"4.438819"
"1660.0";"4.655775"
"1670.0";"4.677646"
"1680.0";"4.575949"
"1690.0";"4.755137"
"1700.0";"4.692429"
"1710.0";"4.709593"
"1720.0";"4.629609"
"1730.0";"4.683947"
"1740.0";"4.672981"
"1750.0";"4.776063"
"1760.0";"4.704455"
"1770.0";"4.687905"
"1780.0";"4.557703"
"1790.0";"4.512171"
"1800.0";"4.555975"
"1810.0";"4.583857"
"1820.0";"4.420194"
"1830.0";"4.609377"
"1840.0";"4.348735"
"1850.0";"4.179494"
"1860.0";"4.058748"
"1870.0";"3.735087"
"1880.0";"3.873145"
"1890.0";"4.126803"
"1900.0";"4.133187"
"1910.0";"4.121041"
"1920.0";"4.319013"
"1930.0";"4.306533"
"1940.0";"4.471652"
"1950.0";"4.456359"
"1960.0";"4.260854"
"1970.0";"4.210259"
"1980.0";"4.497779"
"1990.0";"4.505809"
"2000.0";"4.379616"
"2010.0";"4.508764"
