# This .csv file was created 12.10.2024 14:29
# extracted out of file prod_center_rottrans_gyration.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/2BLG/LIGAND/CAB/2blg_cab_3
# Original file was created by command :
"Radius of gyration (total and around axes)"
"Time (ps)";"Rg";"Rg\sX\N";"Rg\sY\N";"Rg\sZ\N"
"0.0";"1.50318";"1.2371";"1.23705";"1.20764"
"10.0";"1.50241";"1.22992";"1.23422";"1.21591"
"20.0";"1.49695";"1.22649";"1.2311";"1.20906"
"30.0";"1.50561";"1.23512";"1.24255";"1.21006"
"40.0";"1.505";"1.23821";"1.23948";"1.20853"
"50.0";"1.49627";"1.2321";"1.23536";"1.19726"
"60.0";"1.49922";"1.2353";"1.23286";"1.20391"
"70.0";"1.498";"1.23171";"1.23259";"1.20484"
"80.0";"1.50323";"1.2367";"1.24198";"1.20311"
"90.0";"1.51254";"1.23552";"1.25048";"1.21875"
"100.0";"1.50191";"1.2288";"1.23708";"1.2129"
"110.0";"1.49891";"1.23603";"1.23121";"1.20408"
"120.0";"1.49855";"1.23539";"1.22978";"1.20529"
"130.0";"1.50194";"1.23953";"1.23878";"1.20025"
"140.0";"1.50208";"1.24145";"1.23864";"1.19878"
"150.0";"1.4932";"1.23356";"1.22289";"1.20089"
"160.0";"1.49388";"1.23153";"1.22729";"1.20019"
"170.0";"1.49983";"1.23552";"1.23243";"1.20566"
"180.0";"1.49838";"1.23237";"1.2329";"1.20479"
"190.0";"1.49456";"1.22993";"1.22985";"1.2009"
"200.0";"1.50012";"1.23776";"1.22847";"1.2081"
"210.0";"1.49717";"1.24081";"1.22639";"1.19974"
"220.0";"1.50056";"1.22913";"1.2385";"1.20778"
"230.0";"1.50929";"1.24429";"1.24272";"1.20967"
"240.0";"1.4992";"1.23783";"1.23234";"1.20178"
"250.0";"1.50835";"1.24485";"1.2418";"1.20767"
"260.0";"1.49911";"1.2384";"1.23221";"1.20111"
"270.0";"1.50239";"1.24024";"1.23531";"1.20423"
"280.0";"1.4951";"1.23538";"1.22599";"1.2006"
"290.0";"1.4967";"1.22957";"1.23405";"1.20228"
"300.0";"1.50379";"1.23919";"1.23558";"1.20853"
"310.0";"1.49907";"1.23682";"1.23569";"1.19907"
"320.0";"1.49708";"1.23084";"1.23447";"1.2015"
"330.0";"1.5034";"1.23255";"1.24086";"1.20893"
"340.0";"1.50523";"1.23454";"1.2423";"1.20997"
"350.0";"1.50134";"1.23576";"1.23644";"1.20506"
"360.0";"1.50568";"1.24146";"1.24648";"1.19968"
"370.0";"1.50137";"1.23275";"1.2371";"1.20754"
"380.0";"1.5023";"1.24292";"1.23639";"1.20011"
"390.0";"1.49706";"1.2344";"1.22795";"1.20449"
"400.0";"1.50636";"1.24026";"1.2456";"1.20353"
"410.0";"1.501";"1.23423";"1.23804";"1.20414"
"420.0";"1.50671";"1.2263";"1.2507";"1.21339"
"430.0";"1.50291";"1.22978";"1.24242";"1.20894"
"440.0";"1.49865";"1.22548";"1.23665";"1.20864"
"450.0";"1.49999";"1.23328";"1.2345";"1.20623"
"460.0";"1.50525";"1.23822";"1.23543";"1.21329"
"470.0";"1.50389";"1.23401";"1.2416";"1.2079"
"480.0";"1.50035";"1.22596";"1.23877";"1.21019"
"490.0";"1.50296";"1.22859";"1.24412";"1.20853"
"500.0";"1.50654";"1.22978";"1.24773";"1.2125"
"510.0";"1.50462";"1.23404";"1.24056";"1.21076"
"520.0";"1.5026";"1.23027";"1.23669";"1.21353"
"530.0";"1.50219";"1.23767";"1.23499";"1.20669"
"540.0";"1.50137";"1.22561";"1.23991";"1.21192"
"550.0";"1.50612";"1.2379";"1.24219";"1.20887"
"560.0";"1.50982";"1.23648";"1.24883";"1.2127"
"570.0";"1.50228";"1.2342";"1.23814";"1.20726"
"580.0";"1.50024";"1.23907";"1.22984";"1.20568"
"590.0";"1.4993";"1.23626";"1.23442";"1.20153"
"600.0";"1.50642";"1.24244";"1.23783";"1.20943"
"610.0";"1.49139";"1.22903";"1.22508";"1.19882"
"620.0";"1.50222";"1.23197";"1.23522";"1.21237"
"630.0";"1.50206";"1.23937";"1.22748";"1.21229"
"640.0";"1.50132";"1.23657";"1.23771";"1.20287"
"650.0";"1.49943";"1.23285";"1.23426";"1.20552"
"660.0";"1.49832";"1.23171";"1.22966";"1.20861"
"670.0";"1.49816";"1.23015";"1.23167";"1.20776"
"680.0";"1.50087";"1.23175";"1.23574";"1.2087"
"690.0";"1.49854";"1.23416";"1.23454";"1.20168"
"700.0";"1.50063";"1.23506";"1.23668";"1.20376"
"710.0";"1.49628";"1.22647";"1.2311";"1.20744"
"720.0";"1.50542";"1.23557";"1.23605";"1.21578"
"730.0";"1.49825";"1.23049";"1.23498";"1.20425"
"740.0";"1.50125";"1.23327";"1.23956";"1.20419"
"750.0";"1.50414";"1.23209";"1.23807";"1.21409"
"760.0";"1.49644";"1.22712";"1.22982";"1.20846"
"770.0";"1.50543";"1.22888";"1.24735";"1.21105"
"780.0";"1.50526";"1.22988";"1.25";"1.20686"
"790.0";"1.49863";"1.22038";"1.23754";"1.21282"
"800.0";"1.49985";"1.22181";"1.24121";"1.21065"
"810.0";"1.50366";"1.22669";"1.24362";"1.21269"
"820.0";"1.50557";"1.23088";"1.24582";"1.21093"
"830.0";"1.50047";"1.22506";"1.24253";"1.20756"
"840.0";"1.50077";"1.2226";"1.24564";"1.20757"
"850.0";"1.50554";"1.23474";"1.23877";"1.21416"
"860.0";"1.51128";"1.23601";"1.24397";"1.22178"
"870.0";"1.50742";"1.23647";"1.24185";"1.21389"
"880.0";"1.49854";"1.22722";"1.23703";"1.2062"
"890.0";"1.50304";"1.23798";"1.23575";"1.20771"
"900.0";"1.50194";"1.22835";"1.24087";"1.20956"
"910.0";"1.49892";"1.23533";"1.23136";"1.20468"
"920.0";"1.5017";"1.23123";"1.23478";"1.21227"
"930.0";"1.50096";"1.22968";"1.23837";"1.20833"
"940.0";"1.49596";"1.21933";"1.23688";"1.20797"
"950.0";"1.50439";"1.22856";"1.24504";"1.21117"
"960.0";"1.5004";"1.22667";"1.23742";"1.21098"
"970.0";"1.49905";"1.22716";"1.23534";"1.20925"
"980.0";"1.50433";"1.23683";"1.23854";"1.20925"
"990.0";"1.50109";"1.22874";"1.24168";"1.20622"
"1000.0";"1.50146";"1.23277";"1.23819";"1.20662"
"1010.0";"1.50044";"1.22929";"1.24014";"1.20564"
"1020.0";"1.5066";"1.23787";"1.24564";"1.20654"
"1030.0";"1.50287";"1.23369";"1.24127";"1.20603"
"1040.0";"1.5035";"1.23135";"1.24563";"1.20549"
"1050.0";"1.50416";"1.22956";"1.24243";"1.21224"
"1060.0";"1.49881";"1.22142";"1.23787";"1.21189"
"1070.0";"1.50318";"1.23106";"1.23798";"1.21284"
"1080.0";"1.50423";"1.2297";"1.24039";"1.21436"
"1090.0";"1.50396";"1.23126";"1.24503";"1.20734"
"1100.0";"1.50509";"1.23221";"1.24823";"1.2059"
"1110.0";"1.50906";"1.23187";"1.24955";"1.21476"
"1120.0";"1.50134";"1.22525";"1.23865";"1.21348"
"1130.0";"1.50452";"1.23";"1.23991";"1.21527"
"1140.0";"1.49877";"1.23037";"1.23186";"1.20885"
"1150.0";"1.50192";"1.23339";"1.23234";"1.21311"
"1160.0";"1.50164";"1.23862";"1.23166";"1.20775"
"1170.0";"1.50464";"1.23973";"1.23664";"1.20901"
"1180.0";"1.49958";"1.23584";"1.22917";"1.20801"
"1190.0";"1.49645";"1.23595";"1.22769";"1.20164"
"1200.0";"1.49727";"1.23873";"1.22607";"1.20247"
"1210.0";"1.49845";"1.23421";"1.23096";"1.20504"
"1220.0";"1.50603";"1.23651";"1.23809";"1.21425"
"1230.0";"1.50534";"1.24324";"1.23462";"1.2092"
"1240.0";"1.50687";"1.23543";"1.23925";"1.21626"
"1250.0";"1.50953";"1.23574";"1.2488";"1.21277"
"1260.0";"1.5026";"1.23998";"1.23665";"1.20365"
"1270.0";"1.49939";"1.23775";"1.2328";"1.20188"
"1280.0";"1.50141";"1.24036";"1.22909";"1.208"
"1290.0";"1.49959";"1.23239";"1.23739";"1.20317"
"1300.0";"1.502";"1.23444";"1.23846";"1.20597"
"1310.0";"1.4973";"1.23";"1.2306";"1.20687"
"1320.0";"1.50385";"1.23898";"1.23982";"1.20453"
"1330.0";"1.50161";"1.23519";"1.23922";"1.20347"
"1340.0";"1.50582";"1.24183";"1.24054";"1.20579"
"1350.0";"1.5044";"1.23069";"1.23707";"1.21716"
"1360.0";"1.50859";"1.2301";"1.25049";"1.21443"
"1370.0";"1.50695";"1.22788";"1.24909";"1.21404"
"1380.0";"1.49602";"1.22359";"1.23507";"1.20565"
"1390.0";"1.50323";"1.23144";"1.24406";"1.20634"
"1400.0";"1.50254";"1.23051";"1.2428";"1.20688"
"1410.0";"1.49799";"1.2271";"1.23346";"1.20861"
"1420.0";"1.50534";"1.23902";"1.2417";"1.2063"
"1430.0";"1.49992";"1.224";"1.23869";"1.21119"
"1440.0";"1.49978";"1.22921";"1.23838";"1.20587"
"1450.0";"1.50494";"1.23709";"1.23771";"1.21135"
"1460.0";"1.50344";"1.22589";"1.24581";"1.21071"
"1470.0";"1.50321";"1.23124";"1.23651";"1.21424"
"1480.0";"1.50182";"1.23134";"1.23402";"1.21323"
"1490.0";"1.49925";"1.23383";"1.23299";"1.20537"
"1500.0";"1.5055";"1.23398";"1.24069";"1.21286"
"1510.0";"1.5041";"1.23686";"1.23666";"1.21057"
"1520.0";"1.49696";"1.23165";"1.23228";"1.20262"
"1530.0";"1.49688";"1.22989";"1.23244";"1.20406"
"1540.0";"1.50344";"1.2315";"1.24156";"1.20937"
"1550.0";"1.5025";"1.23139";"1.23736";"1.21146"
"1560.0";"1.50391";"1.23281";"1.24208";"1.20867"
"1570.0";"1.50153";"1.22718";"1.23558";"1.21513"
"1580.0";"1.50174";"1.2262";"1.24099";"1.21112"
"1590.0";"1.4978";"1.23197";"1.23338";"1.20327"
"1600.0";"1.50229";"1.23224";"1.23905";"1.20834"
"1610.0";"1.50117";"1.23568";"1.23335";"1.20786"
"1620.0";"1.50158";"1.22942";"1.23732";"1.21122"
"1630.0";"1.50156";"1.2345";"1.23082";"1.21263"
"1640.0";"1.49926";"1.23322";"1.23001";"1.20906"
"1650.0";"1.49566";"1.23365";"1.23386";"1.1957"
"1660.0";"1.50252";"1.22959";"1.24053";"1.2101"
"1670.0";"1.49712";"1.23078";"1.22919";"1.20707"
"1680.0";"1.49909";"1.23317";"1.23477";"1.20383"
"1690.0";"1.50008";"1.22931";"1.23936";"1.20552"
"1700.0";"1.50326";"1.23329";"1.23966";"1.20906"
"1710.0";"1.50505";"1.23026";"1.24375";"1.21239"
"1720.0";"1.51185";"1.22841";"1.25791";"1.21656"
"1730.0";"1.50502";"1.22641";"1.25222";"1.20749"
"1740.0";"1.5007";"1.2289";"1.24409";"1.2026"
"1750.0";"1.50907";"1.23514";"1.25121";"1.20975"
"1760.0";"1.50366";"1.23095";"1.24686";"1.20503"
"1770.0";"1.49688";"1.2331";"1.23006";"1.20322"
"1780.0";"1.50179";"1.22876";"1.2399";"1.20977"
"1790.0";"1.49356";"1.2149";"1.23306";"1.21039"
"1800.0";"1.50184";"1.23075";"1.23796";"1.20985"
"1810.0";"1.50712";"1.23614";"1.24095";"1.21441"
"1820.0";"1.50346";"1.22837";"1.2422";"1.21196"
"1830.0";"1.50428";"1.23713";"1.24206";"1.2052"
"1840.0";"1.50175";"1.22805";"1.23832";"1.212"
"1850.0";"1.50202";"1.23492";"1.23429";"1.20981"
"1860.0";"1.50374";"1.23154";"1.23616";"1.21561"
"1870.0";"1.50945";"1.23933";"1.24393";"1.21392"
"1880.0";"1.49999";"1.23399";"1.23873";"1.20114"
"1890.0";"1.50344";"1.24288";"1.24045";"1.19883"
"1900.0";"1.50538";"1.22885";"1.24761";"1.21066"
"1910.0";"1.50326";"1.23699";"1.23952";"1.20541"
"1920.0";"1.503";"1.23016";"1.23819";"1.2131"
"1930.0";"1.49753";"1.22413";"1.23128";"1.2127"
"1940.0";"1.50274";"1.22557";"1.23964";"1.21564"
"1950.0";"1.49559";"1.22997";"1.22856";"1.20472"
"1960.0";"1.49848";"1.22717";"1.22923";"1.21406"
"1970.0";"1.50189";"1.23592";"1.23173";"1.21108"
"1980.0";"1.49995";"1.23247";"1.23419";"1.20726"
"1990.0";"1.50658";"1.23033";"1.24344";"1.21644"
"2000.0";"1.50052";"1.22927";"1.23823";"1.20779"
"2010.0";"1.50299";"1.23339";"1.23629";"1.21174"
"2020.0";"1.50442";"1.23063";"1.2414";"1.21285"
"2030.0";"1.50523";"1.23251";"1.23973";"1.21467"
"2040.0";"1.504";"1.23551";"1.23942";"1.20887"
"2050.0";"1.51061";"1.24413";"1.24616";"1.20959"
"2060.0";"1.50781";"1.23825";"1.24564";"1.20917"
"2070.0";"1.50732";"1.23946";"1.23989";"1.21262"
"2080.0";"1.5066";"1.23193";"1.24399";"1.21429"
"2090.0";"1.50624";"1.23534";"1.24644";"1.20741"
"2100.0";"1.51005";"1.24367";"1.24781";"1.20697"
"2110.0";"1.50441";"1.23179";"1.24276";"1.21026"
"2120.0";"1.50168";"1.22737";"1.23698";"1.21388"
"2130.0";"1.50079";"1.2325";"1.23322";"1.2103"
"2140.0";"1.5019";"1.23471";"1.23112";"1.21294"
"2150.0";"1.5024";"1.22994";"1.24083";"1.20914"
"2160.0";"1.49858";"1.23507";"1.22838";"1.20714"
"2170.0";"1.49952";"1.22942";"1.23562";"1.20784"
"2180.0";"1.50062";"1.23583";"1.23";"1.20977"
"2190.0";"1.4981";"1.22694";"1.23547";"1.20699"
"2200.0";"1.49885";"1.2276";"1.23221";"1.21151"
"2210.0";"1.50457";"1.24283";"1.24135";"1.20079"
"2220.0";"1.49741";"1.23045";"1.23156";"1.2057"
"2230.0";"1.49711";"1.23412";"1.23358";"1.19912"
"2240.0";"1.50283";"1.23478";"1.23572";"1.2105"
"2250.0";"1.49749";"1.22946";"1.23496";"1.20342"
"2260.0";"1.50102";"1.22848";"1.23624";"1.21188"
"2270.0";"1.49939";"1.23302";"1.22933";"1.21028"
"2280.0";"1.50282";"1.23654";"1.23096";"1.21351"
"2290.0";"1.50311";"1.24348";"1.23117";"1.20692"
"2300.0";"1.49388";"1.22993";"1.22616";"1.20297"
"2310.0";"1.5053";"1.23654";"1.23755";"1.21296"
"2320.0";"1.50642";"1.2441";"1.23121";"1.21447"
"2330.0";"1.50779";"1.24057";"1.24136";"1.21114"
"2340.0";"1.50155";"1.23999";"1.2269";"1.21096"
"2350.0";"1.50097";"1.23784";"1.23128";"1.20726"
"2360.0";"1.50706";"1.24024";"1.23971";"1.21137"
"2370.0";"1.50226";"1.23125";"1.24257";"1.20565"
"2380.0";"1.49773";"1.22666";"1.23045";"1.21148"
"2390.0";"1.50107";"1.23573";"1.23106";"1.2099"
"2400.0";"1.49888";"1.23255";"1.23233";"1.20642"
"2410.0";"1.5007";"1.22989";"1.23799";"1.20785"
"2420.0";"1.49627";"1.23373";"1.22588";"1.20531"
"2430.0";"1.49834";"1.23494";"1.22751";"1.20754"
"2440.0";"1.50018";"1.23619";"1.23253";"1.20575"
"2450.0";"1.50268";"1.23363";"1.24027";"1.20664"
"2460.0";"1.50485";"1.23166";"1.24227";"1.21199"
"2470.0";"1.50508";"1.23641";"1.23533";"1.2148"
"2480.0";"1.5054";"1.23414";"1.23852";"1.21467"
"2490.0";"1.50079";"1.23498";"1.23069";"1.21037"
"2500.0";"1.4985";"1.23746";"1.22885";"1.20399"
"2510.0";"1.50168";"1.24051";"1.23754";"1.19988"
"2520.0";"1.50409";"1.23442";"1.24024";"1.20936"
"2530.0";"1.50364";"1.2398";"1.2313";"1.21188"
"2540.0";"1.50725";"1.24203";"1.23944";"1.21028"
"2550.0";"1.50369";"1.23833";"1.23888";"1.20577"
"2560.0";"1.50772";"1.23572";"1.24615";"1.21101"
"2570.0";"1.50529";"1.23883";"1.24053";"1.20755"
"2580.0";"1.51141";"1.23591";"1.24933";"1.21672"
"2590.0";"1.50894";"1.24003";"1.24566";"1.21014"
"2600.0";"1.50837";"1.23317";"1.24706";"1.21429"
"2610.0";"1.50196";"1.23337";"1.23593";"1.20955"
"2620.0";"1.50011";"1.22934";"1.23595";"1.20906"
"2630.0";"1.50816";"1.23834";"1.23795";"1.21783"
"2640.0";"1.51085";"1.2354";"1.24909";"1.2161"
"2650.0";"1.51275";"1.22685";"1.25497";"1.22341"
"2660.0";"1.50751";"1.23099";"1.25065";"1.21067"
"2670.0";"1.51146";"1.23392";"1.24995";"1.21822"
"2680.0";"1.50968";"1.23775";"1.24577";"1.21422"
"2690.0";"1.50456";"1.22713";"1.24181";"1.21632"
"2700.0";"1.50965";"1.23452";"1.24637";"1.21678"
"2710.0";"1.51083";"1.23569";"1.24279";"1.22221"
"2720.0";"1.50565";"1.23365";"1.24006";"1.21421"
"2730.0";"1.50407";"1.23182";"1.2376";"1.21468"
"2740.0";"1.50515";"1.2278";"1.2425";"1.21642"
"2750.0";"1.50533";"1.23515";"1.23757";"1.21443"
"2760.0";"1.50148";"1.23824";"1.23097";"1.20845"
"2770.0";"1.50234";"1.23374";"1.23641";"1.20964"
"2780.0";"1.49853";"1.22898";"1.23551";"1.20594"
"2790.0";"1.50211";"1.23531";"1.23492";"1.20899"
"2800.0";"1.50306";"1.24258";"1.23815";"1.20056"
"2810.0";"1.50023";"1.24312";"1.22544";"1.20597"
"2820.0";"1.50003";"1.24193";"1.22944";"1.20261"
"2830.0";"1.5003";"1.23863";"1.23305";"1.20299"
"2840.0";"1.50282";"1.23098";"1.23392";"1.21617"
"2850.0";"1.50005";"1.23823";"1.23028";"1.2056"
"2860.0";"1.49745";"1.22378";"1.23338";"1.21073"
"2870.0";"1.50441";"1.24093";"1.23626";"1.20758"
"2880.0";"1.50122";"1.23797";"1.23469";"1.20427"
"2890.0";"1.5063";"1.24181";"1.23759";"1.21002"
"2900.0";"1.50045";"1.23958";"1.23029";"1.20522"
