# This .csv file was created 12.10.2024 14:30
# extracted out of file prod_mindist_neg1_mol10_55.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/2BLG/LIGAND/CAB/2blg_cab_1
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"Protein_neg1-MOL10"
"0.0";"2.034775"
"10.0";"2.034386"
"20.0";"1.638177"
"30.0";"1.684293"
"40.0";"1.760145"
"50.0";"1.578489"
"60.0";"1.492555"
"70.0";"1.447922"
"80.0";"1.455704"
"90.0";"1.576738"
"100.0";"1.808439"
"110.0";"1.804582"
"120.0";"1.790768"
"130.0";"1.918492"
"140.0";"2.175147"
"150.0";"1.857978"
"160.0";"1.876413"
"170.0";"1.913235"
"180.0";"1.79913"
"190.0";"1.779945"
"200.0";"1.730815"
"210.0";"1.505942"
"220.0";"1.794144"
"230.0";"2.083023"
"240.0";"2.028434"
"250.0";"2.011238"
"260.0";"2.547568"
"270.0";"2.387346"
"280.0";"2.443177"
"290.0";"2.598157"
"300.0";"2.53741"
"310.0";"2.496943"
"320.0";"2.346302"
"330.0";"2.199796"
"340.0";"2.497743"
"350.0";"2.423555"
"360.0";"2.454288"
"370.0";"2.506505"
"380.0";"2.410362"
"390.0";"2.226832"
"400.0";"2.520443"
"410.0";"2.311365"
"420.0";"2.290201"
"430.0";"2.406374"
"440.0";"2.413467"
"450.0";"2.646182"
"460.0";"2.987974"
"470.0";"2.710934"
"480.0";"2.66921"
"490.0";"2.669802"
"500.0";"2.948463"
"510.0";"2.689638"
"520.0";"2.543752"
"530.0";"2.558199"
"540.0";"2.499679"
"550.0";"2.312804"
"560.0";"2.029991"
"570.0";"1.774879"
"580.0";"1.832618"
"590.0";"1.830832"
"600.0";"1.935313"
"610.0";"2.135139"
"620.0";"2.026508"
"630.0";"1.981883"
"640.0";"1.896038"
"650.0";"1.689247"
"660.0";"1.603589"
"670.0";"1.842516"
"680.0";"2.025713"
"690.0";"1.926235"
"700.0";"2.08047"
"710.0";"2.20374"
"720.0";"2.0735"
"730.0";"1.93944"
"740.0";"1.827253"
"750.0";"2.019129"
"760.0";"2.052021"
"770.0";"2.094576"
"780.0";"2.292303"
"790.0";"2.144114"
"800.0";"2.367937"
"810.0";"2.230399"
"820.0";"2.434285"
"830.0";"2.573437"
"840.0";"2.305597"
"850.0";"2.400106"
"860.0";"2.591351"
"870.0";"2.544716"
"880.0";"2.379029"
"890.0";"2.263284"
"900.0";"2.438401"
"910.0";"2.421166"
"920.0";"1.957998"
"930.0";"2.47804"
"940.0";"2.106315"
"950.0";"2.065685"
"960.0";"2.235593"
"970.0";"2.131131"
"980.0";"2.192339"
"990.0";"1.946186"
"1000.0";"1.902974"
"1010.0";"1.689988"
"1020.0";"1.483571"
"1030.0";"1.549631"
"1040.0";"2.105732"
"1050.0";"2.265527"
"1060.0";"2.339628"
"1070.0";"2.39554"
"1080.0";"2.364157"
"1090.0";"2.339734"
"1100.0";"2.146919"
"1110.0";"2.316264"
"1120.0";"1.988368"
"1130.0";"1.945158"
"1140.0";"1.910403"
"1150.0";"2.007058"
"1160.0";"1.984745"
"1170.0";"2.237075"
"1180.0";"2.466123"
"1190.0";"2.468251"
"1200.0";"2.43003"
"1210.0";"2.296071"
"1220.0";"2.478535"
"1230.0";"2.457914"
"1240.0";"2.555279"
"1250.0";"2.414112"
"1260.0";"2.309471"
"1270.0";"2.432218"
"1280.0";"2.468495"
"1290.0";"2.410263"
"1300.0";"2.410393"
"1310.0";"2.404144"
"1320.0";"2.423221"
"1330.0";"2.210146"
"1340.0";"2.170885"
"1350.0";"2.247339"
"1360.0";"2.311596"
"1370.0";"2.19521"
"1380.0";"2.28946"
"1390.0";"2.174864"
"1400.0";"2.209156"
"1410.0";"1.975188"
"1420.0";"2.05386"
"1430.0";"2.100496"
"1440.0";"2.184079"
"1450.0";"2.487347"
"1460.0";"2.680622"
"1470.0";"2.958695"
"1480.0";"2.856875"
"1490.0";"3.074663"
"1500.0";"2.959168"
"1510.0";"2.785085"
"1520.0";"2.77585"
"1530.0";"2.170498"
"1540.0";"2.032157"
"1550.0";"2.314657"
"1560.0";"2.554265"
"1570.0";"2.563804"
"1580.0";"2.721578"
"1590.0";"2.862243"
"1600.0";"2.675453"
"1610.0";"2.773859"
"1620.0";"2.569412"
"1630.0";"2.499201"
"1640.0";"2.550433"
"1650.0";"2.478798"
"1660.0";"2.465296"
"1670.0";"2.691344"
"1680.0";"2.885696"
"1690.0";"2.979585"
"1700.0";"2.857032"
"1710.0";"2.710438"
"1720.0";"2.813773"
"1730.0";"2.76004"
"1740.0";"2.449785"
"1750.0";"2.232707"
"1760.0";"2.169707"
"1770.0";"2.184284"
"1780.0";"2.147135"
"1790.0";"2.062087"
"1800.0";"2.076428"
"1810.0";"2.114064"
"1820.0";"2.036689"
"1830.0";"2.094837"
"1840.0";"1.958438"
"1850.0";"2.211228"
"1860.0";"2.303392"
"1870.0";"2.285752"
"1880.0";"2.368866"
"1890.0";"2.500636"
"1900.0";"2.388802"
"1910.0";"2.488912"
"1920.0";"2.431833"
"1930.0";"2.445706"
"1940.0";"2.495965"
"1950.0";"2.562564"
"1960.0";"2.791689"
"1970.0";"2.810388"
"1980.0";"3.028503"
"1990.0";"3.138098"
"2000.0";"3.130754"
"2010.0";"2.9055"
"2020.0";"3.241458"
"2030.0";"3.199457"
"2040.0";"2.786649"
"2050.0";"2.837445"
"2060.0";"2.924851"
"2070.0";"3.004398"
"2080.0";"2.85173"
"2090.0";"2.665331"
"2100.0";"2.555766"
"2110.0";"2.806436"
"2120.0";"2.99743"
"2130.0";"2.797531"
"2140.0";"2.612227"
"2150.0";"2.304417"
"2160.0";"2.340152"
"2170.0";"2.27985"
"2180.0";"1.964548"
"2190.0";"1.992904"
"2200.0";"2.071616"
"2210.0";"2.109427"
"2220.0";"2.340903"
"2230.0";"2.357033"
"2240.0";"2.018557"
