# This .csv file was created 12.10.2024 14:28
# extracted out of file prod_center_rottrans_p2_gyration.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CLAD/6fxb_clad_2
# Original file was created by command :
"Radius of gyration (total and around axes)"
"Time (ps)";"Rg";"Rg\sX\N";"Rg\sY\N";"Rg\sZ\N"
"0.0";"1.48602";"1.19517";"1.23505";"1.20943"
"10.0";"1.48406";"1.19758";"1.23111";"1.20626"
"20.0";"1.49239";"1.2115";"1.23262";"1.21134"
"30.0";"1.48812";"1.209";"1.23352";"1.20239"
"40.0";"1.49171";"1.21027";"1.23572";"1.20774"
"50.0";"1.4844";"1.20556";"1.22553";"1.20481"
"60.0";"1.48804";"1.2086";"1.23021";"1.20598"
"70.0";"1.49038";"1.20021";"1.2391";"1.21104"
"80.0";"1.48799";"1.20625";"1.23344";"1.20491"
"90.0";"1.4904";"1.20387";"1.23549";"1.21114"
"100.0";"1.48691";"1.20085";"1.23189";"1.20922"
"110.0";"1.48445";"1.1968";"1.23135";"1.20772"
"120.0";"1.48452";"1.20344";"1.22612";"1.20663"
"130.0";"1.48832";"1.20815";"1.22923";"1.20811"
"140.0";"1.49133";"1.20963";"1.23521";"1.20797"
"150.0";"1.49";"1.21156";"1.23658";"1.20133"
"160.0";"1.48519";"1.20659";"1.22521";"1.20606"
"170.0";"1.48677";"1.20595";"1.23172";"1.20396"
"180.0";"1.49074";"1.21145";"1.23555";"1.20433"
"190.0";"1.48778";"1.20355";"1.2332";"1.20732"
"200.0";"1.49112";"1.2124";"1.23376";"1.20616"
"210.0";"1.49263";"1.21331";"1.23495";"1.20774"
"220.0";"1.48855";"1.21225";"1.23433";"1.19936"
"230.0";"1.48306";"1.20458";"1.2304";"1.19751"
"240.0";"1.48678";"1.20492";"1.23301";"1.2037"
"250.0";"1.4828";"1.20621";"1.22793";"1.19775"
"260.0";"1.48555";"1.20561";"1.2279";"1.20519"
"270.0";"1.48596";"1.2111";"1.22381";"1.20485"
"280.0";"1.48149";"1.19905";"1.22634";"1.20333"
"290.0";"1.48278";"1.20367";"1.22544";"1.20282"
"300.0";"1.48846";"1.20573";"1.23446";"1.20555"
"310.0";"1.48686";"1.20541";"1.22832";"1.2082"
"320.0";"1.48619";"1.20049";"1.23283";"1.20684"
"330.0";"1.483";"1.19962";"1.22774";"1.20504"
"340.0";"1.48615";"1.19453";"1.23293";"1.21254"
"350.0";"1.48985";"1.20037";"1.23207";"1.21671"
"360.0";"1.48377";"1.20569";"1.22503";"1.20364"
"370.0";"1.49089";"1.20666";"1.23387";"1.21123"
"380.0";"1.49109";"1.20091";"1.23709";"1.21413"
"390.0";"1.4885";"1.2009";"1.23004";"1.21496"
"400.0";"1.48707";"1.19964";"1.23012";"1.21261"
"410.0";"1.48819";"1.19634";"1.23572";"1.21292"
"420.0";"1.48778";"1.20015";"1.22906";"1.21491"
"430.0";"1.49174";"1.20155";"1.23698";"1.21522"
"440.0";"1.4848";"1.2022";"1.22778";"1.20686"
"450.0";"1.48739";"1.19594";"1.2373";"1.20974"
"460.0";"1.48844";"1.20255";"1.23";"1.2132"
"470.0";"1.48928";"1.20426";"1.23256";"1.21099"
"480.0";"1.48606";"1.19787";"1.23375";"1.20819"
"490.0";"1.48929";"1.20221";"1.23469";"1.21087"
"500.0";"1.49654";"1.20334";"1.24474";"1.21731"
"510.0";"1.48729";"1.20364";"1.22994";"1.20935"
