# This .csv file was created 12.10.2024 14:30
# extracted out of file prod_mindist_pos2_mol1_55.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CLAB/6fxb_clab_3
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"Protein_pos1-MOL1"
"0.0";"4.621939"
"10.0";"4.526356"
"20.0";"4.563708"
"30.0";"4.593462"
"40.0";"4.599833"
"50.0";"4.707051"
"60.0";"4.480757"
"70.0";"4.268419"
"80.0";"4.127686"
"90.0";"4.378592"
"100.0";"4.540522"
"110.0";"4.542815"
"120.0";"4.459777"
"130.0";"4.627416"
"140.0";"4.740729"
"150.0";"4.699145"
"160.0";"4.583503"
"170.0";"4.385518"
"180.0";"4.5169"
"190.0";"4.359783"
"200.0";"4.368594"
"210.0";"4.416185"
"220.0";"4.133643"
"230.0";"4.106092"
"240.0";"3.799435"
"250.0";"3.728459"
"260.0";"4.046912"
"270.0";"4.167077"
"280.0";"4.216026"
"290.0";"3.976172"
"300.0";"3.964994"
"310.0";"3.888515"
"320.0";"4.190711"
"330.0";"4.049191"
"340.0";"4.137737"
"350.0";"3.934838"
"360.0";"3.856084"
"370.0";"3.670736"
"380.0";"3.891936"
"390.0";"3.80986"
"400.0";"3.835945"
"410.0";"3.70074"
"420.0";"3.860806"
"430.0";"4.235583"
"440.0";"4.18121"
"450.0";"3.851902"
"460.0";"3.779415"
"470.0";"3.680944"
"480.0";"3.820399"
"490.0";"3.728207"
"500.0";"3.579896"
"510.0";"3.71611"
"520.0";"3.791559"
"530.0";"3.595191"
"540.0";"3.479018"
"550.0";"3.511103"
"560.0";"3.607202"
"570.0";"3.731462"
"580.0";"3.655105"
"590.0";"3.508383"
"600.0";"3.479191"
"610.0";"3.361025"
"620.0";"3.053334"
"630.0";"2.997739"
"640.0";"3.181565"
"650.0";"3.148755"
"660.0";"3.206179"
"670.0";"3.216857"
"680.0";"3.287199"
"690.0";"3.625947"
"700.0";"3.665313"
"710.0";"3.528603"
"720.0";"3.659569"
"730.0";"3.68742"
"740.0";"3.703093"
"750.0";"4.046593"
"760.0";"4.182723"
"770.0";"3.969793"
"780.0";"3.818967"
"790.0";"3.523929"
"800.0";"3.458461"
"810.0";"3.629239"
"820.0";"3.664165"
"830.0";"3.674442"
"840.0";"3.849856"
"850.0";"3.922393"
"860.0";"4.148916"
"870.0";"4.046228"
"880.0";"3.986703"
"890.0";"3.935626"
"900.0";"3.817467"
"910.0";"3.852398"
"920.0";"3.842269"
"930.0";"3.981476"
"940.0";"4.166377"
"950.0";"4.228129"
"960.0";"4.023011"
"970.0";"4.13584"
"980.0";"4.266031"
"990.0";"4.428236"
"1000.0";"4.412487"
"1010.0";"4.503184"
"1020.0";"4.423384"
"1030.0";"4.299028"
"1040.0";"4.244321"
"1050.0";"4.312492"
"1060.0";"4.159232"
"1070.0";"4.040195"
"1080.0";"3.818553"
"1090.0";"3.572943"
"1100.0";"3.818364"
"1110.0";"4.01774"
"1120.0";"3.75554"
"1130.0";"3.842657"
"1140.0";"4.049686"
"1150.0";"3.862412"
"1160.0";"3.764405"
"1170.0";"3.997942"
"1180.0";"4.146462"
"1190.0";"3.985681"
"1200.0";"4.113081"
"1210.0";"4.334259"
"1220.0";"4.412523"
"1230.0";"4.294576"
"1240.0";"4.274784"
"1250.0";"3.906645"
