# This .csv file was created 12.10.2024 14:27
# extracted out of file prod_mindist_mol15_inner_dimer_area.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CLAD/6fxb_clad_1
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"MOL15-inner_dimer_area"
"0.0";"2.105685"
"10.0";"1.992194"
"20.0";"2.062199"
"30.0";"2.129358"
"40.0";"2.007201"
"50.0";"2.014573"
"60.0";"1.967898"
"70.0";"2.102654"
"80.0";"2.067888"
"90.0";"2.073052"
"100.0";"2.103595"
"110.0";"2.103796"
"120.0";"2.015442"
"130.0";"2.089681"
"140.0";"2.08991"
"150.0";"2.064217"
"160.0";"2.059546"
"170.0";"2.149047"
"180.0";"1.995669"
"190.0";"1.971815"
"200.0";"1.960182"
"210.0";"2.159259"
"220.0";"2.129057"
"230.0";"2.00491"
"240.0";"2.080594"
"250.0";"1.94386"
"260.0";"1.98209"
"270.0";"1.95929"
"280.0";"2.090816"
"290.0";"1.816814"
"300.0";"1.998106"
"310.0";"1.775434"
"320.0";"1.776159"
"330.0";"1.793463"
"340.0";"1.74829"
"350.0";"1.833369"
"360.0";"1.89092"
"370.0";"1.797789"
"380.0";"1.713804"
"390.0";"1.746066"
"400.0";"1.805381"
"410.0";"1.761491"
"420.0";"2.000333"
"430.0";"2.021299"
"440.0";"1.91105"
"450.0";"1.913278"
"460.0";"1.929712"
"470.0";"1.944411"
"480.0";"1.869246"
"490.0";"1.962895"
"500.0";"1.92914"
"510.0";"1.867619"
"520.0";"1.929267"
"530.0";"1.89835"
"540.0";"1.857258"
"550.0";"1.810915"
"560.0";"1.87304"
"570.0";"1.849219"
"580.0";"1.728129"
"590.0";"1.835382"
"600.0";"1.827914"
"610.0";"1.670603"
"620.0";"1.659414"
"630.0";"1.632426"
"640.0";"1.485851"
"650.0";"1.625391"
"660.0";"1.760537"
"670.0";"1.617413"
"680.0";"1.705875"
"690.0";"1.72008"
"700.0";"1.722132"
"710.0";"1.749248"
"720.0";"1.729833"
"730.0";"1.763177"
"740.0";"1.748865"
"750.0";"1.717269"
"760.0";"1.677244"
"770.0";"1.692961"
"780.0";"1.727244"
"790.0";"1.646003"
"800.0";"1.752413"
