# This .csv file was created 12.10.2024 14:33
# extracted out of file prod_mindist_pos2_mol18_55.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CAD/6fxb_cad_3
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"Protein_pos1-MOL18"
"0.0";"3.659197"
"10.0";"3.768668"
"20.0";"3.927155"
"30.0";"3.950232"
"40.0";"3.973496"
"50.0";"4.13057"
"60.0";"3.98863"
"70.0";"4.030318"
"80.0";"3.824085"
"90.0";"4.035276"
"100.0";"3.881298"
"110.0";"4.028175"
"120.0";"3.773636"
"130.0";"3.926015"
"140.0";"3.935234"
"150.0";"3.664818"
"160.0";"3.432"
"170.0";"3.258873"
"180.0";"3.18314"
"190.0";"3.040588"
"200.0";"3.079414"
"210.0";"3.145661"
"220.0";"3.01741"
"230.0";"3.100213"
"240.0";"2.804333"
"250.0";"2.878612"
"260.0";"2.935607"
"270.0";"3.201765"
"280.0";"3.074795"
"290.0";"3.030445"
"300.0";"2.975372"
"310.0";"2.866138"
"320.0";"2.832936"
"330.0";"2.501577"
"340.0";"2.583477"
"350.0";"2.428914"
"360.0";"2.648556"
"370.0";"2.832726"
"380.0";"2.669858"
"390.0";"2.640323"
"400.0";"2.827421"
"410.0";"2.721985"
"420.0";"2.529591"
"430.0";"2.643029"
"440.0";"2.325346"
"450.0";"2.39327"
"460.0";"2.360671"
"470.0";"2.176676"
"480.0";"2.443683"
"490.0";"2.529627"
"500.0";"2.658652"
"510.0";"2.661266"
"520.0";"2.42735"
"530.0";"2.301629"
"540.0";"2.252062"
"550.0";"2.250297"
"560.0";"2.304106"
"570.0";"2.149826"
"580.0";"1.873662"
"590.0";"2.020956"
"600.0";"2.1425"
"610.0";"2.022674"
"620.0";"2.223689"
"630.0";"1.931977"
"640.0";"1.984415"
"650.0";"1.969673"
"660.0";"1.721975"
"670.0";"1.931619"
"680.0";"2.041702"
"690.0";"2.010831"
"700.0";"1.963724"
"710.0";"2.008442"
"720.0";"1.943912"
"730.0";"2.075612"
"740.0";"2.229216"
"750.0";"2.453465"
"760.0";"2.73381"
"770.0";"2.675514"
"780.0";"2.644225"
"790.0";"2.784111"
"800.0";"2.548299"
"810.0";"2.710511"
"820.0";"2.665836"
"830.0";"2.70013"
"840.0";"2.525089"
"850.0";"2.678384"
"860.0";"2.641017"
"870.0";"2.71477"
"880.0";"2.652047"
"890.0";"2.526972"
"900.0";"2.596929"
"910.0";"2.468494"
"920.0";"2.393181"
"930.0";"2.570285"
"940.0";"2.632205"
"950.0";"2.671313"
"960.0";"2.807114"
"970.0";"2.560438"
"980.0";"2.638661"
"990.0";"2.690188"
"1000.0";"2.702895"
"1010.0";"2.664279"
"1020.0";"2.632084"
"1030.0";"2.636107"
"1040.0";"2.720654"
"1050.0";"2.851043"
"1060.0";"2.915916"
"1070.0";"3.040215"
"1080.0";"3.257101"
"1090.0";"3.192983"
"1100.0";"3.279655"
"1110.0";"3.105194"
"1120.0";"3.24807"
"1130.0";"3.085363"
"1140.0";"2.99472"
"1150.0";"3.051129"
"1160.0";"2.827644"
"1170.0";"2.922215"
"1180.0";"2.879028"
"1190.0";"2.898248"
"1200.0";"3.097646"
"1210.0";"3.22272"
"1220.0";"3.157123"
"1230.0";"3.225641"
"1240.0";"3.145318"
"1250.0";"3.081242"
"1260.0";"3.092734"
"1270.0";"3.266493"
"1280.0";"3.379664"
"1290.0";"3.671005"
"1300.0";"3.670931"
"1310.0";"3.553886"
"1320.0";"3.551832"
"1330.0";"3.286822"
"1340.0";"3.499509"
"1350.0";"3.617265"
"1360.0";"3.429198"
"1370.0";"3.423588"
"1380.0";"3.222609"
"1390.0";"3.285087"
"1400.0";"3.40387"
"1410.0";"3.317326"
"1420.0";"3.241949"
"1430.0";"3.155672"
"1440.0";"3.007091"
"1450.0";"3.101904"
"1460.0";"3.040363"
"1470.0";"3.142419"
"1480.0";"3.325241"
"1490.0";"3.621223"
"1500.0";"3.585073"
"1510.0";"3.735576"
"1520.0";"3.831329"
"1530.0";"3.934332"
"1540.0";"4.002332"
"1550.0";"3.868499"
"1560.0";"4.020143"
"1570.0";"3.791123"
"1580.0";"3.622892"
"1590.0";"3.452432"
"1600.0";"3.522775"
"1610.0";"3.396687"
"1620.0";"3.130314"
"1630.0";"3.109203"
"1640.0";"3.194283"
"1650.0";"3.274461"
"1660.0";"3.370037"
"1670.0";"3.398877"
"1680.0";"3.522417"
"1690.0";"3.489856"
"1700.0";"3.340764"
"1710.0";"3.238678"
"1720.0";"3.344863"
"1730.0";"3.408784"
"1740.0";"3.391139"
"1750.0";"3.176513"
"1760.0";"3.081665"
"1770.0";"3.257343"
"1780.0";"3.254408"
"1790.0";"3.338372"
"1800.0";"3.336055"
"1810.0";"3.172956"
"1820.0";"3.171436"
"1830.0";"3.188361"
"1840.0";"3.209722"
"1850.0";"3.299846"
"1860.0";"3.17112"
"1870.0";"3.242307"
"1880.0";"3.411858"
"1890.0";"3.167953"
"1900.0";"3.20645"
"1910.0";"3.205158"
"1920.0";"3.165798"
"1930.0";"3.345488"
"1940.0";"3.318468"
"1950.0";"3.331049"
"1960.0";"3.470977"
"1970.0";"3.376751"
"1980.0";"3.270375"
"1990.0";"3.223081"
"2000.0";"3.356664"
"2010.0";"3.060978"
"2020.0";"2.994458"
"2030.0";"2.917427"
"2040.0";"2.937267"
"2050.0";"2.935163"
"2060.0";"2.874855"
"2070.0";"2.959093"
"2080.0";"2.98663"
"2090.0";"2.985363"
"2100.0";"2.913202"
"2110.0";"2.98858"
"2120.0";"3.14077"
"2130.0";"3.182768"
"2140.0";"3.230742"
"2150.0";"3.264021"
"2160.0";"3.296209"
"2170.0";"3.12787"
"2180.0";"3.117173"
"2190.0";"3.211054"
"2200.0";"3.168473"
"2210.0";"3.577033"
"2220.0";"3.405691"
"2230.0";"3.645701"
"2240.0";"3.438123"
"2250.0";"3.465004"
"2260.0";"3.70537"
"2270.0";"3.872718"
"2280.0";"3.949387"
"2290.0";"3.641102"
"2300.0";"3.79989"
"2310.0";"3.923932"
"2320.0";"3.913634"
"2330.0";"3.907648"
"2340.0";"3.751056"
"2350.0";"3.347193"
"2360.0";"3.406109"
"2370.0";"3.137678"
"2380.0";"3.287727"
"2390.0";"3.026315"
"2400.0";"2.85107"
"2410.0";"2.968468"
"2420.0";"2.788045"
"2430.0";"2.463654"
"2440.0";"2.321501"
"2450.0";"2.400681"
