# This .csv file was created 12.10.2024 14:27
# extracted out of file ie_prod_mol.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CLAD/6fxb_clad_1
# Original file was created by command :
"GROMACS Energies"
"Time (ps)";"Coul-SR:Protein-MOL";"LJ-SR:Protein-MOL"
"0.0";"-475.998566";"-66.862556"
"10.0";"-423.088562";"-61.768227"
"20.0";"-339.974182";"-95.213951"
"30.0";"-415.292023";"-48.391991"
"40.0";"-359.595886";"-77.364639"
"50.0";"-331.639526";"-79.268295"
"60.0";"-292.576294";"-111.387253"
"70.0";"-456.315674";"-65.425003"
"80.0";"-451.704529";"-69.512421"
"90.0";"-417.534698";"-87.972084"
"100.0";"-579.019043";"-45.629883"
"110.0";"-458.817566";"-83.199837"
"120.0";"-392.753784";"-73.210922"
"130.0";"-368.035187";"-83.349457"
"140.0";"-408.601257";"-103.072884"
"150.0";"-408.762421";"-130.367081"
"160.0";"-376.308868";"-118.793159"
"170.0";"-264.513336";"-107.877617"
"180.0";"-244.974457";"-130.355362"
"190.0";"-456.580475";"-113.66655"
"200.0";"-334.051208";"-121.407784"
"210.0";"-480.345001";"-111.071777"
"220.0";"-361.235962";"-95.435051"
"230.0";"-375.319489";"-114.500244"
"240.0";"-360.463074";"-127.459137"
"250.0";"-435.978302";"-130.85614"
"260.0";"-460.591644";"-109.93734"
"270.0";"-497.526367";"-116.507927"
"280.0";"-458.772705";"-116.141922"
"290.0";"-442.41568";"-145.560226"
"300.0";"-381.057861";"-174.968246"
"310.0";"-477.000854";"-149.659439"
"320.0";"-555.370972";"-168.687714"
"330.0";"-546.514343";"-156.183273"
"340.0";"-525.190552";"-137.791443"
"350.0";"-535.549316";"-137.449524"
"360.0";"-694.795471";"-155.63942"
"370.0";"-647.814453";"-128.672104"
"380.0";"-621.975403";"-182.04718"
"390.0";"-629.372803";"-165.682373"
"400.0";"-624.345215";"-133.392944"
"410.0";"-608.202576";"-138.919128"
"420.0";"-494.27124";"-159.737274"
"430.0";"-538.635925";"-136.054779"
"440.0";"-478.401306";"-172.883331"
"450.0";"-504.545258";"-160.872604"
"460.0";"-432.141571";"-133.325958"
"470.0";"-443.819855";"-162.27269"
"480.0";"-424.803101";"-162.181808"
"490.0";"-420.734802";"-178.476929"
"500.0";"-542.217896";"-155.35228"
"510.0";"-469.155701";"-190.571335"
"520.0";"-490.611023";"-156.750488"
"530.0";"-483.552002";"-190.999084"
"540.0";"-363.384613";"-199.621246"
"550.0";"-403.042206";"-215.029739"
"560.0";"-524.098083";"-173.749146"
"570.0";"-610.422607";"-142.098816"
"580.0";"-704.610291";"-157.473511"
"590.0";"-600.177368";"-170.305344"
"600.0";"-633.351868";"-140.97644"
"610.0";"-608.782043";"-185.196533"
"620.0";"-636.201599";"-175.301926"
"630.0";"-701.460693";"-174.930527"
"640.0";"-639.673462";"-147.198959"
"650.0";"-651.413208";"-131.473389"
"660.0";"-578.119446";"-144.076263"
"670.0";"-575.650391";"-144.239624"
"680.0";"-517.801147";"-178.414032"
"690.0";"-554.332581";"-174.152008"
"700.0";"-363.140198";"-181.737091"
"710.0";"-549.121887";"-164.390884"
"720.0";"-626.428894";"-151.183365"
"730.0";"-492.659332";"-185.235016"
"740.0";"-519.525879";"-191.034164"
