# This .csv file was created 12.10.2024 14:36
# extracted out of file prod_mindist_mol3_55.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CA/6fxb_ca_2
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"Protein-MOL3"
"0.0";"4.856771"
"10.0";"4.980847"
"20.0";"5.033538"
"30.0";"4.869112"
"40.0";"4.787762"
"50.0";"4.990206"
"60.0";"4.771638"
"70.0";"4.471578"
"80.0";"4.382872"
"90.0";"4.601837"
"100.0";"4.518331"
"110.0";"4.464875"
"120.0";"4.191236"
"130.0";"3.913266"
"140.0";"3.963773"
"150.0";"3.969578"
"160.0";"4.398696"
"170.0";"4.199459"
"180.0";"4.230845"
"190.0";"4.618097"
"200.0";"4.581503"
"210.0";"4.654977"
"220.0";"4.739321"
"230.0";"4.475577"
"240.0";"4.580964"
"250.0";"4.419469"
"260.0";"4.534707"
"270.0";"4.368711"
"280.0";"4.568102"
"290.0";"4.496925"
"300.0";"4.20693"
"310.0";"3.982038"
"320.0";"4.351941"
"330.0";"4.19668"
"340.0";"4.560266"
"350.0";"4.692307"
"360.0";"4.788102"
"370.0";"4.445745"
"380.0";"4.557841"
"390.0";"4.527045"
"400.0";"4.220213"
"410.0";"4.151321"
"420.0";"4.318095"
"430.0";"4.432713"
"440.0";"4.300773"
"450.0";"4.685828"
"460.0";"4.613822"
"470.0";"4.510954"
"480.0";"4.556647"
"490.0";"4.470219"
"500.0";"4.077196"
"510.0";"3.917932"
"520.0";"3.631399"
"530.0";"3.710515"
"540.0";"3.970367"
"550.0";"3.865328"
"560.0";"4.025281"
"570.0";"3.811241"
"580.0";"3.785811"
"590.0";"3.886175"
"600.0";"3.933243"
"610.0";"3.707893"
"620.0";"3.556441"
"630.0";"3.10144"
"640.0";"2.88181"
"650.0";"2.746327"
"660.0";"3.134227"
"670.0";"2.889262"
"680.0";"2.657507"
"690.0";"2.945672"
"700.0";"2.834969"
"710.0";"3.272189"
"720.0";"3.463156"
"730.0";"3.430418"
"740.0";"3.564641"
"750.0";"3.424726"
"760.0";"3.626357"
"770.0";"3.660381"
"780.0";"3.712136"
"790.0";"3.712876"
"800.0";"3.516472"
"810.0";"3.319868"
"820.0";"3.282885"
"830.0";"3.358992"
"840.0";"3.139833"
"850.0";"3.247961"
"860.0";"3.022306"
"870.0";"3.235766"
"880.0";"3.196514"
"890.0";"3.241054"
"900.0";"3.589663"
"910.0";"3.798592"
"920.0";"3.492813"
"930.0";"3.836416"
"940.0";"3.810498"
"950.0";"3.526214"
"960.0";"3.78391"
"970.0";"4.012163"
"980.0";"3.839298"
"990.0";"3.975858"
"1000.0";"4.108361"
"1010.0";"4.061006"
"1020.0";"3.875969"
"1030.0";"3.818162"
"1040.0";"4.120148"
"1050.0";"3.956465"
"1060.0";"3.712361"
"1070.0";"3.47011"
"1080.0";"3.477937"
"1090.0";"3.526447"
"1100.0";"3.428788"
"1110.0";"3.373559"
"1120.0";"3.653168"
"1130.0";"3.612526"
"1140.0";"3.508631"
"1150.0";"3.41042"
"1160.0";"3.261037"
"1170.0";"3.337823"
"1180.0";"3.544538"
"1190.0";"3.251346"
"1200.0";"3.263165"
"1210.0";"3.379394"
"1220.0";"3.595333"
"1230.0";"3.639972"
"1240.0";"3.263227"
"1250.0";"3.182708"
"1260.0";"3.158152"
"1270.0";"3.0296"
"1280.0";"3.36426"
"1290.0";"3.739715"
"1300.0";"3.673196"
"1310.0";"3.642441"
"1320.0";"3.558377"
"1330.0";"3.55811"
"1340.0";"3.368214"
"1350.0";"3.37893"
"1360.0";"3.219309"
"1370.0";"3.078209"
"1380.0";"3.234728"
"1390.0";"2.966812"
"1400.0";"2.91779"
"1410.0";"2.680145"
"1420.0";"2.988365"
"1430.0";"3.226023"
"1440.0";"3.323266"
"1450.0";"3.027153"
"1460.0";"2.997398"
"1470.0";"2.980573"
"1480.0";"3.359682"
"1490.0";"2.974404"
"1500.0";"2.627445"
"1510.0";"2.755908"
"1520.0";"2.675221"
"1530.0";"2.472496"
"1540.0";"2.380783"
"1550.0";"2.445779"
"1560.0";"2.762451"
"1570.0";"3.038804"
"1580.0";"2.975671"
"1590.0";"3.086519"
"1600.0";"2.784389"
"1610.0";"2.821511"
"1620.0";"2.565737"
"1630.0";"2.676199"
"1640.0";"2.715968"
"1650.0";"2.870887"
"1660.0";"2.999469"
"1670.0";"2.800051"
"1680.0";"2.745196"
"1690.0";"2.741896"
"1700.0";"2.714901"
"1710.0";"2.35124"
"1720.0";"2.284287"
"1730.0";"2.320377"
"1740.0";"2.211531"
"1750.0";"2.323382"
"1760.0";"2.220425"
"1770.0";"2.160588"
"1780.0";"2.179943"
"1790.0";"2.206375"
"1800.0";"2.209481"
"1810.0";"1.975882"
"1820.0";"2.368366"
"1830.0";"2.535794"
"1840.0";"2.144062"
"1850.0";"1.967644"
"1860.0";"1.621705"
"1870.0";"1.322176"
"1880.0";"1.255695"
"1890.0";"1.562689"
"1900.0";"1.626191"
"1910.0";"1.607466"
"1920.0";"1.91244"
"1930.0";"1.874556"
"1940.0";"2.036564"
"1950.0";"2.085498"
"1960.0";"1.976883"
"1970.0";"2.007401"
"1980.0";"2.0948"
"1990.0";"1.854626"
"2000.0";"1.799123"
"2010.0";"1.771071"
"2020.0";"1.566512"
"2030.0";"1.787077"
"2040.0";"1.741559"
"2050.0";"1.646538"
"2060.0";"1.539602"
"2070.0";"1.248428"
"2080.0";"1.238312"
"2090.0";"1.134362"
"2100.0";"0.7456429"
"2110.0";"0.8492222"
"2120.0";"1.099306"
"2130.0";"1.470476"
"2140.0";"1.351048"
"2150.0";"1.026127"
"2160.0";"1.102473"
"2170.0";"1.279655"
"2180.0";"1.210914"
"2190.0";"1.459689"
"2200.0";"1.698874"
"2210.0";"1.522958"
"2220.0";"1.681845"
"2230.0";"1.58062"
"2240.0";"1.678379"
"2250.0";"2.107948"
"2260.0";"2.29862"
"2270.0";"2.406507"
"2280.0";"2.465634"
"2290.0";"2.608154"
"2300.0";"2.55766"
"2310.0";"2.603241"
"2320.0";"2.863561"
"2330.0";"2.700459"
"2340.0";"2.761549"
"2350.0";"3.041641"
"2360.0";"3.164818"
"2370.0";"3.127934"
"2380.0";"2.744636"
"2390.0";"2.558303"
"2400.0";"2.78351"
"2410.0";"2.674464"
"2420.0";"2.839128"
"2430.0";"2.658985"
"2440.0";"2.858105"
"2450.0";"2.989024"
"2460.0";"3.02787"
"2470.0";"2.632904"
"2480.0";"2.722949"
"2490.0";"2.810698"
"2500.0";"2.752085"
"2510.0";"2.988839"
"2520.0";"3.047009"
"2530.0";"3.071731"
"2540.0";"3.127116"
"2550.0";"3.347453"
"2560.0";"3.499602"
"2570.0";"3.500654"
"2580.0";"3.270654"
"2590.0";"3.162242"
"2600.0";"3.226147"
"2610.0";"3.292353"
"2620.0";"3.295141"
"2630.0";"3.532637"
"2640.0";"3.563378"
"2650.0";"3.668992"
"2660.0";"3.838438"
"2670.0";"3.71976"
"2680.0";"3.764518"
"2690.0";"3.665068"
"2700.0";"3.60995"
"2710.0";"3.875166"
"2720.0";"3.723182"
"2730.0";"3.666348"
"2740.0";"3.692418"
"2750.0";"3.808469"
"2760.0";"3.678518"
"2770.0";"3.695188"
"2780.0";"3.394881"
"2790.0";"3.632899"
"2800.0";"3.396217"
"2810.0";"3.691551"
"2820.0";"3.722674"
"2830.0";"3.804255"
"2840.0";"3.924324"
"2850.0";"3.873848"
"2860.0";"3.722628"
"2870.0";"3.547016"
"2880.0";"3.735832"
"2890.0";"4.147271"
"2900.0";"4.00071"
"2910.0";"3.718153"
"2920.0";"3.866023"
"2930.0";"3.970303"
"2940.0";"4.067996"
"2950.0";"3.904049"
"2960.0";"3.978506"
"2970.0";"3.783643"
"2980.0";"3.419222"
"2990.0";"3.184692"
"3000.0";"3.38367"
"3010.0";"3.737274"
"3020.0";"3.953719"
"3030.0";"3.530325"
"3040.0";"3.565862"
"3050.0";"3.644991"
"3060.0";"3.365043"
"3070.0";"3.338963"
"3080.0";"3.167774"
"3090.0";"3.018194"
"3100.0";"3.178071"
"3110.0";"3.435347"
"3120.0";"3.653228"
"3130.0";"3.576866"
"3140.0";"3.39288"
"3150.0";"3.493361"
"3160.0";"3.508995"
"3170.0";"3.368944"
"3180.0";"3.478885"
"3190.0";"3.534649"
"3200.0";"3.493442"
"3210.0";"3.283167"
"3220.0";"3.245468"
"3230.0";"3.262001"
"3240.0";"3.734759"
"3250.0";"3.627711"
"3260.0";"3.721327"
"3270.0";"3.639306"
"3280.0";"3.643621"
"3290.0";"3.740968"
"3300.0";"3.86119"
"3310.0";"3.759305"
"3320.0";"3.595634"
"3330.0";"3.592399"
"3340.0";"3.622142"
"3350.0";"3.712477"
"3360.0";"3.651164"
"3370.0";"3.382427"
"3380.0";"3.564034"
"3390.0";"3.505737"
"3400.0";"3.412123"
"3410.0";"3.098258"
"3420.0";"3.072876"
"3430.0";"3.028043"
"3440.0";"3.302039"
"3450.0";"3.40765"
"3460.0";"3.764005"
"3470.0";"3.512421"
"3480.0";"3.708406"
"3490.0";"3.420918"
"3500.0";"3.773597"
"3510.0";"3.584983"
"3520.0";"3.820409"
"3530.0";"3.65942"
"3540.0";"3.333489"
"3550.0";"3.41443"
"3560.0";"3.620015"
"3570.0";"3.622949"
"3580.0";"3.807652"
"3590.0";"3.81487"
"3600.0";"3.950057"
"3610.0";"4.226034"
"3620.0";"4.146656"
"3630.0";"4.206753"
"3640.0";"4.07788"
"3650.0";"4.221241"
"3660.0";"4.184231"
"3670.0";"4.082092"
"3680.0";"3.593685"
"3690.0";"3.859296"
"3700.0";"3.559144"
"3710.0";"3.566015"
"3720.0";"3.59415"
"3730.0";"3.716288"
"3740.0";"4.038903"
"3750.0";"3.874373"
"3760.0";"3.937506"
"3770.0";"3.896596"
"3780.0";"3.9538"
"3790.0";"3.58089"
"3800.0";"3.727301"
"3810.0";"3.785477"
"3820.0";"3.687933"
"3830.0";"3.602761"
"3840.0";"3.865117"
"3850.0";"3.683067"
"3860.0";"3.588192"
"3870.0";"3.871823"
"3880.0";"4.069464"
"3890.0";"3.737849"
"3900.0";"3.799461"
"3910.0";"3.849144"
"3920.0";"3.879079"
"3930.0";"4.024298"
"3940.0";"3.739416"
"3950.0";"3.679849"
"3960.0";"3.379499"
"3970.0";"3.528904"
"3980.0";"3.072769"
"3990.0";"2.986619"
"4000.0";"2.797491"
"4010.0";"2.466553"
"4020.0";"2.055591"
"4030.0";"2.222854"
"4040.0";"2.286904"
"4050.0";"2.446765"
"4060.0";"2.607888"
"4070.0";"2.34021"
"4080.0";"2.387507"
"4090.0";"2.250636"
"4100.0";"2.204037"
"4110.0";"2.372547"
"4120.0";"2.551095"
"4130.0";"2.720989"
"4140.0";"2.44634"
"4150.0";"2.370315"
"4160.0";"2.600002"
"4170.0";"2.733309"
"4180.0";"2.664868"
"4190.0";"2.377209"
"4200.0";"2.752805"
"4210.0";"2.628039"
"4220.0";"2.616849"
"4230.0";"2.726546"
"4240.0";"2.713952"
"4250.0";"2.622238"
"4260.0";"2.695994"
"4270.0";"2.782658"
"4280.0";"2.600143"
"4290.0";"2.82129"
"4300.0";"2.300291"
"4310.0";"2.202265"
"4320.0";"2.197878"
"4330.0";"2.51675"
"4340.0";"2.30222"
"4350.0";"2.246585"
"4360.0";"2.074852"
"4370.0";"1.996357"
"4380.0";"1.906205"
"4390.0";"1.833798"
"4400.0";"1.94508"
"4410.0";"1.67624"
"4420.0";"1.467074"
"4430.0";"1.317237"
"4440.0";"1.517571"
"4450.0";"1.379083"
"4460.0";"1.159836"
"4470.0";"1.249703"
"4480.0";"1.380382"
"4490.0";"1.600421"
"4500.0";"1.744153"
"4510.0";"1.856889"
"4520.0";"1.4465"
"4530.0";"1.649513"
"4540.0";"1.681863"
"4550.0";"1.571904"
"4560.0";"1.228368"
"4570.0";"1.828756"
"4580.0";"1.760591"
"4590.0";"1.52066"
"4600.0";"1.572754"
"4610.0";"1.385418"
"4620.0";"1.098061"
"4630.0";"1.33754"
"4640.0";"1.11148"
"4650.0";"1.017853"
"4660.0";"0.9846019"
"4670.0";"0.7950783"
"4680.0";"0.8191555"
"4690.0";"0.6052139"
"4700.0";"0.6001049"
"4710.0";"0.7815349"
"4720.0";"0.6940214"
"4730.0";"0.838136"
"4740.0";"0.8455735"
"4750.0";"0.5606751"
"4760.0";"0.7688156"
"4770.0";"0.7585765"
"4780.0";"0.6308485"
"4790.0";"0.8299514"
"4800.0";"0.7880468"
"4810.0";"0.8612042"
"4820.0";"0.7199237"
"4830.0";"0.6180145"
"4840.0";"0.4438938"
"4850.0";"0.2231907"
"4860.0";"0.2567607"
"4870.0";"0.2349017"
"4880.0";"0.2241628"
"4890.0";"0.2328286"
"4900.0";"0.2313543"
"4910.0";"0.2305409"
"4920.0";"0.2055575"
"4930.0";"0.1961302"
"4940.0";"0.2341814"
"4950.0";"0.2534285"
"4960.0";"0.1785973"
"4970.0";"0.2348894"
"4980.0";"0.2156987"
"4990.0";"0.3142366"
"5000.0";"0.2596188"
"5010.0";"0.2435095"
"5020.0";"0.2547175"
"5030.0";"0.2229555"
"5040.0";"0.2479476"
"5050.0";"0.1925855"
"5060.0";"0.2390414"
"5070.0";"0.195798"
"5080.0";"0.2306385"
"5090.0";"0.2180711"
"5100.0";"0.2150469"
"5110.0";"0.212464"
"5120.0";"0.1774512"
"5130.0";"0.1886422"
"5140.0";"0.1829647"
"5150.0";"0.1864859"
"5160.0";"0.1863761"
"5170.0";"0.183864"
"5180.0";"0.1747169"
"5190.0";"0.2008009"
"5200.0";"0.1807241"
"5210.0";"0.1895285"
"5220.0";"0.178676"
"5230.0";"0.2298197"
"5240.0";"0.1762102"
"5250.0";"0.1781797"
"5260.0";"0.173026"
"5270.0";"0.1754994"
"5280.0";"0.1965022"
"5290.0";"0.1809146"
"5300.0";"0.1866282"
"5310.0";"0.1699974"
"5320.0";"0.2008307"
"5330.0";"0.1861531"
"5340.0";"0.1667605"
"5350.0";"0.2062665"
"5360.0";"0.2056428"
"5370.0";"0.1827919"
"5380.0";"0.1922108"
"5390.0";"0.1948178"
"5400.0";"0.2046951"
"5410.0";"0.1871126"
"5420.0";"0.1710934"
"5430.0";"0.1866362"
"5440.0";"0.2201045"
"5450.0";"0.21836"
"5460.0";"0.1841851"
"5470.0";"0.1794911"
"5480.0";"0.1665951"
"5490.0";"0.1972257"
"5500.0";"0.1828277"
"5510.0";"0.1867297"
"5520.0";"0.2056552"
"5530.0";"0.174823"
"5540.0";"0.2133986"
"5550.0";"0.1865367"
"5560.0";"0.1670482"
"5570.0";"0.2294406"
"5580.0";"0.1740261"
"5590.0";"0.2167994"
"5600.0";"0.2143202"
"5610.0";"0.1810329"
"5620.0";"0.170211"
"5630.0";"0.1679585"
"5640.0";"0.1690026"
