# This .csv file was created 12.10.2024 14:28
# extracted out of file prod_mindist_pos2_mol2_55.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CLAD/6fxb_clad_2
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"Protein_pos1-MOL2"
"0.0";"5.743735"
"10.0";"5.876219"
"20.0";"5.859631"
"30.0";"5.894554"
"40.0";"5.969136"
"50.0";"6.182998"
"60.0";"6.021708"
"70.0";"5.936754"
"80.0";"5.874802"
"90.0";"5.863732"
"100.0";"5.783497"
"110.0";"5.753187"
"120.0";"5.753963"
"130.0";"5.80902"
"140.0";"5.789686"
"150.0";"5.688295"
"160.0";"5.748968"
"170.0";"5.606288"
"180.0";"5.681702"
"190.0";"5.768977"
"200.0";"5.854946"
"210.0";"5.933452"
"220.0";"5.759467"
"230.0";"5.96829"
"240.0";"6.033586"
"250.0";"5.967982"
"260.0";"6.067217"
"270.0";"6.054761"
"280.0";"6.020425"
"290.0";"5.564986"
"300.0";"5.4818"
"310.0";"5.681232"
"320.0";"5.826342"
"330.0";"5.816141"
"340.0";"5.810203"
"350.0";"5.740783"
"360.0";"5.51757"
"370.0";"5.749194"
"380.0";"5.864242"
"390.0";"6.032403"
"400.0";"5.770176"
"410.0";"5.681063"
"420.0";"5.831732"
"430.0";"5.809256"
"440.0";"5.93511"
"450.0";"5.838249"
"460.0";"6.089253"
"470.0";"6.121683"
"480.0";"6.033131"
"490.0";"6.043169"
"500.0";"5.896193"
"510.0";"5.744345"
"520.0";"5.774813"
"530.0";"5.68047"
"540.0";"5.560324"
"550.0";"5.439621"
"560.0";"5.230111"
"570.0";"5.089334"
"580.0";"5.212478"
"590.0";"5.068347"
"600.0";"5.106892"
"610.0";"5.252884"
"620.0";"4.930902"
"630.0";"5.047421"
"640.0";"5.129902"
"650.0";"5.24284"
"660.0";"5.389263"
"670.0";"5.368269"
"680.0";"5.461593"
"690.0";"5.450514"
"700.0";"5.467758"
"710.0";"5.417465"
"720.0";"5.378306"
"730.0";"5.223898"
"740.0";"5.220129"
"750.0";"5.106319"
"760.0";"5.129436"
"770.0";"5.091197"
"780.0";"5.21747"
"790.0";"5.20556"
"800.0";"5.138194"
"810.0";"4.972298"
"820.0";"4.938319"
"830.0";"5.082928"
"840.0";"4.874819"
"850.0";"4.853559"
"860.0";"4.838728"
"870.0";"4.701443"
"880.0";"4.63169"
"890.0";"4.428675"
"900.0";"4.36164"
"910.0";"4.580641"
"920.0";"4.46256"
"930.0";"4.56801"
"940.0";"4.544178"
"950.0";"4.753018"
"960.0";"4.496354"
"970.0";"4.487568"
"980.0";"4.503542"
"990.0";"4.619272"
"1000.0";"4.685745"
"1010.0";"4.468822"
"1020.0";"4.446405"
"1030.0";"4.661644"
"1040.0";"4.741223"
"1050.0";"4.703463"
"1060.0";"4.603209"
"1070.0";"4.665944"
"1080.0";"4.695932"
"1090.0";"4.845513"
"1100.0";"4.890041"
"1110.0";"4.772133"
"1120.0";"5.043775"
"1130.0";"5.285306"
"1140.0";"5.119227"
"1150.0";"5.156214"
