# This .csv file was created 12.10.2024 14:27
# extracted out of file prod_mindist_neg1_mol8_55.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CLAD/6fxb_clad_1
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"Protein_neg1-MOL8"
"0.0";"2.55432"
"10.0";"2.433657"
"20.0";"2.354796"
"30.0";"2.239116"
"40.0";"2.227273"
"50.0";"2.350201"
"60.0";"2.353219"
"70.0";"2.356484"
"80.0";"2.393968"
"90.0";"2.507835"
"100.0";"2.526309"
"110.0";"2.662858"
"120.0";"2.678994"
"130.0";"2.865237"
"140.0";"2.921089"
"150.0";"3.097728"
"160.0";"3.143571"
"170.0";"3.112222"
"180.0";"3.129852"
"190.0";"2.804258"
"200.0";"2.816496"
"210.0";"3.020549"
"220.0";"3.079795"
"230.0";"3.309634"
"240.0";"3.146018"
"250.0";"3.117346"
"260.0";"3.249077"
"270.0";"3.109186"
"280.0";"2.80749"
"290.0";"2.838717"
"300.0";"2.983291"
"310.0";"2.875418"
"320.0";"3.101371"
"330.0";"3.064074"
"340.0";"3.196024"
"350.0";"3.297564"
"360.0";"3.276353"
"370.0";"3.238351"
"380.0";"3.109609"
"390.0";"3.023868"
"400.0";"3.104074"
"410.0";"3.249644"
"420.0";"3.222067"
"430.0";"3.254217"
"440.0";"3.575036"
"450.0";"3.475506"
"460.0";"3.341502"
"470.0";"3.337083"
"480.0";"3.54285"
"490.0";"3.251273"
"500.0";"3.523362"
"510.0";"3.339643"
"520.0";"3.233671"
"530.0";"3.101104"
"540.0";"3.308586"
"550.0";"3.456392"
"560.0";"3.459534"
"570.0";"3.480696"
"580.0";"3.338229"
"590.0";"3.518501"
"600.0";"3.534734"
"610.0";"3.309602"
"620.0";"3.399813"
"630.0";"3.425938"
"640.0";"3.39437"
"650.0";"3.399405"
"660.0";"3.048806"
"670.0";"3.172631"
"680.0";"3.100947"
"690.0";"3.147299"
"700.0";"3.255365"
"710.0";"3.257692"
"720.0";"3.496558"
"730.0";"3.67482"
"740.0";"3.670172"
"750.0";"3.435808"
"760.0";"3.633992"
"770.0";"3.553604"
"780.0";"3.591897"
"790.0";"3.582073"
"800.0";"3.308331"
"810.0";"3.295396"
"820.0";"3.172092"
"830.0";"3.113379"
"840.0";"2.9547"
"850.0";"2.977264"
"860.0";"3.040253"
"870.0";"3.014998"
"880.0";"3.23111"
"890.0";"3.397872"
"900.0";"3.37706"
"910.0";"3.301799"
"920.0";"3.356966"
"930.0";"3.47097"
"940.0";"3.52811"
"950.0";"3.586146"
"960.0";"3.466206"
"970.0";"3.703067"
"980.0";"3.804982"
"990.0";"4.024611"
"1000.0";"3.945658"
"1010.0";"4.050075"
"1020.0";"3.878909"
"1030.0";"3.968602"
"1040.0";"4.008763"
"1050.0";"4.192262"
"1060.0";"3.980107"
"1070.0";"3.842504"
"1080.0";"3.873452"
"1090.0";"3.861542"
"1100.0";"3.800537"
"1110.0";"3.787842"
"1120.0";"3.757347"
"1130.0";"3.824222"
"1140.0";"3.780442"
"1150.0";"3.561293"
"1160.0";"3.480651"
"1170.0";"3.379998"
"1180.0";"3.401076"
"1190.0";"3.424744"
"1200.0";"3.62311"
"1210.0";"3.876279"
"1220.0";"4.001197"
"1230.0";"4.050044"
"1240.0";"3.995038"
"1250.0";"4.063212"
"1260.0";"4.069726"
"1270.0";"4.063159"
"1280.0";"4.019024"
"1290.0";"3.95325"
"1300.0";"3.941951"
"1310.0";"3.808138"
"1320.0";"3.744401"
"1330.0";"3.527957"
"1340.0";"3.604419"
"1350.0";"3.414624"
"1360.0";"3.67982"
"1370.0";"3.881431"
"1380.0";"3.970593"
"1390.0";"3.789951"
"1400.0";"3.778108"
"1410.0";"3.749462"
"1420.0";"3.609467"
"1430.0";"3.782285"
"1440.0";"3.824806"
"1450.0";"3.851796"
"1460.0";"3.559002"
"1470.0";"3.693431"
"1480.0";"4.021233"
"1490.0";"4.035121"
"1500.0";"4.023466"
"1510.0";"3.774282"
"1520.0";"3.734442"
"1530.0";"3.691351"
"1540.0";"3.989649"
"1550.0";"4.077194"
"1560.0";"4.123835"
"1570.0";"4.185013"
"1580.0";"4.036504"
"1590.0";"3.882349"
"1600.0";"3.945343"
"1610.0";"3.793707"
"1620.0";"3.854884"
"1630.0";"3.593614"
"1640.0";"3.548669"
"1650.0";"3.595301"
"1660.0";"3.453323"
"1670.0";"3.517154"
"1680.0";"3.576179"
"1690.0";"3.660552"
"1700.0";"3.872378"
"1710.0";"3.969341"
"1720.0";"3.961979"
"1730.0";"4.239341"
"1740.0";"4.182076"
"1750.0";"4.063712"
"1760.0";"4.006117"
"1770.0";"3.940456"
"1780.0";"3.743882"
"1790.0";"3.769404"
"1800.0";"3.817982"
"1810.0";"3.952446"
"1820.0";"3.945183"
"1830.0";"3.927954"
"1840.0";"4.278708"
"1850.0";"4.190606"
"1860.0";"4.409584"
"1870.0";"4.338546"
"1880.0";"4.305235"
"1890.0";"4.368856"
"1900.0";"4.473194"
"1910.0";"4.351365"
"1920.0";"4.721859"
"1930.0";"4.611557"
"1940.0";"4.644519"
"1950.0";"4.722123"
"1960.0";"4.552785"
"1970.0";"4.434174"
"1980.0";"4.45215"
"1990.0";"4.471312"
"2000.0";"4.529526"
"2010.0";"4.503597"
"2020.0";"4.530047"
"2030.0";"4.746412"
"2040.0";"4.993727"
"2050.0";"4.926629"
"2060.0";"4.651755"
"2070.0";"4.68794"
"2080.0";"4.546573"
"2090.0";"4.712993"
"2100.0";"4.830044"
"2110.0";"4.892251"
"2120.0";"4.922342"
"2130.0";"4.929372"
"2140.0";"4.773959"
"2150.0";"4.70121"
"2160.0";"4.577782"
"2170.0";"4.833503"
"2180.0";"4.794436"
"2190.0";"4.862741"
"2200.0";"4.837948"
"2210.0";"5.021032"
"2220.0";"5.097514"
"2230.0";"4.934196"
"2240.0";"5.202943"
"2250.0";"5.058871"
"2260.0";"4.949171"
"2270.0";"5.116661"
"2280.0";"5.041624"
"2290.0";"5.044955"
"2300.0";"5.000794"
"2310.0";"4.814804"
"2320.0";"4.731895"
"2330.0";"4.486037"
"2340.0";"4.573324"
"2350.0";"4.422749"
"2360.0";"4.438143"
"2370.0";"3.998491"
"2380.0";"4.126906"
"2390.0";"4.11582"
"2400.0";"4.109889"
"2410.0";"4.343641"
"2420.0";"4.608093"
"2430.0";"4.656301"
