# This .csv file was created 12.10.2024 14:33
# extracted out of file prod_center_rottrans_gyration.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CAD/6fxb_cad_3
# Original file was created by command :
"Radius of gyration (total and around axes)"
"Time (ps)";"Rg";"Rg\sX\N";"Rg\sY\N";"Rg\sZ\N"
"0.0";"2.14174";"1.96073";"1.95846";"1.2223"
"10.0";"2.15339";"1.97225";"1.97396";"1.2198"
"20.0";"2.14569";"1.96669";"1.96094";"1.22263"
"30.0";"2.15314";"1.97374";"1.96886";"1.22474"
"40.0";"2.14535";"1.96343";"1.96335";"1.22279"
"50.0";"2.1539";"1.97417";"1.97155";"1.22237"
"60.0";"2.16192";"1.98498";"1.9801";"1.21935"
"70.0";"2.16601";"1.9846";"1.98122";"1.23262"
"80.0";"2.15844";"1.98038";"1.97146";"1.2285"
"90.0";"2.145";"1.9643";"1.96023";"1.22518"
"100.0";"2.15482";"1.97717";"1.9687";"1.22535"
"110.0";"2.16404";"1.98608";"1.98176";"1.22238"
"120.0";"2.15449";"1.97312";"1.96876";"1.23062"
"130.0";"2.16179";"1.98513";"1.97976";"1.21922"
"140.0";"2.1625";"1.98579";"1.98063";"1.21926"
"150.0";"2.15908";"1.98157";"1.97707";"1.21976"
"160.0";"2.16191";"1.98232";"1.98202";"1.22056"
"170.0";"2.15665";"1.97724";"1.97345";"1.22403"
"180.0";"2.15158";"1.97448";"1.96488";"1.22442"
"190.0";"2.1483";"1.96927";"1.96546";"1.22038"
"200.0";"2.14547";"1.96858";"1.95994";"1.2204"
"210.0";"2.15712";"1.97897";"1.97572";"1.21924"
"220.0";"2.14851";"1.96756";"1.96836";"1.21921"
"230.0";"2.16187";"1.98327";"1.98119";"1.2202"
"240.0";"2.1591";"1.97936";"1.9778";"1.22222"
"250.0";"2.14723";"1.96598";"1.96466";"1.2232"
"260.0";"2.15098";"1.97067";"1.9686";"1.2225"
"270.0";"2.14627";"1.9677";"1.95923";"1.22576"
"280.0";"2.14438";"1.96252";"1.96105";"1.22455"
"290.0";"2.15214";"1.97607";"1.96845";"1.21809"
"300.0";"2.13647";"1.95552";"1.94893";"1.22743"
"310.0";"2.1513";"1.97061";"1.96732";"1.2258"
"320.0";"2.15212";"1.97579";"1.96822";"1.21886"
"330.0";"2.1438";"1.96124";"1.9606";"1.22527"
"340.0";"2.13907";"1.9582";"1.9529";"1.22592"
"350.0";"2.14545";"1.96553";"1.96002";"1.22512"
"360.0";"2.14652";"1.96628";"1.9597";"1.22816"
"370.0";"2.14397";"1.96288";"1.95647";"1.22984"
"380.0";"2.14831";"1.97014";"1.9639";"1.22152"
"390.0";"2.15457";"1.97372";"1.9717";"1.2252"
"400.0";"2.15086";"1.96971";"1.96699";"1.22621"
"410.0";"2.15766";"1.98101";"1.97546";"1.21825"
"420.0";"2.16162";"1.98379";"1.9798";"1.22074"
"430.0";"2.16182";"1.98606";"1.97852";"1.21982"
"440.0";"2.15362";"1.9757";"1.96913";"1.22284"
"450.0";"2.15743";"1.98082";"1.97352";"1.2209"
"460.0";"2.16019";"1.98286";"1.97717";"1.22143"
"470.0";"2.16593";"1.98657";"1.98331";"1.22577"
"480.0";"2.16197";"1.98427";"1.98041";"1.22021"
"490.0";"2.15381";"1.97543";"1.96611";"1.22875"
"500.0";"2.14651";"1.96463";"1.95947";"1.23117"
"510.0";"2.14982";"1.96796";"1.96446";"1.22943"
"520.0";"2.16013";"1.98248";"1.97644";"1.22304"
"530.0";"2.14877";"1.96931";"1.9648";"1.22302"
"540.0";"2.15404";"1.97505";"1.97078";"1.22269"
"550.0";"2.14835";"1.9675";"1.96549";"1.22338"
"560.0";"2.15025";"1.9682";"1.96674";"1.22692"
"570.0";"2.15269";"1.97391";"1.97173";"1.21825"
"580.0";"2.15962";"1.98046";"1.98082";"1.21739"
"590.0";"2.17469";"2.00014";"1.99516";"1.21545"
"600.0";"2.16095";"1.98129";"1.98";"1.22209"
"610.0";"2.14751";"1.96905";"1.96283";"1.22218"
"620.0";"2.16064";"1.98168";"1.97894";"1.2221"
