# This .csv file was created 12.10.2024 14:31
# extracted out of file prod_mindist_mol10_55.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CLA/6fxb_cla_2
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"Protein-MOL10"
"0.0";"4.83357"
"10.0";"4.706729"
"20.0";"4.813374"
"30.0";"4.764296"
"40.0";"4.809891"
"50.0";"4.72485"
"60.0";"4.752742"
"70.0";"4.757085"
"80.0";"5.009363"
"90.0";"4.72044"
"100.0";"4.701451"
"110.0";"4.840059"
"120.0";"5.152797"
"130.0";"4.903785"
"140.0";"5.020059"
"150.0";"5.103808"
"160.0";"5.120597"
"170.0";"5.078425"
"180.0";"4.900223"
"190.0";"4.84812"
"200.0";"4.968666"
"210.0";"4.682161"
"220.0";"4.726332"
"230.0";"4.466603"
"240.0";"4.456785"
"250.0";"4.665509"
"260.0";"4.628098"
"270.0";"4.620054"
"280.0";"4.661997"
"290.0";"4.626682"
"300.0";"4.740716"
"310.0";"4.759887"
"320.0";"4.928879"
"330.0";"5.088957"
"340.0";"5.334806"
"350.0";"5.577905"
"360.0";"5.454502"
"370.0";"5.275627"
"380.0";"5.082564"
"390.0";"5.34648"
"400.0";"5.326002"
"410.0";"5.370946"
"420.0";"5.339092"
"430.0";"5.416757"
"440.0";"5.415341"
"450.0";"5.379126"
"460.0";"5.330721"
"470.0";"5.461601"
"480.0";"5.510308"
"490.0";"5.657568"
"500.0";"5.759143"
"510.0";"5.498059"
"520.0";"5.322805"
"530.0";"5.355759"
"540.0";"5.351335"
"550.0";"5.433388"
"560.0";"5.362357"
"570.0";"5.384177"
"580.0";"5.241551"
"590.0";"5.139202"
"600.0";"5.180932"
"610.0";"5.284593"
"620.0";"5.421168"
"630.0";"5.356628"
"640.0";"5.309431"
"650.0";"5.119199"
"660.0";"5.228492"
"670.0";"5.174695"
"680.0";"5.203804"
"690.0";"5.213165"
"700.0";"5.268361"
"710.0";"5.366771"
"720.0";"5.449284"
"730.0";"5.226122"
"740.0";"5.240427"
"750.0";"5.077002"
"760.0";"4.843274"
"770.0";"4.961176"
"780.0";"5.059011"
"790.0";"5.016062"
"800.0";"4.992988"
"810.0";"5.197004"
"820.0";"5.364691"
"830.0";"5.578792"
"840.0";"5.277165"
"850.0";"5.42847"
"860.0";"5.430115"
"870.0";"5.330695"
"880.0";"5.573755"
"890.0";"5.475104"
"900.0";"5.239271"
"910.0";"5.308369"
"920.0";"5.641306"
