# This .csv file was created 12.10.2024 14:35
# extracted out of file prod_mindist_mol_dimerarea.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CA/6fxb_ca_1
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"outer_dimerarea-MOL"
"69020.0";"0.6764979"
"69030.0";"0.6346462"
"69040.0";"0.66659"
"69050.0";"0.6835043"
"69060.0";"0.6661811"
"69070.0";"0.712927"
"69080.0";"0.6844254"
"69090.0";"0.6690088"
"69100.0";"0.6609267"
"69110.0";"0.6543847"
"69120.0";"0.667215"
"69130.0";"0.646655"
"69140.0";"0.6434549"
"69150.0";"0.6523628"
"69160.0";"0.6551274"
"69170.0";"0.6301277"
"69180.0";"0.7400777"
"69190.0";"0.6357129"
"69200.0";"0.6569486"
"69210.0";"0.7303017"
"69220.0";"0.6935803"
"69230.0";"0.6828972"
"69240.0";"0.7581221"
"69250.0";"0.6309873"
"69260.0";"0.6680122"
"69270.0";"0.6475813"
"69280.0";"0.6940534"
"69290.0";"0.6972981"
"69300.0";"0.6726938"
"69310.0";"0.6764997"
"69320.0";"0.6543706"
"69330.0";"0.6845175"
"69340.0";"0.6471134"
"69350.0";"0.6791683"
"69360.0";"0.652106"
"69370.0";"0.6824681"
"69380.0";"0.6611906"
"69390.0";"0.6991686"
"69400.0";"0.7339332"
"69410.0";"0.692044"
"69420.0";"0.7425595"
"69430.0";"0.7637308"
"69440.0";"0.7478168"
"69450.0";"0.7154045"
"69460.0";"0.6928878"
"69470.0";"0.6030624"
"69480.0";"0.6065413"
"69490.0";"0.6427261"
"69500.0";"0.6150358"
"69510.0";"0.6437739"
"69520.0";"0.6662303"
"69530.0";"0.7203256"
"69540.0";"0.6925406"
"69550.0";"0.7355036"
"69560.0";"0.7154328"
"69570.0";"0.6550152"
"69580.0";"0.7782424"
"69590.0";"0.6551911"
"69600.0";"0.602918"
"69610.0";"0.6441682"
"69620.0";"0.6697552"
"69630.0";"0.6429026"
"69640.0";"0.634572"
"69650.0";"0.6685776"
"69660.0";"0.6356336"
"69670.0";"0.6740146"
"69680.0";"0.6557673"
"69690.0";"0.6138648"
"69700.0";"0.6481274"
"69710.0";"0.6578493"
"69720.0";"0.6848631"
"69730.0";"0.6918007"
"69740.0";"0.6512719"
"69750.0";"0.6504667"
"69760.0";"0.7944173"
"69770.0";"0.703212"
"69780.0";"0.7220909"
"69790.0";"0.6622456"
"69800.0";"0.7195176"
"69810.0";"0.697814"
"69820.0";"0.7131418"
"69830.0";"0.683872"
"69840.0";"0.6707107"
"69850.0";"0.7115972"
"69860.0";"0.6433382"
"69870.0";"0.6403664"
"69880.0";"0.684189"
"69890.0";"0.6713337"
"69900.0";"0.6308413"
"69910.0";"0.6756604"
"69920.0";"0.6400427"
"69930.0";"0.6611733"
"69940.0";"0.6405529"
"69950.0";"0.7235416"
"69960.0";"0.6930236"
"69970.0";"0.7774845"
"69980.0";"0.6601778"
"69990.0";"0.6346255"
"70000.0";"0.6501713"
"70010.0";"0.6724349"
"70020.0";"0.7058743"
"70030.0";"0.6367766"
"70040.0";"0.6914802"
"70050.0";"0.7053972"
"70060.0";"0.6736787"
"70070.0";"0.7019953"
"70080.0";"0.6655091"
"70090.0";"0.6537284"
"70100.0";"0.6527779"
"70110.0";"0.7043077"
"70120.0";"0.7084088"
"70130.0";"0.6819398"
"70140.0";"0.6554346"
"70150.0";"0.704643"
"70160.0";"0.710249"
"70170.0";"0.6635109"
"70180.0";"0.6877505"
"70190.0";"0.6223678"
"70200.0";"0.6373898"
"70210.0";"0.6537241"
"70220.0";"0.7524471"
"70230.0";"0.7283385"
"70240.0";"0.64678"
"70250.0";"0.6624367"
"70260.0";"0.6521165"
"70270.0";"0.6940138"
"70280.0";"0.7085249"
"70290.0";"0.6497585"
"70300.0";"0.6867594"
"70310.0";"0.7073219"
"70320.0";"0.6741577"
"70330.0";"0.6442811"
"70340.0";"0.6478857"
"70350.0";"0.6570582"
"70360.0";"0.6240655"
"70370.0";"0.6358768"
"70380.0";"0.7031454"
"70390.0";"0.702903"
"70400.0";"0.6694813"
"70410.0";"0.7318659"
"70420.0";"0.7548913"
"70430.0";"0.7054483"
"70440.0";"0.7313622"
"70450.0";"0.6343235"
"70460.0";"0.7112626"
"70470.0";"0.6574104"
"70480.0";"0.6786678"
"70490.0";"0.688164"
"70500.0";"0.7962016"
"70510.0";"0.7090091"
"70520.0";"0.697655"
"70530.0";"0.7022498"
"70540.0";"0.6396521"
"70550.0";"0.6616122"
"70560.0";"0.6621027"
"70570.0";"0.6347194"
"70580.0";"0.6889941"
"70590.0";"0.5765889"
"70600.0";"0.6495199"
"70610.0";"0.6495789"
"70620.0";"0.5315745"
"70630.0";"0.6000423"
"70640.0";"0.5684808"
"70650.0";"0.5974023"
"70660.0";"0.6239115"
"70670.0";"0.5902793"
"70680.0";"0.6545436"
"70690.0";"0.5862585"
"70700.0";"0.6285071"
"70710.0";"0.677225"
"70720.0";"0.6764091"
"70730.0";"0.6579495"
"70740.0";"0.6259816"
"70750.0";"0.7738256"
"70760.0";"0.6496428"
"70770.0";"0.6038218"
"70780.0";"0.5998413"
"70790.0";"0.6639102"
"70800.0";"0.6781129"
"70810.0";"0.6705606"
"70820.0";"0.5635693"
"70830.0";"0.656763"
"70840.0";"0.7330282"
"70850.0";"0.6547284"
"70860.0";"0.7365907"
"70870.0";"0.6533897"
"70880.0";"0.6658696"
"70890.0";"0.6498655"
"70900.0";"0.6219367"
"70910.0";"0.6441695"
"70920.0";"0.6560005"
"70930.0";"0.698777"
"70940.0";"0.6540956"
"70950.0";"0.7069352"
"70960.0";"0.6418626"
"70970.0";"0.638619"
"70980.0";"0.7403247"
"70990.0";"0.6071737"
"71000.0";"0.6600177"
"71010.0";"0.6485318"
"71020.0";"0.6317452"
"71030.0";"0.7450439"
"71040.0";"0.6968747"
"71050.0";"0.6742978"
"71060.0";"0.6417269"
"71070.0";"0.6526358"
"71080.0";"0.6616989"
"71090.0";"0.7109132"
"71100.0";"0.689239"
"71110.0";"0.7070258"
"71120.0";"0.682344"
"71130.0";"0.799178"
"71140.0";"0.7338046"
"71150.0";"0.634654"
"71160.0";"0.7403008"
"71170.0";"0.7268878"
"71180.0";"0.6978662"
"71190.0";"0.6510497"
"71200.0";"0.716459"
"71210.0";"0.7472491"
"71220.0";"0.7659728"
"71230.0";"0.669992"
"71240.0";"0.6530486"
"71250.0";"0.6687947"
"71260.0";"0.6395571"
"71270.0";"0.670724"
"71280.0";"0.7343603"
"71290.0";"0.67814"
"71300.0";"0.7021092"
"71310.0";"0.6815729"
"71320.0";"0.6411933"
"71330.0";"0.7263351"
"71340.0";"0.8171635"
"71350.0";"0.8675945"
"71360.0";"0.7897812"
"71370.0";"0.8587553"
"71380.0";"0.9055876"
"71390.0";"0.7700993"
"71400.0";"0.6649876"
"71410.0";"0.6775088"
"71420.0";"0.6567737"
"71430.0";"0.6985229"
"71440.0";"0.7804363"
"71450.0";"0.6957778"
"71460.0";"0.7003388"
"71470.0";"0.7172024"
"71480.0";"0.6472033"
"71490.0";"0.7196926"
"71500.0";"0.7080029"
"71510.0";"0.6470343"
"71520.0";"0.6514416"
"71530.0";"0.6865932"
"71540.0";"0.6575934"
"71550.0";"0.6483852"
"71560.0";"0.6769387"
"71570.0";"0.6948988"
"71580.0";"0.6432586"
"71590.0";"0.7312163"
"71600.0";"0.6678127"
"71610.0";"0.7336248"
"71620.0";"0.6536426"
"71630.0";"0.7099926"
"71640.0";"0.6249935"
"71650.0";"0.7042913"
"71660.0";"0.6495759"
"71670.0";"0.6904969"
"71680.0";"0.629365"
"71690.0";"0.7584677"
"71700.0";"0.6539536"
"71710.0";"0.6430253"
"71720.0";"0.7207559"
"71730.0";"0.6604916"
"71740.0";"0.6020734"
"71750.0";"0.6300485"
"71760.0";"0.7140475"
"71770.0";"0.6872633"
"71780.0";"0.6110985"
"71790.0";"0.6603147"
"71800.0";"0.6221988"
"71810.0";"0.6999444"
"71820.0";"0.6382369"
"71830.0";"0.6860497"
"71840.0";"0.6249074"
"71850.0";"0.6540378"
"71860.0";"0.7297852"
"71870.0";"0.6538936"
"71880.0";"0.6565781"
"71890.0";"0.592297"
"71900.0";"0.636399"
"71910.0";"0.6205981"
"71920.0";"0.6724542"
"71930.0";"0.6609155"
"71940.0";"0.6966725"
"71950.0";"0.6614929"
"71960.0";"0.6264189"
"71970.0";"0.685196"
"71980.0";"0.6442434"
"71990.0";"0.7226624"
"72000.0";"0.5684949"
"72010.0";"0.6231933"
"72020.0";"0.594943"
"72030.0";"0.5060163"
"72040.0";"0.6294442"
"72050.0";"0.6480753"
"72060.0";"0.6157598"
"72070.0";"0.6411654"
"72080.0";"0.6351734"
"72090.0";"0.5911351"
"72100.0";"0.6178775"
"72110.0";"0.6092365"
"72120.0";"0.6534781"
"72130.0";"0.6580943"
"72140.0";"0.6628108"
"72150.0";"0.6863071"
"72160.0";"0.6280138"
"72170.0";"0.6335174"
"72180.0";"0.7230886"
"72190.0";"0.6587695"
"72200.0";"0.5678319"
"72210.0";"0.6643263"
"72220.0";"0.6435112"
"72230.0";"0.7375603"
"72240.0";"0.6890399"
"72250.0";"0.7391274"
"72260.0";"0.5603448"
"72270.0";"0.6687938"
"72280.0";"0.6787766"
"72290.0";"0.5728825"
"72300.0";"0.6248054"
"72310.0";"0.6692352"
"72320.0";"0.6002582"
"72330.0";"0.6856393"
"72340.0";"0.6278943"
"72350.0";"0.6367631"
"72360.0";"0.634401"
"72370.0";"0.5392346"
"72380.0";"0.6381038"
"72390.0";"0.589645"
"72400.0";"0.6532888"
"72410.0";"0.6997684"
"72420.0";"0.7111144"
"72430.0";"0.6534151"
"72440.0";"0.6335504"
"72450.0";"0.6153737"
"72460.0";"0.6519915"
"72470.0";"0.6460972"
"72480.0";"0.6633526"
"72490.0";"0.6721995"
"72500.0";"0.7134595"
"72510.0";"0.6919001"
"72520.0";"0.6483011"
"72530.0";"0.5998097"
"72540.0";"0.7235717"
"72550.0";"0.5979841"
"72560.0";"0.6838397"
"72570.0";"0.6916742"
"72580.0";"0.771379"
"72590.0";"0.6973987"
"72600.0";"0.6986911"
"72610.0";"0.7019691"
"72620.0";"0.7703528"
"72630.0";"0.676765"
"72640.0";"0.6770898"
"72650.0";"0.6097282"
"72660.0";"0.6225287"
"72670.0";"0.6738435"
"72680.0";"0.6132563"
"72690.0";"0.6202031"
"72700.0";"0.6362881"
"72710.0";"0.6922455"
"72720.0";"0.6537315"
"72730.0";"0.7392066"
"72740.0";"0.7003865"
"72750.0";"0.7438583"
"72760.0";"0.677283"
"72770.0";"0.803032"
"72780.0";"0.6991082"
"72790.0";"0.769026"
"72800.0";"0.7186694"
"72810.0";"0.8671454"
"72820.0";"0.7146199"
"72830.0";"0.7525784"
"72840.0";"0.6865431"
"72850.0";"0.7202286"
"72860.0";"0.7914273"
"72870.0";"0.8010174"
"72880.0";"0.7387616"
"72890.0";"0.673562"
"72900.0";"0.6936603"
"72910.0";"0.7390113"
"72920.0";"0.7483106"
"72930.0";"0.7213724"
"72940.0";"0.7665976"
"72950.0";"0.7101901"
"72960.0";"0.7294442"
"72970.0";"0.7376512"
"72980.0";"0.7119677"
"72990.0";"0.7780214"
"73000.0";"0.739807"
"73010.0";"0.786368"
"73020.0";"0.7365898"
"73030.0";"0.7353773"
"73040.0";"0.7233969"
"73050.0";"0.7646617"
"73060.0";"0.7317744"
"73070.0";"0.7158563"
"73080.0";"0.7969866"
"73090.0";"0.7510813"
"73100.0";"0.7197699"
"73110.0";"0.7327389"
"73120.0";"0.7679537"
"73130.0";"0.7395739"
"73140.0";"0.764941"
"73150.0";"0.7095857"
"73160.0";"0.7371948"
"73170.0";"0.7185886"
"73180.0";"0.7866181"
"73190.0";"0.7841163"
"73200.0";"0.8160483"
"73210.0";"0.7777128"
"73220.0";"0.70236"
"73230.0";"0.6990057"
"73240.0";"0.7297632"
"73250.0";"0.7504481"
"73260.0";"0.6985093"
"73270.0";"0.8053393"
"73280.0";"0.5818366"
"73290.0";"0.6275302"
"73300.0";"0.7218934"
"73310.0";"0.6930488"
"73320.0";"0.7063919"
"73330.0";"0.665713"
"73340.0";"0.626787"
"73350.0";"0.7380719"
"73360.0";"0.6522202"
"73370.0";"0.7722521"
"73380.0";"0.7064626"
"73390.0";"0.7045747"
"73400.0";"0.7377034"
"73410.0";"0.7360734"
"73420.0";"0.7042459"
"73430.0";"0.7272751"
"73440.0";"0.7249422"
"73450.0";"0.8032622"
"73460.0";"0.7729292"
"73470.0";"0.7189459"
"73480.0";"0.6641647"
"73490.0";"0.7620528"
"73500.0";"0.7499353"
"73510.0";"0.7679545"
"73520.0";"0.6675788"
"73530.0";"0.646472"
"73540.0";"0.6114231"
"73550.0";"0.7674259"
"73560.0";"0.6847311"
"73570.0";"0.7107801"
"73580.0";"0.656269"
"73590.0";"0.7337586"
"73600.0";"0.6623437"
"73610.0";"0.6975665"
"73620.0";"0.7155123"
"73630.0";"0.65865"
"73640.0";"0.6725191"
"73650.0";"0.6812229"
"73660.0";"0.7296274"
"73670.0";"0.5985485"
"73680.0";"0.7802121"
"73690.0";"0.6809187"
"73700.0";"0.6620762"
"73710.0";"0.646955"
"73720.0";"0.6869359"
"73730.0";"0.6539928"
"73740.0";"0.6380409"
"73750.0";"0.6602201"
"73760.0";"0.6861215"
"73770.0";"0.6435753"
"73780.0";"0.7038231"
"73790.0";"0.6106371"
"73800.0";"0.7406626"
"73810.0";"0.6263132"
"73820.0";"0.6174643"
"73830.0";"0.6702207"
"73840.0";"0.6854528"
"73850.0";"0.7204576"
"73860.0";"0.5912947"
"73870.0";"0.5781385"
"73880.0";"0.6079891"
"73890.0";"0.6581534"
"73900.0";"0.6239809"
"73910.0";"0.6846059"
"73920.0";"0.7161805"
"73930.0";"0.8164868"
"73940.0";"0.5965453"
"73950.0";"0.6729784"
"73960.0";"0.6645164"
"73970.0";"0.6972328"
"73980.0";"0.7172349"
"73990.0";"0.7573022"
"74000.0";"0.6858287"
"74010.0";"0.5218756"
"74020.0";"0.7040405"
"74030.0";"0.6940852"
"74040.0";"0.6080972"
"74050.0";"0.706661"
"74060.0";"0.5456693"
"74070.0";"0.7934584"
"74080.0";"0.7496914"
"74090.0";"0.7533087"
"74100.0";"0.8566509"
"74110.0";"0.737339"
"74120.0";"0.7326428"
"74130.0";"0.7103037"
"74140.0";"0.7384073"
"74150.0";"0.7272918"
"74160.0";"0.7126154"
"74170.0";"0.6828322"
"74180.0";"0.680025"
"74190.0";"0.7365544"
"74200.0";"0.7541127"
"74210.0";"0.7482624"
"74220.0";"0.6606147"
"74230.0";"0.6421415"
"74240.0";"0.6657465"
"74250.0";"0.6465604"
"74260.0";"0.6261455"
"74270.0";"0.6982328"
"74280.0";"0.7049165"
"74290.0";"0.727707"
"74300.0";"0.7436223"
"74310.0";"0.6946641"
"74320.0";"0.7319323"
"74330.0";"0.756369"
"74340.0";"0.7929262"
"74350.0";"0.68885"
"74360.0";"0.7588845"
"74370.0";"0.7057432"
"74380.0";"0.7339889"
"74390.0";"0.6946333"
"74400.0";"0.79818"
"74410.0";"0.6678072"
"74420.0";"0.6843902"
"74430.0";"0.7003121"
"74440.0";"0.723595"
"74450.0";"0.8043917"
"74460.0";"0.7222944"
"74470.0";"0.7851561"
"74480.0";"0.7257567"
"74490.0";"0.7076378"
"74500.0";"0.6769437"
"74510.0";"0.6729448"
"74520.0";"0.6150624"
"74530.0";"0.6415996"
"74540.0";"0.6361164"
"74550.0";"0.7457945"
"74560.0";"0.6570114"
"74570.0";"0.7047914"
"74580.0";"0.6940723"
"74590.0";"0.713891"
"74600.0";"0.6391334"
"74610.0";"0.6569783"
"74620.0";"0.5718556"
"74630.0";"0.599007"
"74640.0";"0.6142716"
"74650.0";"0.7071356"
"74660.0";"0.7045133"
"74670.0";"0.7981346"
"74680.0";"0.6943363"
"74690.0";"0.6481429"
"74700.0";"0.6313667"
"74710.0";"0.6321858"
"74720.0";"0.6525657"
"74730.0";"0.6907629"
"74740.0";"0.710361"
"74750.0";"0.7811858"
"74760.0";"0.7522439"
"74770.0";"0.7037515"
"74780.0";"0.6596432"
"74790.0";"0.7021721"
"74800.0";"0.7948364"
"74810.0";"0.8071503"
"74820.0";"0.7088683"
"74830.0";"0.6517558"
"74840.0";"0.6610779"
"74850.0";"0.6249996"
"74860.0";"0.6905204"
"74870.0";"0.7387464"
"74880.0";"0.6572249"
"74890.0";"0.6329758"
"74900.0";"0.6674706"
"74910.0";"0.617701"
"74920.0";"0.7399183"
"74930.0";"0.6773854"
"74940.0";"0.681246"
"74950.0";"0.6066481"
"74960.0";"0.6543669"
"74970.0";"0.7276574"
"74980.0";"0.6808677"
"74990.0";"0.6425099"
"75000.0";"0.6790399"
"75010.0";"0.6160958"
"75020.0";"0.6929954"
"75030.0";"0.6310064"
"75040.0";"0.678896"
"75050.0";"0.6642832"
"75060.0";"0.7205117"
"75070.0";"0.5981552"
"75080.0";"0.693853"
"75090.0";"0.7203352"
"75100.0";"0.7073943"
"75110.0";"0.7477739"
"75120.0";"0.7085016"
"75130.0";"0.6805771"
"75140.0";"0.6747633"
"75150.0";"0.6204653"
"75160.0";"0.6613948"
"75170.0";"0.6529222"
"75180.0";"0.6267002"
"75190.0";"0.7248327"
"75200.0";"0.7099997"
"75210.0";"0.7179146"
"75220.0";"0.7315772"
"75230.0";"0.6476775"
"75240.0";"0.6854861"
"75250.0";"0.6232293"
"75260.0";"0.6913213"
"75270.0";"0.6956457"
"75280.0";"0.7665178"
"75290.0";"0.7192703"
"75300.0";"0.7921499"
"75310.0";"0.6689317"
"75320.0";"0.7281497"
"75330.0";"0.7729911"
"75340.0";"0.7127334"
"75350.0";"0.7632229"
"75360.0";"0.7386461"
"75370.0";"0.7770681"
"75380.0";"0.807934"
"75390.0";"0.7557305"
"75400.0";"0.7135965"
"75410.0";"0.6245523"
"75420.0";"0.666502"
"75430.0";"0.7538352"
"75440.0";"0.7369156"
"75450.0";"0.7966942"
"75460.0";"0.7175383"
"75470.0";"0.804917"
"75480.0";"0.7218189"
"75490.0";"0.7120939"
"75500.0";"0.7768461"
"75510.0";"0.7473845"
"75520.0";"0.6871575"
"75530.0";"0.6310577"
"75540.0";"0.6277664"
"75550.0";"0.6066576"
"75560.0";"0.7571039"
"75570.0";"0.6101892"
"75580.0";"0.6979313"
"75590.0";"0.6570911"
"75600.0";"0.7125127"
"75610.0";"0.7041604"
"75620.0";"0.7437345"
"75630.0";"0.7633731"
"75640.0";"0.6942258"
"75650.0";"0.7442068"
"75660.0";"0.6816815"
"75670.0";"0.6475847"
"75680.0";"0.6025759"
"75690.0";"0.6165486"
"75700.0";"0.6869565"
"75710.0";"0.6988189"
"75720.0";"0.7179589"
"75730.0";"0.710928"
"75740.0";"0.6825554"
"75750.0";"0.6945637"
"75760.0";"0.7282155"
"75770.0";"0.7362398"
"75780.0";"0.6570891"
"75790.0";"0.7435738"
"75800.0";"0.6961787"
"75810.0";"0.7690186"
"75820.0";"0.7539793"
"75830.0";"0.7363845"
"75840.0";"0.7306192"
"75850.0";"0.6870252"
"75860.0";"0.7140322"
"75870.0";"0.8139153"
"75880.0";"0.7471501"
"75890.0";"0.7919601"
"75900.0";"0.7843933"
"75910.0";"0.7408919"
"75920.0";"0.7903543"
"75930.0";"0.6872386"
"75940.0";"0.7313966"
"75950.0";"0.6983209"
"75960.0";"0.7560345"
"75970.0";"0.7267532"
"75980.0";"0.7871403"
"75990.0";"0.7589383"
"76000.0";"0.7490418"
"76010.0";"0.7312251"
"76020.0";"0.7155457"
"76030.0";"0.7702265"
"76040.0";"0.750609"
"76050.0";"0.8101072"
"76060.0";"0.721216"
"76070.0";"0.6834713"
"76080.0";"0.6863744"
"76090.0";"0.6920502"
"76100.0";"0.7573538"
"76110.0";"0.7100819"
"76120.0";"0.8078172"
"76130.0";"0.6880778"
"76140.0";"0.7024709"
"76150.0";"0.6869674"
"76160.0";"0.7294204"
"76170.0";"0.5699767"
"76180.0";"0.697979"
"76190.0";"0.7150806"
"76200.0";"0.6742915"
"76210.0";"0.7024056"
"76220.0";"0.819533"
"76230.0";"0.7623935"
"76240.0";"0.8421047"
"76250.0";"0.6862446"
"76260.0";"0.6930465"
"76270.0";"0.7409571"
"76280.0";"0.6907252"
"76290.0";"0.6991902"
"76300.0";"0.7305539"
"76310.0";"0.7041211"
"76320.0";"0.6789006"
"76330.0";"0.7232897"
"76340.0";"0.7520802"
"76350.0";"0.7282367"
"76360.0";"0.7489097"
"76370.0";"0.7366323"
"76380.0";"0.7102455"
"76390.0";"0.7319701"
"76400.0";"0.6949252"
"76410.0";"0.6931833"
"76420.0";"0.6303092"
"76430.0";"0.7385161"
"76440.0";"0.6509147"
"76450.0";"0.6742416"
"76460.0";"0.6584206"
"76470.0";"0.826068"
"76480.0";"0.7044102"
"76490.0";"0.7234387"
"76500.0";"0.69238"
"76510.0";"0.6732325"
"76520.0";"0.7832119"
"76530.0";"0.6887071"
"76540.0";"0.7188253"
"76550.0";"0.694764"
"76560.0";"0.7446648"
"76570.0";"0.7022578"
"76580.0";"0.669725"
"76590.0";"0.6956018"
"76600.0";"0.6456317"
"76610.0";"0.7879229"
"76620.0";"0.6868311"
"76630.0";"0.6772704"
"76640.0";"0.7394189"
"76650.0";"0.717014"
"76660.0";"0.7194277"
"76670.0";"0.725161"
"76680.0";"0.6220163"
"76690.0";"0.718336"
"76700.0";"0.7300285"
"76710.0";"0.7565453"
"76720.0";"0.6936355"
"76730.0";"0.7648547"
"76740.0";"0.7863935"
"76750.0";"0.6255174"
"76760.0";"0.6478192"
"76770.0";"0.7227753"
"76780.0";"0.6868858"
"76790.0";"0.7465565"
"76800.0";"0.7846251"
"76810.0";"0.7126014"
"76820.0";"0.8033262"
"76830.0";"0.7754616"
"76840.0";"0.7351744"
"76850.0";"0.7470459"
"76860.0";"0.7642288"
"76870.0";"0.7041366"
"76880.0";"0.7517769"
"76890.0";"0.6868862"
"76900.0";"0.6579508"
"76910.0";"0.6880283"
"76920.0";"0.7245556"
"76930.0";"0.6918135"
"76940.0";"0.7130737"
"76950.0";"0.7171232"
"76960.0";"0.6170563"
"76970.0";"0.8477957"
"76980.0";"0.7334024"
"76990.0";"0.7196133"
"77000.0";"0.7295763"
"77010.0";"0.7461765"
"77020.0";"0.7510984"
"77030.0";"0.7688397"
"77040.0";"0.722131"
"77050.0";"0.7412768"
"77060.0";"0.7609007"
"77070.0";"0.7215227"
"77080.0";"0.7491068"
"77090.0";"0.7656974"
"77100.0";"0.8064155"
"77110.0";"0.7445334"
"77120.0";"0.7248769"
"77130.0";"0.7380099"
"77140.0";"0.7827454"
"77150.0";"0.7425966"
"77160.0";"0.7969158"
"77170.0";"0.7912865"
"77180.0";"0.7259253"
"77190.0";"0.6555065"
"77200.0";"0.711023"
"77210.0";"0.8212891"
"77220.0";"0.7923341"
"77230.0";"0.768446"
"77240.0";"0.7948057"
"77250.0";"0.7986191"
"77260.0";"0.7112794"
"77270.0";"0.7515119"
"77280.0";"0.7664191"
"77290.0";"0.7751414"
"77300.0";"0.7616618"
"77310.0";"0.7689434"
"77320.0";"0.7209546"
"77330.0";"0.7343255"
"77340.0";"0.7648508"
"77350.0";"0.7380611"
"77360.0";"0.7204555"
"77370.0";"0.8030053"
"77380.0";"0.6966411"
"77390.0";"0.8419792"
"77400.0";"0.771975"
"77410.0";"0.7415964"
"77420.0";"0.8042407"
"77430.0";"0.7766774"
"77440.0";"0.7498963"
"77450.0";"0.7001957"
"77460.0";"0.7715445"
"77470.0";"0.7688231"
"77480.0";"0.729948"
"77490.0";"0.7363763"
"77500.0";"0.7016364"
"77510.0";"0.7510617"
"77520.0";"0.731432"
"77530.0";"0.7151206"
"77540.0";"0.7573875"
"77550.0";"0.8119404"
"77560.0";"0.768966"
"77570.0";"0.7311655"
"77580.0";"0.7097387"
"77590.0";"0.7741724"
"77600.0";"0.7393098"
"77610.0";"0.7360144"
"77620.0";"0.7562316"
"77630.0";"0.8550401"
"77640.0";"0.7906918"
"77650.0";"0.787074"
"77660.0";"0.7156737"
"77670.0";"0.696305"
"77680.0";"0.7086216"
"77690.0";"0.7572329"
"77700.0";"0.7248621"
"77710.0";"0.6784577"
"77720.0";"0.7282553"
"77730.0";"0.6545272"
"77740.0";"0.7625294"
"77750.0";"0.7163691"
"77760.0";"0.6771012"
"77770.0";"0.7242121"
"77780.0";"0.6884055"
"77790.0";"0.7486013"
"77800.0";"0.6947063"
"77810.0";"0.8216946"
"77820.0";"0.6703442"
"77830.0";"0.76921"
"77840.0";"0.7549965"
"77850.0";"0.7858409"
"77860.0";"0.7698218"
"77870.0";"0.7885306"
"77880.0";"0.7593792"
"77890.0";"0.6538231"
"77900.0";"0.7045689"
"77910.0";"0.7192482"
"77920.0";"0.7287745"
"77930.0";"0.7404258"
"77940.0";"0.6456606"
"77950.0";"0.7071009"
"77960.0";"0.6933585"
"77970.0";"0.6769057"
"77980.0";"0.687295"
"77990.0";"0.7972925"
"78000.0";"0.6869447"
"78010.0";"0.7796602"
"78020.0";"0.6987316"
"78030.0";"0.6397552"
"78040.0";"0.7025653"
"78050.0";"0.7154918"
"78060.0";"0.7465589"
"78070.0";"0.7689721"
"78080.0";"0.686767"
"78090.0";"0.7170647"
"78100.0";"0.7099355"
"78110.0";"0.781471"
"78120.0";"0.7367469"
"78130.0";"0.7220618"
"78140.0";"0.6733392"
"78150.0";"0.7484184"
"78160.0";"0.7296758"
"78170.0";"0.7606541"
"78180.0";"0.7499508"
"78190.0";"0.7219118"
"78200.0";"0.6231294"
"78210.0";"0.717912"
"78220.0";"0.7047026"
"78230.0";"0.7363976"
"78240.0";"0.7295467"
"78250.0";"0.7149187"
"78260.0";"0.792569"
"78270.0";"0.7236906"
"78280.0";"0.802804"
"78290.0";"0.7756168"
"78300.0";"0.6855569"
"78310.0";"0.775148"
"78320.0";"0.7018231"
"78330.0";"0.7492588"
"78340.0";"0.7082642"
"78350.0";"0.7341095"
"78360.0";"0.7603826"
"78370.0";"0.743727"
"78380.0";"0.6840674"
"78390.0";"0.6824083"
"78400.0";"0.7700427"
"78410.0";"0.7546288"
"78420.0";"0.739216"
"78430.0";"0.8185573"
"78440.0";"0.760338"
"78450.0";"0.7642165"
"78460.0";"0.7685596"
"78470.0";"0.788127"
"78480.0";"0.7342138"
"78490.0";"0.7660746"
"78500.0";"0.7065994"
"78510.0";"0.6944337"
"78520.0";"0.7320645"
"78530.0";"0.7452087"
"78540.0";"0.6787519"
"78550.0";"0.7139624"
"78560.0";"0.6923134"
"78570.0";"0.6692276"
"78580.0";"0.6166399"
"78590.0";"0.6902368"
"78600.0";"0.7132984"
"78610.0";"0.7694866"
"78620.0";"0.6859744"
"78630.0";"0.7196244"
"78640.0";"0.750735"
"78650.0";"0.7282143"
"78660.0";"0.7844371"
"78670.0";"0.7447591"
"78680.0";"0.7266258"
"78690.0";"0.7439688"
"78700.0";"0.7639441"
"78710.0";"0.7925287"
"78720.0";"0.7266898"
"78730.0";"0.7434818"
"78740.0";"0.7503783"
"78750.0";"0.7424151"
"78760.0";"0.7513005"
"78770.0";"0.7615995"
"78780.0";"0.7031266"
"78790.0";"0.6686476"
"78800.0";"0.7430006"
"78810.0";"0.7620375"
"78820.0";"0.7564157"
"78830.0";"0.7785431"
"78840.0";"0.757409"
"78850.0";"0.7321717"
"78860.0";"0.7396091"
"78870.0";"0.7342886"
"78880.0";"0.7039223"
"78890.0";"0.676616"
"78900.0";"0.6652133"
"78910.0";"0.6439667"
"78920.0";"0.7434439"
"78930.0";"0.7163985"
"78940.0";"0.7483445"
"78950.0";"0.6281426"
"78960.0";"0.6646758"
"78970.0";"0.7027877"
"78980.0";"0.6947596"
