# This .csv file was created 12.10.2024 14:32
# extracted out of file prod_mindist_neg1_mol1_55.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CLA/6fxb_cla_3
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"Protein_neg1-MOL1"
"0.0";"5.586162"
"10.0";"5.500864"
"20.0";"5.611887"
"30.0";"5.558077"
"40.0";"5.363343"
"50.0";"5.335648"
"60.0";"5.359029"
"70.0";"5.47959"
"80.0";"5.417658"
"90.0";"5.525969"
"100.0";"5.581717"
"110.0";"5.742388"
"120.0";"5.693316"
"130.0";"5.649045"
"140.0";"5.555217"
"150.0";"5.336769"
"160.0";"5.373734"
"170.0";"5.216006"
"180.0";"5.118112"
"190.0";"4.978564"
"200.0";"4.679449"
"210.0";"4.684019"
"220.0";"4.765166"
"230.0";"4.855319"
"240.0";"4.80373"
"250.0";"4.543957"
"260.0";"4.943873"
"270.0";"5.015543"
"280.0";"5.095429"
"290.0";"5.118505"
"300.0";"5.043547"
"310.0";"4.99271"
"320.0";"5.085383"
"330.0";"5.149554"
"340.0";"5.370953"
"350.0";"5.270079"
"360.0";"5.375154"
"370.0";"5.55071"
"380.0";"5.42909"
"390.0";"5.490725"
"400.0";"5.500047"
"410.0";"5.204856"
"420.0";"5.104368"
"430.0";"5.189363"
"440.0";"5.124978"
"450.0";"5.140005"
"460.0";"5.150098"
"470.0";"5.095469"
"480.0";"5.150689"
"490.0";"5.179818"
"500.0";"5.021971"
"510.0";"4.988938"
"520.0";"4.641082"
"530.0";"4.659646"
"540.0";"5.001485"
"550.0";"5.13208"
"560.0";"5.057227"
"570.0";"5.073494"
"580.0";"5.234655"
"590.0";"5.359574"
"600.0";"5.358344"
"610.0";"5.322364"
"620.0";"5.333676"
"630.0";"5.287036"
"640.0";"5.520889"
"650.0";"5.60051"
"660.0";"5.76221"
"670.0";"5.697342"
"680.0";"5.772432"
"690.0";"5.78554"
"700.0";"5.922678"
"710.0";"5.522339"
"720.0";"5.483766"
"730.0";"5.345386"
"740.0";"5.730571"
"750.0";"5.782769"
"760.0";"6.047571"
"770.0";"5.964995"
"780.0";"5.7084"
"790.0";"5.70531"
"800.0";"5.582348"
"810.0";"5.389391"
"820.0";"5.629122"
"830.0";"5.996335"
"840.0";"5.868584"
"850.0";"5.783397"
"860.0";"5.536294"
"870.0";"5.66209"
"880.0";"5.627558"
"890.0";"5.543979"
"900.0";"5.428803"
"910.0";"5.508463"
"920.0";"5.437634"
"930.0";"5.270299"
"940.0";"4.998938"
"950.0";"4.878393"
"960.0";"4.86248"
"970.0";"4.93984"
"980.0";"4.732923"
"990.0";"4.704002"
"1000.0";"4.385744"
"1010.0";"4.509316"
"1020.0";"4.49455"
"1030.0";"4.750051"
"1040.0";"4.642775"
"1050.0";"4.708549"
"1060.0";"4.785355"
"1070.0";"4.893232"
"1080.0";"4.779972"
"1090.0";"4.663938"
"1100.0";"4.609759"
"1110.0";"4.478633"
"1120.0";"4.249501"
"1130.0";"4.19771"
"1140.0";"4.491868"
"1150.0";"4.688056"
"1160.0";"4.775928"
"1170.0";"4.536299"
"1180.0";"4.541707"
"1190.0";"4.328005"
"1200.0";"4.440439"
"1210.0";"4.104497"
"1220.0";"4.14446"
"1230.0";"4.075963"
"1240.0";"4.306304"
"1250.0";"4.057829"
"1260.0";"3.981439"
"1270.0";"4.083139"
"1280.0";"3.846578"
"1290.0";"3.625552"
"1300.0";"3.742131"
"1310.0";"3.731348"
"1320.0";"3.555217"
"1330.0";"3.373363"
"1340.0";"3.617142"
"1350.0";"3.870647"
"1360.0";"3.962873"
"1370.0";"4.209849"
"1380.0";"4.244092"
"1390.0";"4.348542"
"1400.0";"4.52526"
"1410.0";"4.603034"
"1420.0";"4.574886"
"1430.0";"4.881445"
"1440.0";"4.891387"
"1450.0";"4.969842"
"1460.0";"5.217615"
"1470.0";"5.363381"
"1480.0";"5.262161"
"1490.0";"5.163724"
"1500.0";"4.968327"
"1510.0";"4.849799"
"1520.0";"4.945331"
"1530.0";"4.919683"
"1540.0";"4.896163"
"1550.0";"5.278885"
"1560.0";"5.164051"
"1570.0";"5.018245"
"1580.0";"4.767182"
"1590.0";"4.791028"
"1600.0";"4.632921"
"1610.0";"4.396713"
"1620.0";"4.478105"
"1630.0";"4.463623"
"1640.0";"4.574387"
"1650.0";"4.464371"
"1660.0";"4.487149"
"1670.0";"4.529386"
"1680.0";"4.480131"
"1690.0";"4.219374"
"1700.0";"4.398188"
"1710.0";"4.443617"
"1720.0";"4.404162"
"1730.0";"4.357142"
"1740.0";"4.452718"
"1750.0";"4.272312"
"1760.0";"4.334977"
"1770.0";"4.589873"
"1780.0";"4.473875"
"1790.0";"4.579069"
"1800.0";"4.772274"
"1810.0";"4.870883"
"1820.0";"5.297379"
"1830.0";"5.389507"
"1840.0";"5.47339"
"1850.0";"5.15953"
"1860.0";"5.329659"
"1870.0";"5.299263"
"1880.0";"5.260935"
"1890.0";"5.168706"
"1900.0";"5.061636"
"1910.0";"4.948854"
"1920.0";"4.767098"
"1930.0";"4.706827"
"1940.0";"4.505995"
"1950.0";"4.593984"
"1960.0";"4.649639"
"1970.0";"4.77223"
"1980.0";"4.632794"
"1990.0";"4.684257"
"2000.0";"4.793898"
"2010.0";"4.849303"
"2020.0";"4.898725"
"2030.0";"4.799974"
"2040.0";"4.822316"
"2050.0";"4.772168"
"2060.0";"4.870239"
"2070.0";"4.95633"
"2080.0";"4.911485"
"2090.0";"4.757725"
"2100.0";"4.698024"
"2110.0";"4.789417"
"2120.0";"4.752103"
"2130.0";"4.66789"
"2140.0";"4.572663"
"2150.0";"4.751892"
"2160.0";"4.837721"
"2170.0";"4.877908"
"2180.0";"4.868507"
"2190.0";"4.981679"
"2200.0";"5.063989"
"2210.0";"4.869288"
"2220.0";"4.840535"
"2230.0";"5.227421"
"2240.0";"5.142883"
"2250.0";"5.166313"
"2260.0";"5.368515"
"2270.0";"5.260705"
"2280.0";"5.096724"
"2290.0";"5.350054"
"2300.0";"5.183429"
"2310.0";"5.027544"
"2320.0";"4.906132"
"2330.0";"4.871059"
"2340.0";"5.100821"
"2350.0";"5.02943"
"2360.0";"5.504966"
"2370.0";"5.690037"
"2380.0";"5.651285"
"2390.0";"5.49836"
"2400.0";"5.257516"
"2410.0";"5.29128"
"2420.0";"5.242327"
"2430.0";"5.38517"
"2440.0";"5.383442"
"2450.0";"5.279169"
"2460.0";"5.186609"
"2470.0";"5.107256"
"2480.0";"5.022654"
"2490.0";"4.619122"
"2500.0";"4.641491"
"2510.0";"4.610446"
"2520.0";"4.550741"
"2530.0";"4.533379"
"2540.0";"4.676051"
"2550.0";"4.455879"
"2560.0";"4.490525"
"2570.0";"4.520126"
"2580.0";"4.609617"
"2590.0";"4.510347"
"2600.0";"4.415292"
"2610.0";"4.507342"
"2620.0";"4.645966"
"2630.0";"4.746538"
"2640.0";"4.505599"
"2650.0";"4.634294"
"2660.0";"4.437008"
"2670.0";"4.468734"
"2680.0";"4.260135"
"2690.0";"4.106064"
"2700.0";"4.238321"
"2710.0";"4.330064"
"2720.0";"4.305909"
"2730.0";"4.189405"
"2740.0";"4.169351"
"2750.0";"4.235855"
"2760.0";"4.341704"
"2770.0";"4.389767"
"2780.0";"4.193254"
"2790.0";"4.365191"
"2800.0";"4.208309"
"2810.0";"4.2141"
"2820.0";"4.150521"
"2830.0";"4.4949"
"2840.0";"4.308068"
"2850.0";"4.366334"
"2860.0";"4.036825"
"2870.0";"4.060835"
"2880.0";"3.877512"
"2890.0";"3.872561"
"2900.0";"3.48702"
"2910.0";"3.279286"
"2920.0";"3.631685"
"2930.0";"3.528717"
"2940.0";"3.789985"
"2950.0";"3.797069"
"2960.0";"3.879987"
"2970.0";"4.193044"
"2980.0";"3.934309"
"2990.0";"3.97919"
"3000.0";"3.959957"
"3010.0";"3.74752"
"3020.0";"3.548998"
"3030.0";"3.740038"
"3040.0";"3.737865"
"3050.0";"3.881812"
"3060.0";"3.68028"
"3070.0";"3.537071"
"3080.0";"3.499772"
"3090.0";"3.412775"
"3100.0";"3.648005"
"3110.0";"3.626499"
"3120.0";"3.612241"
"3130.0";"3.543855"
"3140.0";"3.808448"
"3150.0";"3.615218"
"3160.0";"3.363478"
"3170.0";"3.261452"
"3180.0";"3.181183"
"3190.0";"3.17625"
"3200.0";"3.237327"
"3210.0";"3.29118"
"3220.0";"3.120668"
"3230.0";"3.229592"
"3240.0";"3.259581"
"3250.0";"3.231493"
"3260.0";"3.118119"
"3270.0";"3.148297"
"3280.0";"3.299931"
"3290.0";"3.276162"
"3300.0";"3.113188"
"3310.0";"3.065268"
"3320.0";"2.946211"
"3330.0";"2.842473"
"3340.0";"2.847059"
"3350.0";"2.887134"
"3360.0";"2.86929"
"3370.0";"2.955965"
"3380.0";"3.040498"
"3390.0";"3.114355"
"3400.0";"3.033476"
"3410.0";"3.066559"
"3420.0";"2.531838"
"3430.0";"2.722781"
"3440.0";"2.836406"
"3450.0";"2.941602"
"3460.0";"3.121482"
"3470.0";"3.309603"
"3480.0";"3.273016"
"3490.0";"3.31293"
"3500.0";"3.281502"
"3510.0";"2.994587"
"3520.0";"2.990213"
"3530.0";"2.86011"
"3540.0";"2.980237"
"3550.0";"2.861924"
"3560.0";"3.148189"
"3570.0";"3.242295"
"3580.0";"3.23174"
"3590.0";"2.706846"
"3600.0";"2.827771"
"3610.0";"2.866458"
"3620.0";"2.584745"
"3630.0";"2.723328"
"3640.0";"2.394598"
"3650.0";"2.255981"
"3660.0";"2.176282"
"3670.0";"2.182165"
"3680.0";"2.151711"
"3690.0";"2.061438"
"3700.0";"2.029096"
"3710.0";"2.321151"
"3720.0";"2.399736"
"3730.0";"2.39768"
"3740.0";"2.309412"
"3750.0";"2.305468"
"3760.0";"2.509299"
"3770.0";"2.650346"
"3780.0";"2.728721"
"3790.0";"2.699382"
"3800.0";"2.807864"
"3810.0";"2.717727"
"3820.0";"2.924655"
"3830.0";"2.689823"
"3840.0";"2.718443"
"3850.0";"2.873779"
"3860.0";"2.995831"
"3870.0";"3.001044"
"3880.0";"3.000527"
"3890.0";"2.915252"
"3900.0";"2.9118"
"3910.0";"2.722548"
"3920.0";"2.750037"
"3930.0";"2.609811"
"3940.0";"2.771774"
"3950.0";"2.754738"
"3960.0";"2.825562"
"3970.0";"2.8865"
"3980.0";"2.669547"
"3990.0";"2.738193"
"4000.0";"2.570325"
"4010.0";"2.632969"
"4020.0";"2.990835"
