# This .csv file was created 12.10.2024 14:28
# extracted out of file prod_mindist_neg2_mol8_55.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CLAD/6fxb_clad_2
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"Protein_neg2-MOL8"
"0.0";"2.684461"
"10.0";"2.648072"
"20.0";"2.418602"
"30.0";"2.656737"
"40.0";"2.560368"
"50.0";"2.636741"
"60.0";"2.763018"
"70.0";"2.867126"
"80.0";"2.803309"
"90.0";"2.572618"
"100.0";"2.557657"
"110.0";"2.416625"
"120.0";"2.350476"
"130.0";"2.571514"
"140.0";"2.482813"
"150.0";"2.490988"
"160.0";"2.626152"
"170.0";"2.427181"
"180.0";"2.350389"
"190.0";"2.217415"
"200.0";"2.257799"
"210.0";"2.487149"
"220.0";"2.417342"
"230.0";"2.53172"
"240.0";"2.480163"
"250.0";"2.645345"
"260.0";"2.644374"
"270.0";"2.779361"
"280.0";"2.839424"
"290.0";"2.745665"
"300.0";"2.910654"
"310.0";"2.81512"
"320.0";"3.215559"
"330.0";"3.024769"
"340.0";"2.855746"
"350.0";"3.126499"
"360.0";"3.380481"
"370.0";"3.336012"
"380.0";"3.25663"
"390.0";"3.358381"
"400.0";"3.430296"
"410.0";"3.190861"
"420.0";"3.444486"
"430.0";"3.465816"
"440.0";"3.403858"
"450.0";"3.347312"
"460.0";"3.336144"
"470.0";"3.327473"
"480.0";"3.301021"
"490.0";"3.446615"
"500.0";"3.451484"
"510.0";"3.476068"
"520.0";"3.501688"
"530.0";"3.417705"
"540.0";"3.461217"
"550.0";"3.649585"
"560.0";"3.504613"
"570.0";"3.515898"
"580.0";"3.450924"
"590.0";"3.505983"
"600.0";"3.2885"
"610.0";"3.238236"
"620.0";"3.288225"
"630.0";"3.383139"
"640.0";"3.564867"
"650.0";"3.518018"
"660.0";"3.586181"
"670.0";"3.470112"
"680.0";"3.319241"
"690.0";"3.241611"
"700.0";"3.234945"
"710.0";"3.219737"
"720.0";"2.996312"
"730.0";"3.025889"
"740.0";"3.174667"
"750.0";"2.926256"
"760.0";"3.013767"
"770.0";"3.102288"
"780.0";"2.83505"
"790.0";"2.963135"
"800.0";"2.8113"
"810.0";"2.501585"
"820.0";"2.286322"
"830.0";"2.37238"
"840.0";"2.190518"
"850.0";"2.128624"
"860.0";"2.070133"
"870.0";"1.883112"
"880.0";"1.858565"
"890.0";"1.721409"
"900.0";"1.904831"
"910.0";"2.092527"
"920.0";"2.237431"
"930.0";"2.396837"
"940.0";"2.274246"
"950.0";"2.488234"
"960.0";"2.810793"
"970.0";"2.863645"
"980.0";"2.937903"
"990.0";"3.026779"
"1000.0";"3.086905"
"1010.0";"2.986283"
"1020.0";"3.000835"
"1030.0";"3.091047"
"1040.0";"3.168122"
"1050.0";"3.292766"
"1060.0";"3.504462"
