# This .csv file was created 12.10.2024 14:33
# extracted out of file prod_mindist_neg1_mol16_55.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CAD/6fxb_cad_2
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"Protein_neg1-MOL16"
"0.0";"0.8937373"
"10.0";"0.7644249"
"20.0";"0.8001209"
"30.0";"0.4765522"
"40.0";"0.4838886"
"50.0";"0.6325844"
"60.0";"0.6899288"
"70.0";"0.7289208"
"80.0";"0.728806"
"90.0";"0.8639217"
"100.0";"0.8805823"
"110.0";"0.8639091"
"120.0";"0.8960781"
"130.0";"0.9325946"
"140.0";"0.8771528"
"150.0";"1.020088"
"160.0";"0.9848697"
"170.0";"1.21047"
"180.0";"1.313095"
"190.0";"1.271129"
"200.0";"1.305444"
"210.0";"1.221038"
"220.0";"1.41003"
"230.0";"1.776579"
"240.0";"1.907213"
"250.0";"1.859715"
"260.0";"1.65975"
"270.0";"1.721835"
"280.0";"1.658715"
"290.0";"1.721902"
"300.0";"1.549547"
"310.0";"1.371071"
"320.0";"1.537651"
"330.0";"1.512191"
"340.0";"1.482339"
"350.0";"1.521246"
"360.0";"1.52049"
"370.0";"1.358732"
"380.0";"1.351783"
"390.0";"1.14722"
"400.0";"1.286888"
"410.0";"1.508199"
"420.0";"1.510234"
"430.0";"1.665745"
"440.0";"1.765377"
"450.0";"1.671965"
"460.0";"1.667006"
"470.0";"1.52504"
"480.0";"1.596574"
"490.0";"1.497799"
"500.0";"1.514506"
"510.0";"1.672521"
"520.0";"1.658393"
"530.0";"1.425546"
"540.0";"1.524307"
"550.0";"1.269354"
"560.0";"1.128585"
"570.0";"1.184322"
"580.0";"1.22596"
"590.0";"1.349447"
"600.0";"1.614405"
"610.0";"1.738971"
"620.0";"1.418639"
"630.0";"1.595539"
"640.0";"1.534625"
"650.0";"1.622299"
"660.0";"1.803944"
"670.0";"1.67681"
"680.0";"1.472378"
"690.0";"1.50886"
"700.0";"1.512224"
"710.0";"1.570869"
"720.0";"1.422816"
"730.0";"1.542438"
"740.0";"1.2903"
"750.0";"1.179357"
"760.0";"1.155484"
"770.0";"1.410272"
"780.0";"1.190114"
"790.0";"1.333238"
"800.0";"1.247046"
"810.0";"1.173805"
"820.0";"1.300691"
"830.0";"1.386582"
"840.0";"1.119065"
"850.0";"0.998043"
"860.0";"1.046152"
"870.0";"1.121868"
"880.0";"1.200082"
"890.0";"1.079098"
"900.0";"0.8687818"
"910.0";"1.327534"
"920.0";"1.188815"
"930.0";"1.285094"
"940.0";"1.094464"
"950.0";"1.160705"
"960.0";"1.354023"
"970.0";"1.380604"
