# This .csv file was created 12.10.2024 14:33
# extracted out of file prod_mindist_mol12_55.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CAD/6fxb_cad_3
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"Protein-MOL12"
"0.0";"5.403984"
"10.0";"5.181993"
"20.0";"5.051288"
"30.0";"5.110937"
"40.0";"5.173205"
"50.0";"5.213251"
"60.0";"5.250288"
"70.0";"5.141215"
"80.0";"5.274695"
"90.0";"5.297842"
"100.0";"5.281065"
"110.0";"5.112674"
"120.0";"5.060307"
"130.0";"5.086505"
"140.0";"5.227721"
"150.0";"4.804171"
"160.0";"4.729118"
"170.0";"4.82398"
"180.0";"4.972704"
"190.0";"4.722305"
"200.0";"4.532918"
"210.0";"4.755569"
"220.0";"4.516452"
"230.0";"4.320322"
"240.0";"4.593681"
"250.0";"4.530653"
"260.0";"4.452305"
"270.0";"4.59434"
"280.0";"4.708329"
"290.0";"4.616858"
"300.0";"4.727293"
"310.0";"4.708035"
"320.0";"4.603554"
"330.0";"4.923928"
"340.0";"4.869989"
"350.0";"4.986743"
"360.0";"5.200027"
"370.0";"5.418092"
"380.0";"5.258841"
"390.0";"5.485466"
"400.0";"5.36834"
"410.0";"5.314365"
"420.0";"5.306643"
"430.0";"5.214923"
"440.0";"5.269909"
"450.0";"5.194327"
"460.0";"5.07374"
"470.0";"5.07021"
"480.0";"5.063618"
"490.0";"5.102453"
"500.0";"5.064505"
"510.0";"4.881074"
"520.0";"5.038041"
"530.0";"4.956993"
"540.0";"4.987748"
"550.0";"4.843488"
"560.0";"4.920669"
"570.0";"4.85968"
"580.0";"4.96441"
"590.0";"4.807505"
"600.0";"4.766576"
"610.0";"4.524794"
"620.0";"4.744213"
"630.0";"4.692406"
"640.0";"4.972215"
"650.0";"4.887135"
"660.0";"4.891283"
"670.0";"4.675178"
"680.0";"4.632946"
"690.0";"4.443377"
"700.0";"4.559803"
"710.0";"4.465163"
"720.0";"4.511091"
"730.0";"4.25138"
"740.0";"4.283977"
"750.0";"4.677609"
"760.0";"4.639344"
"770.0";"4.555049"
"780.0";"4.585848"
"790.0";"4.597061"
"800.0";"4.704944"
"810.0";"4.723706"
"820.0";"4.534556"
"830.0";"4.502292"
"840.0";"4.344975"
"850.0";"4.384741"
"860.0";"4.513215"
"870.0";"4.216373"
"880.0";"4.269593"
"890.0";"4.095636"
"900.0";"3.907066"
"910.0";"3.996104"
"920.0";"4.096694"
"930.0";"4.213797"
"940.0";"4.442826"
"950.0";"4.475516"
"960.0";"4.34165"
"970.0";"4.211139"
"980.0";"4.107018"
"990.0";"4.192428"
"1000.0";"4.162383"
"1010.0";"4.178139"
"1020.0";"4.134414"
"1030.0";"4.420401"
"1040.0";"4.356692"
"1050.0";"4.54765"
"1060.0";"4.519463"
"1070.0";"4.403727"
"1080.0";"4.575512"
"1090.0";"4.613463"
"1100.0";"4.798378"
"1110.0";"4.856372"
"1120.0";"4.893413"
"1130.0";"4.690685"
"1140.0";"4.161299"
"1150.0";"4.23766"
"1160.0";"4.180774"
"1170.0";"4.450605"
"1180.0";"4.397372"
"1190.0";"4.581087"
"1200.0";"4.667391"
"1210.0";"4.524094"
"1220.0";"4.251031"
"1230.0";"4.518587"
"1240.0";"4.660421"
"1250.0";"4.820791"
"1260.0";"4.610401"
"1270.0";"4.704755"
"1280.0";"4.59586"
"1290.0";"4.733468"
"1300.0";"4.589477"
"1310.0";"4.655664"
"1320.0";"5.040666"
"1330.0";"4.78265"
"1340.0";"4.88433"
"1350.0";"4.573631"
"1360.0";"4.743538"
"1370.0";"4.970236"
"1380.0";"4.977039"
"1390.0";"4.849204"
"1400.0";"4.969781"
"1410.0";"4.649802"
"1420.0";"4.709221"
"1430.0";"4.927215"
"1440.0";"4.946493"
"1450.0";"5.029628"
"1460.0";"5.053342"
"1470.0";"4.786035"
"1480.0";"4.312192"
"1490.0";"4.188033"
"1500.0";"3.828283"
"1510.0";"4.162728"
"1520.0";"4.311493"
"1530.0";"4.245498"
"1540.0";"4.261605"
"1550.0";"4.136169"
"1560.0";"3.828813"
"1570.0";"4.068764"
"1580.0";"3.870454"
"1590.0";"3.944669"
"1600.0";"4.092375"
"1610.0";"4.289819"
"1620.0";"4.128107"
"1630.0";"4.28496"
"1640.0";"4.22844"
"1650.0";"4.123865"
"1660.0";"4.220819"
"1670.0";"4.56481"
"1680.0";"4.594658"
"1690.0";"5.142452"
"1700.0";"5.047575"
"1710.0";"5.134129"
"1720.0";"5.299868"
"1730.0";"5.202718"
"1740.0";"5.276058"
"1750.0";"5.470622"
"1760.0";"5.536307"
"1770.0";"5.490213"
"1780.0";"5.169281"
"1790.0";"5.068734"
"1800.0";"4.913064"
