# This .csv file was created 12.10.2024 14:33
# extracted out of file ie_prod_mol.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CAD/6fxb_cad_3
# Original file was created by command :
"GROMACS Energies"
"Time (ps)";"Coul-SR:Protein-MOL";"LJ-SR:Protein-MOL"
"0.0";"-328.474884";"-106.895874"
"10.0";"-293.595581";"-119.292381"
"20.0";"-322.266693";"-100.503532"
"30.0";"-349.637848";"-96.557487"
"40.0";"-269.279846";"-116.363586"
"50.0";"-300.620392";"-110.540657"
"60.0";"-363.455841";"-85.142006"
"70.0";"-328.445435";"-74.701744"
"80.0";"-259.599091";"-106.871376"
"90.0";"-303.924438";"-75.156418"
"100.0";"-338.414978";"-65.218353"
"110.0";"-302.028534";"-87.739746"
"120.0";"-267.443542";"-120.656433"
"130.0";"-334.488037";"-94.700623"
"140.0";"-354.99176";"-96.202995"
"150.0";"-335.653046";"-90.207375"
"160.0";"-324.440002";"-109.385468"
"170.0";"-319.209503";"-118.203995"
"180.0";"-359.466675";"-96.735626"
"190.0";"-333.010651";"-103.301796"
"200.0";"-333.890228";"-80.221375"
"210.0";"-306.77124";"-106.595619"
"220.0";"-280.011597";"-105.783661"
"230.0";"-312.436554";"-108.020462"
"240.0";"-308.276154";"-102.401909"
"250.0";"-358.036285";"-107.849548"
"260.0";"-389.758209";"-85.08728"
"270.0";"-337.714661";"-76.214516"
"280.0";"-349.751221";"-74.607567"
"290.0";"-336.572754";"-66.727989"
"300.0";"-303.375061";"-69.451065"
"310.0";"-311.239777";"-72.815407"
"320.0";"-295.31073";"-70.09417"
"330.0";"-341.798157";"-80.095001"
"340.0";"-347.837189";"-67.977959"
"350.0";"-252.408936";"-77.208038"
"360.0";"-223.077194";"-86.852547"
"370.0";"-387.901123";"-59.474709"
"380.0";"-290.483093";"-74.537178"
"390.0";"-276.771606";"-66.37175"
"400.0";"-349.795319";"-65.115669"
"410.0";"-344.286285";"-62.991516"
"420.0";"-303.224976";"-91.598892"
"430.0";"-349.822968";"-91.530449"
"440.0";"-317.141296";"-68.269348"
"450.0";"-322.381561";"-74.573822"
"460.0";"-350.988129";"-77.107246"
"470.0";"-344.511719";"-84.639893"
"480.0";"-363.643311";"-57.820709"
"490.0";"-321.217377";"-87.138168"
"500.0";"-315.39566";"-79.278023"
"510.0";"-288.542664";"-75.229111"
"520.0";"-338.837738";"-73.127708"
"530.0";"-332.195404";"-59.511566"
"540.0";"-325.100952";"-84.87925"
"550.0";"-390.268372";"-55.3647"
"560.0";"-359.779083";"-62.064655"
"570.0";"-377.405212";"-83.689423"
"580.0";"-371.255493";"-91.363907"
"590.0";"-361.688171";"-97.85601"
"600.0";"-324.726776";"-110.131943"
"610.0";"-361.502747";"-93.699867"
"620.0";"-316.852448";"-93.246941"
"630.0";"-380.253174";"-67.730911"
"640.0";"-356.022064";"-98.980988"
"650.0";"-340.129974";"-88.786636"
"660.0";"-386.928314";"-68.45829"
"670.0";"-338.841736";"-79.012413"
"680.0";"-372.561707";"-87.412476"
"690.0";"-355.300873";"-93.892685"
"700.0";"-376.262451";"-104.936455"
"710.0";"-330.608124";"-95.243484"
"720.0";"-357.355255";"-83.93972"
"730.0";"-365.06485";"-81.741486"
"740.0";"-344.016418";"-87.576874"
"750.0";"-375.849548";"-85.113892"
"760.0";"-351.081757";"-67.717377"
"770.0";"-351.763367";"-94.978828"
"780.0";"-320.72821";"-93.591995"
"790.0";"-320.301636";"-101.939255"
"800.0";"-341.273224";"-108.006592"
"810.0";"-347.419128";"-83.496567"
"820.0";"-367.453918";"-73.724701"
"830.0";"-360.661041";"-93.595131"
"840.0";"-361.653473";"-75.766296"
"850.0";"-345.42627";"-76.875526"
"860.0";"-383.729767";"-82.209679"
"870.0";"-391.803101";"-86.013412"
"880.0";"-324.620056";"-100.485298"
"890.0";"-304.678314";"-99.375984"
"900.0";"-361.139282";"-80.682632"
"910.0";"-360.393585";"-86.777618"
"920.0";"-343.993408";"-78.805664"
"930.0";"-393.569";"-77.69738"
"940.0";"-355.785431";"-74.391243"
"950.0";"-317.910248";"-90.756142"
"960.0";"-304.361237";"-90.770805"
"970.0";"-223.309677";"-88.088852"
"980.0";"-220.571304";"-90.885963"
"990.0";"-242.688049";"-99.379951"
"1000.0";"-230.012787";"-94.558456"
"1010.0";"-249.381836";"-83.941917"
"1020.0";"-253.952255";"-59.154762"
"1030.0";"-228.800827";"-94.530739"
"1040.0";"-218.608215";"-72.976059"
"1050.0";"-183.628876";"-80.929214"
"1060.0";"-233.724472";"-74.452805"
"1070.0";"-188.234589";"-85.996063"
"1080.0";"-165.713608";"-74.185104"
"1090.0";"-170.652786";"-69.475723"
"1100.0";"-197.240448";"-94.582718"
"1110.0";"-183.063538";"-94.095108"
"1120.0";"-220.532761";"-81.21151"
"1130.0";"-176.901031";"-88.569847"
"1140.0";"-273.430695";"-84.127586"
"1150.0";"-190.074219";"-94.84623"
"1160.0";"-293.033203";"-98.216034"
"1170.0";"-368.566376";"-73.407181"
"1180.0";"-326.022827";"-69.1334"
"1190.0";"-239.030563";"-83.827522"
"1200.0";"-239.612915";"-85.00975"
"1210.0";"-186.526917";"-75.529999"
"1220.0";"-189.430023";"-91.217941"
"1230.0";"-243.830322";"-88.649544"
"1240.0";"-205.628799";"-76.385284"
"1250.0";"-191.119934";"-68.317291"
"1260.0";"-229.16275";"-69.164642"
"1270.0";"-219.473099";"-86.085548"
"1280.0";"-188.652191";"-95.666611"
"1290.0";"-197.611374";"-90.774902"
"1300.0";"-214.943909";"-80.480667"
"1310.0";"-237.326752";"-84.539383"
"1320.0";"-209.854767";"-96.874496"
"1330.0";"-295.949066";"-64.567139"
"1340.0";"-316.947662";"-63.080532"
"1350.0";"-222.007492";"-97.857605"
"1360.0";"-229.993088";"-98.770988"
"1370.0";"-238.230011";"-87.174057"
"1380.0";"-268.22818";"-78.748383"
"1390.0";"-278.888306";"-73.091003"
"1400.0";"-220.828979";"-93.95417"
"1410.0";"-244.589355";"-92.990433"
"1420.0";"-277.012085";"-70.401413"
"1430.0";"-224.336929";"-86.607216"
"1440.0";"-240.885712";"-91.687881"
"1450.0";"-276.889038";"-82.654243"
"1460.0";"-273.20047";"-77.788429"
"1470.0";"-267.767822";"-78.939606"
"1480.0";"-259.32196";"-60.277306"
"1490.0";"-221.988754";"-83.229904"
"1500.0";"-224.756836";"-60.605095"
"1510.0";"-186.393158";"-77.092964"
"1520.0";"-228.990295";"-75.990822"
"1530.0";"-201.899109";"-80.356529"
"1540.0";"-251.76004";"-50.252274"
"1550.0";"-200.84079";"-82.182091"
"1560.0";"-219.909485";"-72.508438"
"1570.0";"-167.888275";"-99.109764"
"1580.0";"-233.094788";"-70.597977"
"1590.0";"-175.000946";"-75.200493"
"1600.0";"-159.184113";"-79.502579"
"1610.0";"-190.821121";"-77.576622"
"1620.0";"-163.324005";"-71.028458"
"1630.0";"-140.350494";"-87.488045"
