# This .csv file was created 12.10.2024 14:34
# extracted out of file prod_center_rottrans_gyration.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CAB/6fxb_cab_2
# Original file was created by command :
"Radius of gyration (total and around axes)"
"Time (ps)";"Rg";"Rg\sX\N";"Rg\sY\N";"Rg\sZ\N"
"0.0";"2.1444";"1.96132";"1.96516";"1.21995"
"10.0";"2.15267";"1.96987";"1.97085";"1.22609"
"20.0";"2.15815";"1.97665";"1.97631";"1.22568"
"30.0";"2.15771";"1.97598";"1.97347";"1.22976"
"40.0";"2.15802";"1.97826";"1.97362";"1.22698"
"50.0";"2.14567";"1.96433";"1.96081";"1.22656"
"60.0";"2.14769";"1.96717";"1.96224";"1.22678"
"70.0";"2.13693";"1.9521";"1.9562";"1.2229"
"80.0";"2.1407";"1.95812";"1.95797";"1.22366"
"90.0";"2.15105";"1.97102";"1.97024";"1.21953"
"100.0";"2.13779";"1.95325";"1.9532";"1.22887"
"110.0";"2.14192";"1.96329";"1.95791";"1.21972"
"120.0";"2.14121";"1.95804";"1.95583";"1.22899"
"130.0";"2.14677";"1.96602";"1.96486";"1.22118"
"140.0";"2.12918";"1.94553";"1.94401";"1.22577"
"150.0";"2.12586";"1.94273";"1.94001";"1.22504"
"160.0";"2.13649";"1.95627";"1.9499";"1.22476"
"170.0";"2.13833";"1.95614";"1.95658";"1.22075"
"180.0";"2.14022";"1.96132";"1.95502";"1.22153"
"190.0";"2.14597";"1.97033";"1.95849";"1.22169"
"200.0";"2.14686";"1.96947";"1.96037";"1.22317"
"210.0";"2.14447";"1.96683";"1.95876";"1.22161"
"220.0";"2.1445";"1.96666";"1.95967";"1.22054"
"230.0";"2.15739";"1.97781";"1.97352";"1.22561"
"240.0";"2.15248";"1.97108";"1.97013";"1.22465"
"250.0";"2.15046";"1.97276";"1.96678";"1.22023"
"260.0";"2.15172";"1.97412";"1.9666";"1.22278"
"270.0";"2.14467";"1.96569";"1.95737";"1.22637"
"280.0";"2.13487";"1.95317";"1.94567";"1.23078"
"290.0";"2.14416";"1.96295";"1.95847";"1.22721"
"300.0";"2.14627";"1.96282";"1.95922";"1.23357"
"310.0";"2.13126";"1.94936";"1.94188";"1.23031"
"320.0";"2.13501";"1.95623";"1.9447";"1.22794"
"330.0";"2.13792";"1.95678";"1.94974";"1.22921"
"340.0";"2.14565";"1.96444";"1.96263";"1.2234"
"350.0";"2.1577";"1.97812";"1.97505";"1.22375"
"360.0";"2.15724";"1.97724";"1.9773";"1.21991"
"370.0";"2.12864";"1.94828";"1.94059";"1.22496"
"380.0";"2.1437";"1.96475";"1.95639";"1.22605"
"390.0";"2.13963";"1.96288";"1.95204";"1.22176"
"400.0";"2.15232";"1.97356";"1.96791";"1.22366"
"410.0";"2.14982";"1.96926";"1.96852";"1.22082"
"420.0";"2.15746";"1.9812";"1.97219";"1.22252"
"430.0";"2.14695";"1.97064";"1.96451";"1.21492"
"440.0";"2.14828";"1.97137";"1.96507";"1.21754"
"450.0";"2.14238";"1.96517";"1.95876";"1.21695"
"460.0";"2.15199";"1.97457";"1.96863";"1.21971"
"470.0";"2.14422";"1.96487";"1.96168";"1.2192"
"480.0";"2.14264";"1.96178";"1.95808";"1.22442"
"490.0";"2.1417";"1.9648";"1.95873";"1.2152"
"500.0";"2.14059";"1.96255";"1.96";"1.21287"
"510.0";"2.13997";"1.96477";"1.95491";"1.21529"
"520.0";"2.14203";"1.96665";"1.96054";"1.21043"
"530.0";"2.14864";"1.97187";"1.96439";"1.21911"
"540.0";"2.14375";"1.96302";"1.96203";"1.21996"
"550.0";"2.14555";"1.9704";"1.96236";"1.21385"
"560.0";"2.13732";"1.95774";"1.95154";"1.2227"
"570.0";"2.12894";"1.94883";"1.94316";"1.22105"
"580.0";"2.14527";"1.96869";"1.96058";"1.21849"
"590.0";"2.14298";"1.96621";"1.95631";"1.22131"
"600.0";"2.15255";"1.97662";"1.97176";"1.21331"
"610.0";"2.14652";"1.96653";"1.96634";"1.2171"
"620.0";"2.1419";"1.96035";"1.95979";"1.22134"
"630.0";"2.14087";"1.96262";"1.95698";"1.2186"
"640.0";"2.14756";"1.97029";"1.96423";"1.21811"
"650.0";"2.16463";"1.99077";"1.98421";"1.21285"
"660.0";"2.15205";"1.97425";"1.97005";"1.21812"
"670.0";"2.15331";"1.97766";"1.97047";"1.21638"
"680.0";"2.15433";"1.97723";"1.97113";"1.21962"
"690.0";"2.14821";"1.97089";"1.96581";"1.21688"
"700.0";"2.1588";"1.98255";"1.97665";"1.21787"
"710.0";"2.1522";"1.97411";"1.97141";"1.21669"
"720.0";"2.15871";"1.98231";"1.97719";"1.21708"
"730.0";"2.15716";"1.97897";"1.97478";"1.2209"
"740.0";"2.14301";"1.96351";"1.961";"1.21822"
"750.0";"2.15517";"1.97792";"1.97282";"1.21874"
"760.0";"2.15891";"1.98234";"1.97679";"1.21835"
"770.0";"2.15576";"1.97599";"1.97158";"1.22595"
"780.0";"2.15341";"1.97661";"1.97142";"1.21693"
"790.0";"2.15501";"1.97694";"1.9724";"1.22046"
"800.0";"2.16304";"1.98774";"1.98278";"1.21448"
"810.0";"2.16476";"1.98725";"1.9851";"1.21762"
"820.0";"2.14967";"1.9704";"1.96981";"1.21635"
"830.0";"2.15028";"1.97387";"1.96733";"1.21689"
"840.0";"2.15137";"1.97798";"1.96799";"1.21301"
"850.0";"2.14478";"1.963";"1.96483";"1.21911"
"860.0";"2.14456";"1.96577";"1.96147";"1.2193"
"870.0";"2.14253";"1.96498";"1.9577";"1.2195"
"880.0";"2.14039";"1.95895";"1.9576";"1.2218"
"890.0";"2.14743";"1.96823";"1.96522";"1.2194"
"900.0";"2.14561";"1.96664";"1.96261";"1.21976"
"910.0";"2.14279";"1.96127";"1.9612";"1.22076"
"920.0";"2.14229";"1.9647";"1.95739";"1.21959"
"930.0";"2.14536";"1.96774";"1.96094";"1.21976"
"940.0";"2.14217";"1.96256";"1.96001";"1.21841"
"950.0";"2.1399";"1.9618";"1.95803";"1.21481"
"960.0";"2.14987";"1.97243";"1.96714";"1.21812"
"970.0";"2.14011";"1.96053";"1.95756";"1.21836"
"980.0";"2.14574";"1.96643";"1.96308";"1.21978"
"990.0";"2.13839";"1.95873";"1.95677";"1.21651"
"1000.0";"2.14786";"1.96881";"1.96603";"1.21864"
"1010.0";"2.15569";"1.98083";"1.97303";"1.21549"
"1020.0";"2.15033";"1.97354";"1.96817";"1.21623"
"1030.0";"2.161";"1.98405";"1.97872";"1.21985"
"1040.0";"2.17661";"1.99994";"1.99839";"1.21734"
"1050.0";"2.16113";"1.98441";"1.98095";"1.21611"
"1060.0";"2.16179";"1.98419";"1.98279";"1.21581"
"1070.0";"2.15055";"1.97296";"1.96796";"1.21831"
"1080.0";"2.15897";"1.98157";"1.98118";"1.21268"
"1090.0";"2.16888";"1.99371";"1.98871";"1.21582"
"1100.0";"2.13965";"1.96143";"1.95815";"1.21433"
"1110.0";"2.1565";"1.98118";"1.97439";"1.21559"
"1120.0";"2.1601";"1.98243";"1.9792";"1.21852"
"1130.0";"2.15763";"1.97929";"1.97787";"1.21703"
"1140.0";"2.14709";"1.96997";"1.96394";"1.21744"
"1150.0";"2.14907";"1.97296";"1.96839";"1.2124"
"1160.0";"2.15103";"1.97153";"1.9724";"1.21513"
"1170.0";"2.14552";"1.96696";"1.96579";"1.21378"
"1180.0";"2.15843";"1.9817";"1.98014";"1.21226"
"1190.0";"2.15363";"1.97417";"1.97395";"1.21754"
"1200.0";"2.1515";"1.97599";"1.97189";"1.21036"
"1210.0";"2.14917";"1.97";"1.96779";"1.21852"
"1220.0";"2.16354";"1.98943";"1.98557";"1.20893"
"1230.0";"2.14925";"1.96978";"1.97056";"1.21464"
"1240.0";"2.17095";"1.99376";"1.99231";"1.21723"
"1250.0";"2.16799";"1.99303";"1.9903";"1.21116"
"1260.0";"2.14443";"1.96527";"1.96693";"1.21082"
"1270.0";"2.14878";"1.96962";"1.97051";"1.21332"
"1280.0";"2.14034";"1.95839";"1.96073";"1.21753"
"1290.0";"2.13645";"1.95882";"1.95618";"1.21047"
"1300.0";"2.14176";"1.96519";"1.95932";"1.21382"
"1310.0";"2.14268";"1.96667";"1.95854";"1.21592"
"1320.0";"2.13887";"1.96018";"1.95604";"1.21702"
"1330.0";"2.14732";"1.97097";"1.96691";"1.2118"
"1340.0";"2.14914";"1.97324";"1.96596";"1.2161"
"1350.0";"2.15321";"1.97501";"1.97266";"1.21679"
"1360.0";"2.15339";"1.97849";"1.97231";"1.21235"
"1370.0";"2.15063";"1.97438";"1.97261";"1.20874"
"1380.0";"2.15237";"1.97433";"1.97222";"1.21563"
"1390.0";"2.13601";"1.95436";"1.95582";"1.2167"
"1400.0";"2.14701";"1.97012";"1.96804";"1.21026"
"1410.0";"2.15215";"1.97479";"1.97301";"1.21282"
"1420.0";"2.15745";"1.98229";"1.98021";"1.20765"
"1430.0";"2.16732";"1.99346";"1.988";"1.21182"
"1440.0";"2.15292";"1.97342";"1.97363";"1.21675"
"1450.0";"2.1689";"1.99176";"1.99313";"1.21185"
"1460.0";"2.1532";"1.97595";"1.97263";"1.21526"
"1470.0";"2.15977";"1.98159";"1.98226";"1.21375"
"1480.0";"2.15256";"1.97421";"1.97341";"1.21456"
"1490.0";"2.14877";"1.96996";"1.97186";"1.21055"
"1500.0";"2.14705";"1.96789";"1.96632";"1.21683"
"1510.0";"2.14752";"1.97143";"1.96586";"1.21349"
"1520.0";"2.14877";"1.97224";"1.96855";"1.21225"
"1530.0";"2.15243";"1.97664";"1.97459";"1.20822"
"1540.0";"2.15154";"1.97372";"1.97496";"1.20921"
"1550.0";"2.1473";"1.9699";"1.96832";"1.21119"
"1560.0";"2.14902";"1.97097";"1.97142";"1.21052"
"1570.0";"2.14574";"1.96956";"1.96462";"1.21223"
"1580.0";"2.15325";"1.9787";"1.97259";"1.21103"
"1590.0";"2.15322";"1.97772";"1.97319";"1.21155"
"1600.0";"2.15025";"1.9725";"1.97173";"1.2119"
"1610.0";"2.17075";"1.99774";"1.99142";"1.21144"
"1620.0";"2.15145";"1.97517";"1.97092";"1.21311"
"1630.0";"2.15312";"1.97576";"1.97178";"1.21666"
"1640.0";"2.14241";"1.96092";"1.96191";"1.21882"
"1650.0";"2.14032";"1.96085";"1.95862";"1.21689"
"1660.0";"2.1567";"1.98274";"1.97566";"1.2117"
"1670.0";"2.1536";"1.97733";"1.96939";"1.21969"
"1680.0";"2.14723";"1.96814";"1.96562";"1.21815"
"1690.0";"2.14339";"1.96698";"1.95955";"1.2163"
"1700.0";"2.14518";"1.96595";"1.96308";"1.21857"
"1710.0";"2.14605";"1.96832";"1.96215";"1.21932"
"1720.0";"2.14855";"1.97076";"1.96573";"1.21843"
"1730.0";"2.14039";"1.96168";"1.95675";"1.2188"
"1740.0";"2.13945";"1.95969";"1.95946";"1.21434"
"1750.0";"2.14013";"1.9603";"1.96004";"1.21481"
"1760.0";"2.14395";"1.96569";"1.96293";"1.21492"
"1770.0";"2.15169";"1.97328";"1.97077";"1.21729"
"1780.0";"2.14793";"1.96915";"1.96752";"1.21595"
"1790.0";"2.12797";"1.94557";"1.9466";"1.21738"
"1800.0";"2.13916";"1.95682";"1.96016";"1.2168"
"1810.0";"2.1468";"1.96444";"1.9678";"1.21913"
"1820.0";"2.14362";"1.96431";"1.96213";"1.21726"
"1830.0";"2.14545";"1.96418";"1.9644";"1.22028"
"1840.0";"2.14758";"1.9673";"1.9679";"1.21709"
"1850.0";"2.15332";"1.97364";"1.97376";"1.2176"
"1860.0";"2.15533";"1.9756";"1.97661";"1.21694"
"1870.0";"2.1498";"1.96786";"1.96918";"1.22193"
"1880.0";"2.15368";"1.97575";"1.97233";"1.21778"
"1890.0";"2.15365";"1.97585";"1.97063";"1.22027"
"1900.0";"2.15515";"1.97861";"1.97209";"1.21874"
"1910.0";"2.16522";"1.9873";"1.98471";"1.2198"
"1920.0";"2.15433";"1.97868";"1.97188";"1.21604"
"1930.0";"2.16853";"1.99428";"1.98691";"1.2166"
"1940.0";"2.1616";"1.98469";"1.98143";"1.21652"
"1950.0";"2.15889";"1.98099";"1.97671";"1.22061"
"1960.0";"2.15772";"1.98147";"1.9766";"1.21589"
"1970.0";"2.15643";"1.98116";"1.97665";"1.2117"
"1980.0";"2.15123";"1.97389";"1.97006";"1.21581"
"1990.0";"2.15534";"1.97783";"1.97557";"1.21503"
"2000.0";"2.14688";"1.96638";"1.96417";"1.22213"
"2010.0";"2.14914";"1.97163";"1.96493";"1.22039"
"2020.0";"2.14194";"1.96433";"1.9587";"1.21685"
"2030.0";"2.14872";"1.97206";"1.96441";"1.21904"
"2040.0";"2.1414";"1.9592";"1.95926";"1.22231"
"2050.0";"2.15543";"1.97507";"1.97385";"1.22263"
"2060.0";"2.14176";"1.95868";"1.95922";"1.22446"
"2070.0";"2.15203";"1.9742";"1.97068";"1.21714"
"2080.0";"2.14409";"1.96425";"1.9603";"1.22197"
"2090.0";"2.16043";"1.98088";"1.98071";"1.21976"
"2100.0";"2.16639";"1.9919";"1.9852";"1.21563"
"2110.0";"2.1603";"1.98349";"1.97956";"1.21692"
"2120.0";"2.1531";"1.97797";"1.97313";"1.21082"
"2130.0";"2.15517";"1.97839";"1.97385";"1.2163"
"2140.0";"2.16132";"1.98768";"1.97863";"1.21521"
"2150.0";"2.1662";"1.9934";"1.98609";"1.21107"
"2160.0";"2.15647";"1.98096";"1.97537";"1.21428"
"2170.0";"2.15726";"1.98244";"1.97589";"1.21382"
"2180.0";"2.15222";"1.97762";"1.97147";"1.21097"
"2190.0";"2.15906";"1.98531";"1.97701";"1.2137"
"2200.0";"2.16073";"1.98654";"1.97803";"1.21595"
"2210.0";"2.16919";"1.99508";"1.99065";"1.2115"
"2220.0";"2.1636";"1.98703";"1.98592";"1.21252"
