# This .csv file was created 12.10.2024 14:36
# extracted out of file ie_prod_mol.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CA/6fxb_ca_2
# Original file was created by command :
"GROMACS Energies"
"Time (ps)";"Coul-SR:Protein-MOL";"LJ-SR:Protein-MOL"
"0.0";"-12.372631";"-41.183563"
"10.0";"-12.70952";"-38.575451"
"20.0";"-5.678947";"-37.565449"
"30.0";"-2.225757";"-14.895839"
"40.0";"8.086264";"-15.720897"
"50.0";"-13.924335";"-29.945786"
"60.0";"-37.239155";"-28.467131"
"70.0";"-36.06369";"-33.800774"
"80.0";"-25.933861";"-29.574129"
"90.0";"-25.053015";"-33.012127"
"100.0";"-13.287692";"-24.015453"
"110.0";"-35.916466";"-28.14786"
"120.0";"-21.503904";"-36.658607"
"130.0";"-29.991056";"-42.821484"
"140.0";"-63.792282";"-25.571308"
"150.0";"-26.194473";"-38.760841"
"160.0";"-54.325447";"-34.184593"
"170.0";"-33.452202";"-32.984364"
"180.0";"-33.642185";"-27.062763"
"190.0";"-17.257341";"-33.060272"
"200.0";"-36.266449";"-27.201744"
"210.0";"-32.928391";"-34.256329"
"220.0";"-19.910387";"-43.287941"
"230.0";"-37.949287";"-44.868126"
"240.0";"-38.693455";"-54.008251"
"250.0";"-44.039795";"-48.38789"
"260.0";"-100.950844";"-55.895721"
"270.0";"-88.677689";"-37.353119"
"280.0";"-125.370583";"-23.103247"
"290.0";"-13.429347";"-27.709269"
"300.0";"-46.786762";"-31.80238"
"310.0";"-99.737122";"-36.473312"
"320.0";"-36.659004";"-31.552649"
"330.0";"-128.268738";"-30.685375"
"340.0";"-61.728817";"-29.891558"
"350.0";"-12.51954";"-38.487907"
"360.0";"-44.353939";"-19.243334"
"370.0";"-37.471272";"-31.301533"
"380.0";"-59.130165";"-27.269884"
"390.0";"-11.11074";"-24.833277"
"400.0";"-14.157456";"-21.737553"
"410.0";"-13.559633";"-24.870033"
"420.0";"-16.864525";"-26.153919"
"430.0";"14.724596";"-29.890341"
"440.0";"-23.977934";"-30.818836"
"450.0";"-63.9487";"-17.207619"
"460.0";"-82.653191";"-11.898299"
"470.0";"-100.788231";"0.735728"
"480.0";"-80.502319";"-5.2932"
"490.0";"-68.311005";"-12.15941"
"500.0";"19.399689";"-6.396936"
"510.0";"-18.673044";"-4.175718"
"520.0";"-7.158258";"-11.810602"
"530.0";"15.371115";"-4.562011"
"540.0";"-4.752317";"-3.753395"
"550.0";"-6.204871";"-4.78142"
"560.0";"-6.233092";"-6.272761"
"570.0";"-15.909941";"-15.600187"
"580.0";"-11.720606";"-13.272615"
"590.0";"-28.917503";"-20.298412"
"600.0";"-7.401335";"-18.177477"
"610.0";"-40.389431";"-13.979062"
"620.0";"-27.103674";"-15.055525"
"630.0";"-18.641357";"-29.796038"
"640.0";"-14.391092";"-29.520365"
"650.0";"-5.410171";"-35.36198"
"660.0";"-21.906458";"-36.717255"
"670.0";"-23.124708";"-32.546345"
"680.0";"-25.569275";"-29.313639"
"690.0";"-17.413349";"-30.328878"
"700.0";"-10.242577";"-33.774155"
"710.0";"-18.536875";"-37.579716"
"720.0";"2.749033";"-37.321815"
"730.0";"5.349332";"-38.929241"
"740.0";"-37.633129";"-43.655121"
"750.0";"-9.46634";"-43.538757"
"760.0";"24.05319";"-43.318825"
"770.0";"11.465408";"-44.240479"
"780.0";"-48.228004";"-63.904129"
"790.0";"-2.034584";"-64.503281"
"800.0";"-1.279888";"-63.851166"
"810.0";"-19.606838";"-39.149456"
"820.0";"12.911438";"-46.792568"
"830.0";"-13.08821";"-28.778885"
"840.0";"35.966938";"-34.979736"
"850.0";"-29.854689";"-29.092716"
"860.0";"-9.034019";"-23.591377"
"870.0";"-79.761093";"-19.916876"
"880.0";"13.530796";"-43.455574"
"890.0";"-20.805096";"-23.233521"
"900.0";"24.758085";"-50.295128"
