# This .csv file was created 12.10.2024 14:29
# extracted out of file prod_center_rottrans_p2_gyration.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CLAB/6fxb_clab_2
# Original file was created by command :
"Radius of gyration (total and around axes)"
"Time (ps)";"Rg";"Rg\sX\N";"Rg\sY\N";"Rg\sZ\N"
"0.0";"1.48382";"1.19857";"1.23112";"1.20466"
"10.0";"1.48696";"1.19836";"1.23431";"1.20935"
"20.0";"1.49005";"1.20528";"1.23179";"1.21263"
"30.0";"1.49153";"1.19676";"1.2406";"1.21572"
"40.0";"1.48888";"1.19538";"1.23957";"1.21164"
"50.0";"1.49486";"1.1979";"1.24193";"1.22141"
"60.0";"1.49403";"1.19335";"1.24417";"1.22156"
"70.0";"1.4938";"1.18823";"1.24964";"1.22041"
"80.0";"1.49794";"1.20073";"1.24767";"1.22033"
"90.0";"1.49469";"1.20357";"1.24311";"1.21421"
"100.0";"1.49665";"1.19957";"1.24675";"1.21925"
"110.0";"1.49668";"1.19975";"1.25118";"1.2146"
"120.0";"1.48677";"1.19793";"1.24133";"1.2021"
"130.0";"1.49149";"1.20909";"1.24503";"1.19877"
"140.0";"1.49471";"1.20022";"1.24619";"1.21442"
"150.0";"1.49315";"1.20336";"1.247";"1.20661"
"160.0";"1.49367";"1.20088";"1.24468";"1.21276"
"170.0";"1.48843";"1.19874";"1.23977";"1.20699"
"180.0";"1.49432";"1.20108";"1.24902";"1.2097"
"190.0";"1.4966";"1.20388";"1.24677";"1.21486"
"200.0";"1.49255";"1.20408";"1.24151";"1.21008"
"210.0";"1.49348";"1.20969";"1.2415";"1.20677"
"220.0";"1.49311";"1.20753";"1.24092";"1.20861"
"230.0";"1.48467";"1.20574";"1.2294";"1.20134"
"240.0";"1.49387";"1.20761";"1.24425";"1.20697"
"250.0";"1.49253";"1.21047";"1.23829";"1.20692"
"260.0";"1.49284";"1.20258";"1.2359";"1.21797"
