# This .csv file was created 12.10.2024 14:35
# extracted out of file prod_mindist_mol19_outer_dimer_area.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CA/6fxb_ca_1
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"MOL19-outer_dimer_area"
"0.0";"5.236851"
"10.0";"5.073868"
"20.0";"5.342449"
"30.0";"4.982069"
"40.0";"5.116607"
"50.0";"4.86923"
"60.0";"5.14769"
"70.0";"5.231056"
"80.0";"5.045918"
"90.0";"4.742044"
"100.0";"4.698327"
"110.0";"4.759757"
"120.0";"5.01515"
"130.0";"4.962004"
"140.0";"4.809256"
"150.0";"4.999896"
"160.0";"4.648905"
"170.0";"5.027491"
"180.0";"5.256149"
"190.0";"5.08577"
"200.0";"5.223301"
"210.0";"5.403852"
"220.0";"4.982003"
"230.0";"5.22008"
"240.0";"5.545698"
"250.0";"5.642702"
"260.0";"5.71326"
"270.0";"5.740233"
"280.0";"6.067733"
"290.0";"6.274806"
"300.0";"6.886349"
"310.0";"6.778673"
"320.0";"6.496097"
"330.0";"6.823723"
"340.0";"6.58932"
"350.0";"6.39537"
"360.0";"6.513311"
"370.0";"6.55932"
"380.0";"6.973975"
"390.0";"6.865898"
"400.0";"7.454376"
"410.0";"7.15127"
"420.0";"7.192974"
"430.0";"7.298727"
"440.0";"7.513301"
"450.0";"7.632648"
"460.0";"7.552677"
"470.0";"7.586773"
"480.0";"7.604578"
"490.0";"7.763513"
"500.0";"7.783445"
"510.0";"7.768548"
"520.0";"7.682994"
"530.0";"7.908548"
"540.0";"7.761925"
"550.0";"7.688579"
"560.0";"7.394189"
"570.0";"7.280899"
"580.0";"7.289966"
"590.0";"7.421461"
"600.0";"7.631683"
"610.0";"7.898346"
"620.0";"7.733175"
"630.0";"8.047257"
"640.0";"7.804982"
"650.0";"7.659894"
"660.0";"7.229812"
"670.0";"7.421516"
"680.0";"7.324855"
"690.0";"7.269375"
"700.0";"7.255766"
"710.0";"7.385195"
"720.0";"7.21673"
"730.0";"7.097824"
"740.0";"7.391199"
"750.0";"7.584557"
"760.0";"7.226544"
"770.0";"7.237324"
"780.0";"7.170758"
"790.0";"7.124276"
"800.0";"7.107236"
"810.0";"6.671153"
"820.0";"6.972009"
