# This .csv file was created 12.10.2024 22:36
# extracted out of file prod_center_rottrans_p2_gyration.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/NOLIGAND/6fxb_noligand_3
# Original file was created by command :
"Radius of gyration (total and around axes)"
"Time (ps)";"Rg";"Rg\sX\N";"Rg\sY\N";"Rg\sZ\N"
"0.0";"1.48204";"1.19576";"1.22817";"1.20608"
"10.0";"1.48345";"1.19653";"1.22863";"1.20832"
"20.0";"1.4814";"1.19269";"1.22879";"1.20691"
"30.0";"1.4894";"1.20443";"1.23762";"1.20593"
"40.0";"1.48864";"1.20171";"1.23307";"1.21141"
"50.0";"1.48109";"1.18682";"1.23479";"1.20582"
"60.0";"1.48896";"1.1944";"1.23962";"1.21275"
"70.0";"1.49057";"1.19576";"1.23938";"1.2156"
"80.0";"1.48203";"1.19217";"1.23379";"1.20388"
"90.0";"1.4897";"1.19924";"1.23948";"1.20993"
"100.0";"1.49074";"1.20653";"1.23977";"1.20494"
"110.0";"1.48992";"1.20069";"1.24191";"1.20654"
"120.0";"1.48918";"1.20143";"1.23696";"1.20906"
"130.0";"1.48844";"1.19602";"1.23629";"1.21327"
"140.0";"1.48887";"1.19877";"1.23872";"1.20913"
"150.0";"1.49215";"1.20453";"1.23974";"1.21045"
"160.0";"1.48739";"1.19812";"1.23348";"1.21149"
"170.0";"1.49641";"1.20375";"1.24795";"1.2133"
"180.0";"1.48768";"1.1965";"1.2369";"1.21031"
"190.0";"1.48742";"1.20296";"1.23366";"1.20656"
"200.0";"1.48882";"1.19689";"1.23664";"1.21298"
"210.0";"1.48824";"1.19794";"1.23582";"1.21136"
"220.0";"1.48922";"1.19909";"1.2401";"1.20826"
"230.0";"1.48663";"1.19408";"1.23529";"1.21177"
"240.0";"1.49567";"1.20681";"1.24289";"1.21364"
"250.0";"1.49215";"1.20043";"1.24192";"1.21227"
"260.0";"1.49367";"1.20267";"1.24221";"1.21349"
"270.0";"1.49243";"1.20329";"1.24138";"1.21069"
"280.0";"1.48861";"1.20355";"1.23135";"1.21125"
"290.0";"1.48925";"1.20148";"1.23369";"1.21251"
"300.0";"1.48979";"1.19782";"1.24277";"1.20819"
"310.0";"1.49289";"1.19735";"1.24292";"1.21611"
"320.0";"1.49205";"1.19976";"1.24497";"1.20956"
"330.0";"1.48344";"1.19987";"1.22863";"1.20497"
"340.0";"1.48661";"1.19907";"1.23321";"1.20889"
"350.0";"1.48637";"1.20415";"1.22992";"1.20661"
"360.0";"1.49123";"1.196";"1.23996";"1.2164"
"370.0";"1.48719";"1.19812";"1.23803";"1.20632"
"380.0";"1.49252";"1.20368";"1.23885";"1.21311"
"390.0";"1.48968";"1.20164";"1.23564";"1.21143"
"400.0";"1.49379";"1.20704";"1.23867";"1.21308"
"410.0";"1.48126";"1.19523";"1.22869";"1.20416"
"420.0";"1.48087";"1.19702";"1.22475";"1.20545"
"430.0";"1.49137";"1.20911";"1.23631";"1.20745"
"440.0";"1.48443";"1.20226";"1.22994";"1.2037"
"450.0";"1.49113";"1.20022";"1.23873";"1.21325"
"460.0";"1.49426";"1.20695";"1.24381";"1.20906"
"470.0";"1.49096";"1.20635";"1.24048";"1.20494"
"480.0";"1.49108";"1.20078";"1.23919";"1.21209"
"490.0";"1.49142";"1.20628";"1.23539";"1.21135"
"500.0";"1.4949";"1.21221";"1.24048";"1.20882"
"510.0";"1.48767";"1.20008";"1.23837";"1.20523"
"520.0";"1.49729";"1.20872";"1.2445";"1.21406"
"530.0";"1.49098";"1.21034";"1.23884";"1.20266"
"540.0";"1.49521";"1.21127";"1.23913";"1.21188"
