# This .csv file was created 12.10.2024 14:35
# extracted out of file prod_center_rottrans_gyration.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CA/6fxb_ca_3
# Original file was created by command :
"Radius of gyration (total and around axes)"
"Time (ps)";"Rg";"Rg\sX\N";"Rg\sY\N";"Rg\sZ\N"
"0.0";"2.14012";"1.9597";"1.95681";"1.22092"
"10.0";"2.14883";"1.96555";"1.96917";"1.22228"
"20.0";"2.13991";"1.95879";"1.95721";"1.22102"
"30.0";"2.15279";"1.97153";"1.97309";"1.22026"
"40.0";"2.15179";"1.97407";"1.97272";"1.21318"
"50.0";"2.15496";"1.9745";"1.9753";"1.21955"
"60.0";"2.15495";"1.97594";"1.97754";"1.2135"
"70.0";"2.14421";"1.96056";"1.96265";"1.22454"
"80.0";"2.14429";"1.96138";"1.95966";"1.22829"
"90.0";"2.14547";"1.96295";"1.96533";"1.22079"
"100.0";"2.13564";"1.9531";"1.95662";"1.21611"
"110.0";"2.14661";"1.96579";"1.96369";"1.22289"
"120.0";"2.14819";"1.97083";"1.96589";"1.21679"
"130.0";"2.14811";"1.96872";"1.96525";"1.22094"
"140.0";"2.1477";"1.97122";"1.96404";"1.21741"
"150.0";"2.14239";"1.96269";"1.95785";"1.22241"
"160.0";"2.15111";"1.96974";"1.96941";"1.22315"
"170.0";"2.14516";"1.96273";"1.96623";"1.21865"
"180.0";"2.14502";"1.96399";"1.96178";"1.22329"
"190.0";"2.1506";"1.9694";"1.96784";"1.22442"
"200.0";"2.14656";"1.9655";"1.96315";"1.22405"
"210.0";"2.1456";"1.96544";"1.9643";"1.21892"
"220.0";"2.14373";"1.96337";"1.96045";"1.22189"
"230.0";"2.14802";"1.96619";"1.96716";"1.22162"
"240.0";"2.14987";"1.97036";"1.96585";"1.2235"
"250.0";"2.16269";"1.98586";"1.98122";"1.21883"
"260.0";"2.14654";"1.96638";"1.96287";"1.22302"
"270.0";"2.14389";"1.96372";"1.95799";"1.22581"
"280.0";"2.14151";"1.9631";"1.9576";"1.21907"
"290.0";"2.15014";"1.96948";"1.96756";"1.22313"
"300.0";"2.14885";"1.97171";"1.96762";"1.21489"
"310.0";"2.14104";"1.96195";"1.95868";"1.21756"
