# This .csv file was created 12.10.2024 14:29
# extracted out of file prod_mindist_mol5_inner_dimer_area.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CLAB/6fxb_clab_2
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"MOL5-inner_dimer_area"
"0.0";"4.869063"
"10.0";"4.801097"
"20.0";"4.419142"
"30.0";"4.412155"
"40.0";"4.620907"
"50.0";"4.850188"
"60.0";"4.731183"
"70.0";"4.63788"
"80.0";"4.601713"
"90.0";"4.379812"
"100.0";"4.629688"
"110.0";"4.660748"
"120.0";"4.565219"
"130.0";"4.533163"
"140.0";"4.889315"
"150.0";"4.605021"
"160.0";"4.69719"
"170.0";"4.630899"
"180.0";"4.573376"
"190.0";"4.376311"
"200.0";"4.48672"
"210.0";"4.520834"
"220.0";"4.564672"
"230.0";"4.794448"
"240.0";"4.825029"
"250.0";"4.855477"
"260.0";"4.604736"
"270.0";"4.722428"
"280.0";"4.821293"
"290.0";"4.85778"
"300.0";"4.872071"
"310.0";"4.541322"
"320.0";"4.355833"
"330.0";"4.639894"
"340.0";"4.549706"
"350.0";"4.182639"
"360.0";"4.296772"
"370.0";"4.228803"
"380.0";"4.114922"
"390.0";"4.066398"
"400.0";"4.030947"
"410.0";"4.149774"
"420.0";"4.057819"
"430.0";"3.924452"
"440.0";"3.998568"
"450.0";"4.118412"
"460.0";"4.076068"
"470.0";"3.946727"
"480.0";"3.936806"
"490.0";"4.028889"
"500.0";"4.07529"
"510.0";"4.18383"
"520.0";"3.870597"
"530.0";"3.994774"
"540.0";"3.870921"
"550.0";"3.783529"
"560.0";"3.934823"
"570.0";"4.066184"
"580.0";"4.214518"
"590.0";"4.498236"
"600.0";"4.519086"
"610.0";"4.476934"
"620.0";"4.580311"
"630.0";"4.726816"
"640.0";"4.782609"
"650.0";"4.880908"
"660.0";"4.547733"
"670.0";"4.458967"
"680.0";"4.369419"
"690.0";"4.547086"
"700.0";"4.739617"
"710.0";"4.648255"
"720.0";"4.576558"
"730.0";"4.363058"
"740.0";"4.393444"
"750.0";"4.229143"
"760.0";"4.312173"
"770.0";"4.579086"
"780.0";"4.723203"
"790.0";"4.886256"
"800.0";"4.560351"
"810.0";"4.768059"
"820.0";"4.652098"
"830.0";"4.290281"
"840.0";"4.345736"
"850.0";"4.254622"
"860.0";"4.211795"
"870.0";"4.084693"
"880.0";"4.087179"
"890.0";"4.120588"
"900.0";"4.061769"
"910.0";"4.350945"
"920.0";"4.286422"
"930.0";"4.157305"
"940.0";"4.193526"
"950.0";"4.136725"
"960.0";"4.418921"
"970.0";"4.243972"
"980.0";"4.363328"
"990.0";"4.45302"
"1000.0";"4.550006"
"1010.0";"4.654645"
"1020.0";"4.793776"
"1030.0";"4.679173"
"1040.0";"4.485776"
"1050.0";"4.557675"
"1060.0";"4.425296"
"1070.0";"4.246978"
"1080.0";"4.400569"
"1090.0";"4.425689"
"1100.0";"4.624332"
"1110.0";"4.701934"
"1120.0";"4.903322"
"1130.0";"4.845487"
"1140.0";"4.872117"
"1150.0";"4.842723"
"1160.0";"4.924216"
"1170.0";"5.144217"
"1180.0";"5.072137"
"1190.0";"4.99403"
"1200.0";"5.033315"
