# This .csv file was created 12.10.2024 14:27
# extracted out of file prod_mindist_mol6_outer_dimer_area.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CLAD/6fxb_clad_1
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"MOL6-outer_dimer_area"
"0.0";"6.014755"
"10.0";"5.829718"
"20.0";"5.941388"
"30.0";"6.013561"
"40.0";"6.071932"
"50.0";"6.181276"
"60.0";"6.280883"
"70.0";"6.234591"
"80.0";"6.215504"
"90.0";"6.327633"
"100.0";"6.330764"
"110.0";"6.296435"
"120.0";"6.429966"
"130.0";"6.557444"
"140.0";"6.487584"
"150.0";"6.540222"
"160.0";"6.528143"
"170.0";"6.526225"
"180.0";"6.315089"
"190.0";"6.75857"
"200.0";"6.631763"
"210.0";"6.607122"
"220.0";"6.408377"
"230.0";"6.45972"
"240.0";"6.713624"
"250.0";"6.829303"
"260.0";"6.614883"
"270.0";"6.688395"
"280.0";"6.693033"
"290.0";"6.863042"
"300.0";"6.853148"
"310.0";"6.809397"
"320.0";"6.571249"
"330.0";"6.524057"
"340.0";"6.475356"
"350.0";"6.628818"
"360.0";"6.566534"
"370.0";"6.552707"
"380.0";"6.552328"
"390.0";"6.511031"
"400.0";"6.564024"
"410.0";"6.497129"
"420.0";"6.502541"
"430.0";"6.482476"
"440.0";"6.509224"
"450.0";"6.543767"
"460.0";"6.027673"
"470.0";"5.894795"
"480.0";"5.8083"
"490.0";"5.591337"
"500.0";"5.464072"
"510.0";"5.445448"
"520.0";"5.558472"
"530.0";"5.56287"
"540.0";"5.532228"
"550.0";"5.552756"
"560.0";"5.668942"
"570.0";"5.577322"
"580.0";"5.44609"
"590.0";"5.477639"
"600.0";"5.416278"
"610.0";"5.492482"
"620.0";"5.492035"
"630.0";"5.430153"
"640.0";"5.495771"
"650.0";"5.690174"
"660.0";"5.567512"
"670.0";"5.50042"
"680.0";"5.615191"
"690.0";"5.718156"
"700.0";"5.549462"
"710.0";"5.363744"
"720.0";"5.201534"
"730.0";"5.24384"
"740.0";"5.53099"
"750.0";"5.515065"
"760.0";"5.654371"
"770.0";"5.70514"
"780.0";"5.778542"
"790.0";"5.974124"
"800.0";"5.884328"
"810.0";"5.918523"
"820.0";"5.703127"
"830.0";"5.64899"
"840.0";"5.496773"
"850.0";"5.316834"
"860.0";"5.325617"
"870.0";"5.232534"
"880.0";"5.127491"
"890.0";"5.10136"
"900.0";"5.144966"
"910.0";"4.803852"
"920.0";"4.757516"
"930.0";"4.584093"
"940.0";"4.450899"
"950.0";"4.520617"
"960.0";"4.86826"
"970.0";"4.922666"
"980.0";"5.063876"
"990.0";"5.265959"
"1000.0";"5.228329"
"1010.0";"5.213481"
"1020.0";"5.226283"
"1030.0";"5.411625"
"1040.0";"5.50731"
"1050.0";"5.385602"
"1060.0";"5.397928"
"1070.0";"5.514903"
"1080.0";"5.294449"
"1090.0";"5.237924"
"1100.0";"5.233031"
"1110.0";"5.533369"
"1120.0";"5.951499"
"1130.0";"5.714562"
"1140.0";"5.447311"
"1150.0";"5.484512"
"1160.0";"5.274529"
"1170.0";"5.309615"
"1180.0";"5.384866"
"1190.0";"5.423059"
"1200.0";"5.330789"
"1210.0";"5.170039"
"1220.0";"5.132133"
"1230.0";"5.112053"
"1240.0";"5.064612"
"1250.0";"4.843062"
"1260.0";"4.912457"
"1270.0";"4.946347"
"1280.0";"4.92886"
"1290.0";"5.042954"
"1300.0";"5.006019"
"1310.0";"4.985063"
"1320.0";"5.049896"
"1330.0";"4.964888"
"1340.0";"5.038463"
"1350.0";"5.324671"
"1360.0";"5.190894"
"1370.0";"5.236428"
"1380.0";"5.233529"
"1390.0";"5.05171"
"1400.0";"5.017142"
"1410.0";"4.9618"
"1420.0";"5.365654"
"1430.0";"5.328534"
"1440.0";"5.271275"
"1450.0";"5.304375"
"1460.0";"5.239987"
"1470.0";"5.378932"
"1480.0";"5.475415"
"1490.0";"5.459305"
"1500.0";"5.545246"
"1510.0";"5.448506"
"1520.0";"5.429153"
"1530.0";"5.602916"
"1540.0";"5.59301"
"1550.0";"5.589"
"1560.0";"5.594482"
"1570.0";"5.352257"
"1580.0";"5.607889"
"1590.0";"5.394034"
"1600.0";"5.441992"
"1610.0";"5.463685"
"1620.0";"5.45092"
"1630.0";"5.346354"
"1640.0";"5.617316"
"1650.0";"5.527201"
"1660.0";"5.595319"
"1670.0";"5.65154"
"1680.0";"5.740243"
"1690.0";"5.360053"
"1700.0";"5.442169"
"1710.0";"5.367424"
"1720.0";"5.283785"
"1730.0";"5.426886"
"1740.0";"5.609285"
"1750.0";"5.627769"
"1760.0";"5.829168"
"1770.0";"5.788274"
"1780.0";"5.863688"
"1790.0";"6.019232"
"1800.0";"6.206803"
"1810.0";"5.944727"
"1820.0";"5.82049"
"1830.0";"5.921956"
"1840.0";"5.98216"
"1850.0";"5.89743"
"1860.0";"6.040205"
"1870.0";"6.056787"
"1880.0";"6.365183"
"1890.0";"6.227252"
"1900.0";"6.146421"
"1910.0";"5.825014"
"1920.0";"5.917089"
"1930.0";"6.111683"
"1940.0";"5.982152"
"1950.0";"5.725623"
"1960.0";"5.8849"
"1970.0";"5.5567"
"1980.0";"5.526906"
"1990.0";"5.361516"
"2000.0";"5.502107"
"2010.0";"5.749945"
"2020.0";"5.791266"
"2030.0";"5.729169"
"2040.0";"5.737766"
"2050.0";"5.790818"
"2060.0";"5.918004"
"2070.0";"5.991597"
"2080.0";"5.993754"
"2090.0";"5.983901"
"2100.0";"6.016684"
"2110.0";"5.939309"
"2120.0";"5.705514"
"2130.0";"5.853127"
"2140.0";"5.891841"
"2150.0";"5.843525"
"2160.0";"5.713912"
"2170.0";"5.760882"
"2180.0";"5.584221"
"2190.0";"5.613167"
"2200.0";"5.731697"
"2210.0";"5.61032"
"2220.0";"5.661461"
"2230.0";"5.887166"
"2240.0";"5.728028"
"2250.0";"5.853286"
"2260.0";"6.098416"
"2270.0";"6.0344"
"2280.0";"6.032557"
"2290.0";"6.027128"
"2300.0";"6.025418"
"2310.0";"5.859199"
"2320.0";"5.780795"
"2330.0";"5.684893"
"2340.0";"5.591194"
"2350.0";"5.629772"
"2360.0";"5.39737"
"2370.0";"5.315832"
"2380.0";"5.354923"
"2390.0";"5.267513"
"2400.0";"5.370008"
"2410.0";"5.280709"
"2420.0";"5.335515"
"2430.0";"5.375533"
"2440.0";"5.39517"
"2450.0";"5.426298"
"2460.0";"5.58459"
"2470.0";"5.489003"
"2480.0";"5.509202"
"2490.0";"5.533224"
"2500.0";"5.693838"
"2510.0";"5.753747"
"2520.0";"5.606089"
"2530.0";"5.919879"
"2540.0";"5.890088"
"2550.0";"5.780772"
"2560.0";"5.939886"
"2570.0";"5.875662"
"2580.0";"5.90324"
"2590.0";"5.914974"
"2600.0";"5.930831"
"2610.0";"5.763114"
"2620.0";"5.780139"
"2630.0";"6.159575"
"2640.0";"6.141042"
"2650.0";"6.013572"
"2660.0";"5.974558"
"2670.0";"5.972555"
"2680.0";"6.043467"
"2690.0";"6.060225"
"2700.0";"5.87798"
"2710.0";"5.965122"
"2720.0";"5.829428"
"2730.0";"5.959077"
"2740.0";"6.096474"
"2750.0";"6.011188"
"2760.0";"5.950998"
"2770.0";"5.990279"
"2780.0";"6.059611"
"2790.0";"5.840504"
"2800.0";"5.760378"
"2810.0";"5.818083"
"2820.0";"6.080357"
"2830.0";"6.187681"
"2840.0";"6.210757"
"2850.0";"6.289598"
"2860.0";"6.278578"
"2870.0";"6.14157"
"2880.0";"6.133825"
"2890.0";"6.264697"
"2900.0";"6.38142"
"2910.0";"6.388661"
"2920.0";"6.462401"
"2930.0";"6.566523"
