# This .csv file was created 12.10.2024 14:34
# extracted out of file prod_mindist_pos2_mol4_55.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CAB/6fxb_cab_1
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"Protein_pos1-MOL4"
"0.0";"2.952353"
"10.0";"2.887857"
"20.0";"2.742401"
"30.0";"2.793254"
"40.0";"2.863767"
"50.0";"3.072093"
"60.0";"3.067108"
"70.0";"2.922562"
"80.0";"2.961522"
"90.0";"3.08018"
"100.0";"3.080913"
"110.0";"3.11502"
"120.0";"3.233533"
"130.0";"3.219688"
"140.0";"3.327911"
"150.0";"3.352064"
"160.0";"3.202914"
"170.0";"3.318909"
"180.0";"3.442863"
"190.0";"3.360425"
"200.0";"3.384673"
"210.0";"3.44833"
"220.0";"3.270176"
"230.0";"3.393208"
"240.0";"3.427672"
"250.0";"3.414103"
"260.0";"3.549624"
"270.0";"3.447813"
"280.0";"3.403135"
"290.0";"3.456306"
"300.0";"3.454936"
"310.0";"3.489138"
"320.0";"3.536628"
"330.0";"3.461746"
"340.0";"3.504058"
"350.0";"3.496195"
"360.0";"3.489283"
"370.0";"3.510389"
"380.0";"3.489939"
"390.0";"3.426633"
"400.0";"3.393195"
"410.0";"3.545157"
"420.0";"3.486021"
"430.0";"3.456762"
"440.0";"3.504653"
"450.0";"3.493717"
"460.0";"3.402418"
"470.0";"3.444113"
"480.0";"3.435768"
"490.0";"3.422002"
"500.0";"3.343534"
"510.0";"3.346977"
"520.0";"3.376586"
"530.0";"3.371114"
"540.0";"3.295991"
"550.0";"3.383086"
"560.0";"3.351231"
"570.0";"3.387927"
"580.0";"3.325371"
"590.0";"3.329478"
"600.0";"3.347965"
"610.0";"3.422576"
"620.0";"3.282348"
"630.0";"3.381508"
"640.0";"3.455328"
"650.0";"3.35002"
"660.0";"3.376529"
"670.0";"3.380533"
"680.0";"3.386493"
"690.0";"3.308612"
"700.0";"3.239991"
"710.0";"3.325966"
"720.0";"3.26135"
"730.0";"3.360798"
"740.0";"3.329829"
"750.0";"3.285668"
"760.0";"3.278604"
"770.0";"3.183533"
"780.0";"3.29021"
"790.0";"3.338401"
"800.0";"3.442337"
"810.0";"3.417812"
"820.0";"3.383559"
"830.0";"3.358431"
"840.0";"3.370357"
"850.0";"3.338542"
"860.0";"3.418895"
"870.0";"3.367298"
"880.0";"3.375661"
"890.0";"3.400411"
"900.0";"3.362878"
"910.0";"3.497665"
"920.0";"3.414165"
"930.0";"3.472111"
"940.0";"3.501451"
"950.0";"3.390289"
"960.0";"3.435303"
"970.0";"3.353703"
"980.0";"3.315233"
"990.0";"3.33595"
"1000.0";"3.494551"
"1010.0";"3.481238"
"1020.0";"3.497962"
"1030.0";"3.402476"
"1040.0";"3.335812"
"1050.0";"3.479385"
"1060.0";"3.432582"
"1070.0";"3.475626"
"1080.0";"3.469405"
"1090.0";"3.332153"
"1100.0";"3.438438"
"1110.0";"3.383961"
"1120.0";"3.349418"
"1130.0";"3.39689"
"1140.0";"3.463051"
"1150.0";"3.391609"
"1160.0";"3.38049"
"1170.0";"3.395128"
"1180.0";"3.369083"
"1190.0";"3.405514"
"1200.0";"3.462079"
"1210.0";"3.398738"
"1220.0";"3.436608"
"1230.0";"3.356011"
"1240.0";"3.398214"
"1250.0";"3.476741"
"1260.0";"3.327986"
"1270.0";"3.412416"
"1280.0";"3.510502"
"1290.0";"3.412885"
"1300.0";"3.437596"
"1310.0";"3.501343"
"1320.0";"3.41989"
"1330.0";"3.46623"
"1340.0";"3.439936"
"1350.0";"3.45784"
"1360.0";"3.544041"
"1370.0";"3.438227"
"1380.0";"3.344639"
"1390.0";"3.323932"
"1400.0";"3.263556"
"1410.0";"3.420476"
"1420.0";"3.491144"
"1430.0";"3.604515"
"1440.0";"3.699156"
"1450.0";"3.763565"
"1460.0";"3.7361"
"1470.0";"3.77131"
"1480.0";"3.6173"
"1490.0";"3.586789"
"1500.0";"3.794924"
"1510.0";"3.598262"
"1520.0";"3.69164"
"1530.0";"3.669644"
"1540.0";"3.839823"
"1550.0";"3.787932"
"1560.0";"3.713614"
"1570.0";"3.726744"
"1580.0";"3.607258"
"1590.0";"3.700099"
"1600.0";"3.667768"
"1610.0";"3.827151"
"1620.0";"3.981841"
"1630.0";"3.884645"
"1640.0";"3.97911"
"1650.0";"3.82943"
"1660.0";"3.975861"
