# This .csv file was created 12.10.2024 14:34
# extracted out of file prod_mindist_neg1_mol8_55.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CAB/6fxb_cab_1
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"Protein_neg1-MOL8"
"0.0";"2.855854"
"10.0";"3.092654"
"20.0";"3.065766"
"30.0";"3.332407"
"40.0";"3.214092"
"50.0";"3.263856"
"60.0";"3.183841"
"70.0";"2.998892"
"80.0";"2.953731"
"90.0";"3.158428"
"100.0";"3.244499"
"110.0";"3.256325"
"120.0";"3.557393"
"130.0";"3.299813"
"140.0";"3.134771"
"150.0";"3.211764"
"160.0";"3.368516"
"170.0";"3.476002"
"180.0";"3.422751"
"190.0";"3.458459"
"200.0";"3.406673"
"210.0";"3.333551"
"220.0";"3.156652"
"230.0";"2.906244"
"240.0";"3.122179"
"250.0";"2.857212"
"260.0";"3.020901"
"270.0";"2.972558"
"280.0";"3.035337"
"290.0";"2.907645"
"300.0";"2.896014"
"310.0";"2.838895"
"320.0";"2.786082"
"330.0";"2.84351"
"340.0";"2.995306"
"350.0";"3.08704"
"360.0";"3.228789"
"370.0";"3.435785"
"380.0";"3.591023"
"390.0";"3.572823"
"400.0";"3.674927"
"410.0";"3.948952"
"420.0";"3.839705"
"430.0";"3.87372"
"440.0";"3.745445"
"450.0";"3.93402"
"460.0";"3.893811"
"470.0";"3.825559"
"480.0";"3.912722"
"490.0";"4.030046"
"500.0";"4.099543"
"510.0";"4.271578"
"520.0";"4.241041"
"530.0";"4.335312"
"540.0";"4.37771"
"550.0";"4.333622"
"560.0";"4.428388"
"570.0";"4.522218"
"580.0";"4.41392"
"590.0";"4.57018"
"600.0";"4.283222"
"610.0";"4.408138"
"620.0";"4.590532"
"630.0";"4.610282"
"640.0";"4.509532"
"650.0";"4.482584"
"660.0";"4.209021"
"670.0";"4.251311"
"680.0";"4.074284"
"690.0";"4.159007"
"700.0";"4.152675"
"710.0";"4.182034"
"720.0";"4.324101"
"730.0";"4.48384"
"740.0";"4.168404"
"750.0";"4.13782"
"760.0";"4.226639"
"770.0";"4.054965"
"780.0";"3.935446"
"790.0";"4.128502"
"800.0";"4.239583"
"810.0";"4.403664"
"820.0";"4.489275"
"830.0";"4.140381"
"840.0";"3.979713"
"850.0";"4.042512"
"860.0";"4.409833"
"870.0";"4.192589"
"880.0";"4.127176"
"890.0";"3.858167"
"900.0";"3.891933"
"910.0";"3.621791"
"920.0";"3.661409"
"930.0";"3.770475"
"940.0";"3.692235"
"950.0";"4.206093"
"960.0";"4.195108"
"970.0";"3.882369"
"980.0";"3.874878"
"990.0";"3.693702"
"1000.0";"3.507716"
"1010.0";"3.666811"
"1020.0";"3.639962"
"1030.0";"3.774392"
"1040.0";"3.98667"
"1050.0";"4.080269"
"1060.0";"4.059385"
"1070.0";"4.044462"
"1080.0";"4.317583"
"1090.0";"4.460882"
"1100.0";"4.555511"
"1110.0";"4.793629"
"1120.0";"4.863317"
"1130.0";"4.750303"
"1140.0";"4.751153"
"1150.0";"4.608129"
"1160.0";"4.686486"
"1170.0";"4.879333"
"1180.0";"4.958912"
"1190.0";"4.747458"
"1200.0";"5.183033"
"1210.0";"5.052907"
"1220.0";"5.049591"
"1230.0";"4.77925"
"1240.0";"4.955506"
"1250.0";"5.264141"
"1260.0";"5.305729"
"1270.0";"4.983536"
"1280.0";"5.213292"
"1290.0";"5.282167"
"1300.0";"5.162557"
"1310.0";"5.274158"
"1320.0";"5.257951"
"1330.0";"5.170081"
"1340.0";"5.184488"
"1350.0";"5.106239"
"1360.0";"5.164123"
"1370.0";"5.205662"
"1380.0";"5.038874"
"1390.0";"5.338803"
"1400.0";"5.082267"
"1410.0";"5.000606"
"1420.0";"5.06374"
"1430.0";"4.840407"
"1440.0";"5.112528"
"1450.0";"5.282084"
"1460.0";"5.493489"
"1470.0";"5.418068"
"1480.0";"5.456113"
"1490.0";"5.719151"
"1500.0";"5.559815"
"1510.0";"5.300161"
"1520.0";"5.350101"
"1530.0";"5.056056"
"1540.0";"5.075415"
"1550.0";"5.16415"
