# This .csv file was created 12.10.2024 22:36
# extracted out of file prod_center_rottrans_gyration.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/NOLIGAND/6fxb_noligand_3
# Original file was created by command :
"Radius of gyration (total and around axes)"
"Time (ps)";"Rg";"Rg\sX\N";"Rg\sY\N";"Rg\sZ\N"
"0.0";"2.13887";"1.95822";"1.95641";"1.21959"
"10.0";"2.14624";"1.96605";"1.96378";"1.22103"
"20.0";"2.14109";"1.9603";"1.96105";"1.21655"
"30.0";"2.15335";"1.97319";"1.97567";"1.21536"
"40.0";"2.14367";"1.96203";"1.96359";"1.21877"
"50.0";"2.14158";"1.95889";"1.96529";"1.21371"
"60.0";"2.14587";"1.96203";"1.96658";"1.22167"
"70.0";"2.14608";"1.9631";"1.96652";"1.22081"
"80.0";"2.14422";"1.9624";"1.96402";"1.2194"
"90.0";"2.14727";"1.96485";"1.96584";"1.22328"
"100.0";"2.14325";"1.96284";"1.96157";"1.21924"
"110.0";"2.1464";"1.96338";"1.96658";"1.22139"
"120.0";"2.14418";"1.9643";"1.96231";"1.21896"
"130.0";"2.1539";"1.97136";"1.97227";"1.22574"
"140.0";"2.14194";"1.95902";"1.9593";"1.22441"
"150.0";"2.14294";"1.96209";"1.95862";"1.22407"
"160.0";"2.13721";"1.95557";"1.95249";"1.22428"
"170.0";"2.14133";"1.95721";"1.95897";"1.22568"
"180.0";"2.14623";"1.96608";"1.96376";"1.22098"
"190.0";"2.13593";"1.95508";"1.94962";"1.22515"
"200.0";"2.13421";"1.95223";"1.9505";"1.22231"
"210.0";"2.13715";"1.95477";"1.95194";"1.22623"
"220.0";"2.1448";"1.96442";"1.96079";"1.22336"
"230.0";"2.13694";"1.95452";"1.95274";"1.22462"
"240.0";"2.14911";"1.96646";"1.96759";"1.22435"
"250.0";"2.1502";"1.97016";"1.96801";"1.22151"
"260.0";"2.14697";"1.96402";"1.96343";"1.22741"
"270.0";"2.14581";"1.96556";"1.96367";"1.2205"
"280.0";"2.14436";"1.96707";"1.96008";"1.21871"
"290.0";"2.15356";"1.97462";"1.97199";"1.21973"
"300.0";"2.1567";"1.97684";"1.97764";"1.2181"
"310.0";"2.149";"1.96678";"1.96714";"1.22413"
"320.0";"2.14958";"1.96682";"1.97108";"1.21978"
"330.0";"2.15074";"1.97147";"1.96794";"1.22143"
"340.0";"2.14784";"1.96795";"1.96644";"1.21931"
"350.0";"2.12886";"1.94745";"1.94368";"1.22213"
"360.0";"2.13756";"1.95292";"1.95775";"1.22134"
"370.0";"2.14762";"1.96586";"1.96967";"1.21669"
"380.0";"2.14966";"1.9691";"1.96647";"1.22379"
"390.0";"2.14636";"1.96566";"1.9659";"1.21865"
"400.0";"2.14484";"1.96179";"1.96477";"1.22136"
"410.0";"2.15474";"1.97498";"1.97451";"1.21925"
"420.0";"2.1399";"1.96013";"1.95767";"1.21811"
"430.0";"2.15547";"1.97615";"1.97328";"1.22191"
"440.0";"2.15493";"1.97667";"1.97422";"1.21765"
"450.0";"2.14325";"1.95917";"1.96194";"1.22454"
"460.0";"2.14834";"1.96736";"1.96801";"1.21948"
"470.0";"2.15546";"1.97712";"1.97538";"1.21692"
"480.0";"2.15027";"1.9686";"1.97044";"1.22038"
"490.0";"2.14639";"1.9665";"1.96272";"1.22254"
"500.0";"2.14503";"1.96661";"1.96086";"1.22057"
"510.0";"2.13841";"1.9563";"1.956";"1.22171"
"520.0";"2.14443";"1.9626";"1.96239";"1.22245"
"530.0";"2.15466";"1.976";"1.97263";"1.22036"
"540.0";"2.15225";"1.97352";"1.97136";"1.21791"
"550.0";"2.1546";"1.97733";"1.97089";"1.22079"
"560.0";"2.15391";"1.97178";"1.97305";"1.22384"
