# This .csv file was created 12.10.2024 14:31
# extracted out of file prod_mindist_mol3_dimer_area.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CLA/6fxb_cla_1
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"MOL3-dimer_area"
"0.0";"2.789513"
"10.0";"2.706602"
"20.0";"3.036419"
"30.0";"2.9257"
"40.0";"3.031619"
"50.0";"2.684548"
"60.0";"2.963954"
"70.0";"2.839823"
"80.0";"2.774818"
"90.0";"2.72413"
"100.0";"2.446804"
"110.0";"2.748631"
"120.0";"2.765458"
"130.0";"2.692567"
"140.0";"2.741874"
"150.0";"2.897184"
"160.0";"2.766514"
"170.0";"2.744562"
"180.0";"3.108549"
"190.0";"3.030158"
"200.0";"2.987271"
"210.0";"3.206702"
"220.0";"3.169056"
"230.0";"3.263827"
"240.0";"3.276036"
"250.0";"3.121361"
"260.0";"3.288433"
"270.0";"2.829417"
"280.0";"2.930849"
"290.0";"3.003987"
"300.0";"2.796386"
"310.0";"2.815088"
"320.0";"2.863062"
"330.0";"2.951669"
"340.0";"3.316257"
"350.0";"3.590359"
"360.0";"3.521506"
"370.0";"3.234643"
"380.0";"3.254445"
"390.0";"3.379499"
"400.0";"3.548983"
"410.0";"3.506908"
"420.0";"3.536374"
"430.0";"3.244638"
"440.0";"3.334817"
"450.0";"3.289112"
"460.0";"3.396106"
"470.0";"3.46058"
"480.0";"3.462085"
"490.0";"3.480995"
"500.0";"3.459755"
"510.0";"3.391955"
"520.0";"3.621709"
"530.0";"3.554197"
"540.0";"3.536415"
"550.0";"3.451029"
"560.0";"3.404346"
"570.0";"3.303218"
"580.0";"3.420521"
"590.0";"3.539818"
"600.0";"3.33553"
"610.0";"3.535902"
"620.0";"3.503754"
"630.0";"3.715379"
"640.0";"3.737037"
"650.0";"3.78095"
"660.0";"3.768345"
"670.0";"3.648931"
"680.0";"3.574173"
"690.0";"3.443326"
"700.0";"3.613137"
"710.0";"3.546566"
"720.0";"3.548233"
"730.0";"3.501812"
"740.0";"3.208472"
"750.0";"3.105613"
"760.0";"3.446003"
"770.0";"3.543237"
"780.0";"3.774602"
"790.0";"4.03796"
"800.0";"3.846242"
"810.0";"3.835666"
"820.0";"3.958477"
"830.0";"3.896539"
"840.0";"4.273895"
"850.0";"4.247214"
"860.0";"4.075855"
"870.0";"4.065195"
"880.0";"4.080067"
"890.0";"4.148545"
"900.0";"4.162561"
"910.0";"4.069217"
"920.0";"3.828753"
"930.0";"3.781899"
"940.0";"3.68305"
"950.0";"3.651929"
"960.0";"3.742187"
"970.0";"3.598695"
