# This .csv file was created 12.10.2024 14:29
# extracted out of file prod_mindist_neg2_mol16_55.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CLAB/6fxb_clab_1
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"Protein_neg2-MOL16"
"0.0";"4.782467"
"10.0";"4.957804"
"20.0";"4.715667"
"30.0";"4.741207"
"40.0";"4.909781"
"50.0";"5.008947"
"60.0";"5.064096"
"70.0";"5.026774"
"80.0";"5.086621"
"90.0";"5.204578"
"100.0";"5.403279"
"110.0";"5.336941"
"120.0";"5.422995"
"130.0";"4.877238"
"140.0";"4.952902"
"150.0";"4.760456"
"160.0";"4.734211"
"170.0";"4.752421"
"180.0";"4.633204"
"190.0";"4.934341"
"200.0";"4.786066"
"210.0";"4.31929"
"220.0";"4.450577"
"230.0";"4.575778"
"240.0";"4.583773"
"250.0";"4.63321"
"260.0";"4.625442"
"270.0";"4.5846"
"280.0";"4.697049"
"290.0";"4.607057"
"300.0";"4.620094"
"310.0";"4.758643"
"320.0";"4.574894"
"330.0";"4.400542"
"340.0";"4.576983"
"350.0";"4.498329"
"360.0";"4.57044"
"370.0";"4.533051"
"380.0";"4.566924"
"390.0";"4.261119"
"400.0";"4.551871"
"410.0";"4.440001"
"420.0";"4.465428"
"430.0";"4.519057"
"440.0";"4.718056"
"450.0";"4.709036"
"460.0";"4.706563"
"470.0";"5.098836"
"480.0";"5.020338"
"490.0";"5.233324"
"500.0";"5.169097"
"510.0";"5.204091"
"520.0";"5.108296"
"530.0";"5.404792"
"540.0";"5.532827"
"550.0";"5.64006"
"560.0";"5.3487"
"570.0";"5.157394"
"580.0";"5.28771"
"590.0";"5.266878"
"600.0";"5.449564"
"610.0";"5.474659"
"620.0";"5.461637"
"630.0";"5.619019"
"640.0";"5.569253"
"650.0";"5.453998"
"660.0";"5.380736"
"670.0";"5.070895"
"680.0";"4.887267"
"690.0";"4.885524"
"700.0";"4.671589"
"710.0";"4.965223"
"720.0";"4.68955"
"730.0";"4.482338"
"740.0";"4.444946"
"750.0";"4.549252"
"760.0";"4.69026"
"770.0";"4.706024"
"780.0";"4.815791"
"790.0";"4.807297"
"800.0";"4.620765"
"810.0";"4.496007"
"820.0";"4.411046"
"830.0";"4.294411"
"840.0";"4.354253"
"850.0";"4.024429"
"860.0";"3.955759"
"870.0";"4.187582"
"880.0";"4.263763"
"890.0";"3.925435"
"900.0";"4.010669"
"910.0";"3.793112"
"920.0";"3.95821"
"930.0";"3.922123"
"940.0";"3.941679"
"950.0";"3.798181"
"960.0";"3.880022"
"970.0";"3.922158"
"980.0";"3.973502"
"990.0";"3.755583"
"1000.0";"3.656453"
"1010.0";"3.802901"
"1020.0";"4.026085"
"1030.0";"4.249809"
"1040.0";"4.075455"
"1050.0";"4.128613"
"1060.0";"4.06251"
"1070.0";"3.997212"
"1080.0";"4.042381"
"1090.0";"4.218421"
"1100.0";"4.494347"
"1110.0";"4.650871"
"1120.0";"4.626003"
"1130.0";"4.487311"
"1140.0";"4.715695"
"1150.0";"4.745653"
"1160.0";"4.723516"
"1170.0";"4.847694"
"1180.0";"4.860416"
"1190.0";"4.86094"
"1200.0";"4.809456"
"1210.0";"4.804726"
"1220.0";"4.611057"
"1230.0";"5.179055"
"1240.0";"5.131662"
"1250.0";"5.291519"
"1260.0";"5.246923"
"1270.0";"5.394229"
"1280.0";"5.300759"
"1290.0";"5.283009"
"1300.0";"5.176576"
"1310.0";"5.173673"
"1320.0";"5.213692"
"1330.0";"5.303075"
"1340.0";"5.124931"
"1350.0";"5.127563"
"1360.0";"5.020528"
"1370.0";"5.25039"
"1380.0";"5.040011"
"1390.0";"5.039237"
"1400.0";"4.873045"
"1410.0";"4.599151"
"1420.0";"4.831661"
"1430.0";"4.714521"
"1440.0";"4.85795"
"1450.0";"4.932497"
"1460.0";"4.990897"
"1470.0";"5.096062"
"1480.0";"5.212453"
"1490.0";"5.133605"
"1500.0";"5.068768"
"1510.0";"5.158344"
"1520.0";"5.021166"
"1530.0";"4.960152"
"1540.0";"5.074042"
"1550.0";"5.200323"
"1560.0";"4.968903"
"1570.0";"4.903752"
"1580.0";"4.759014"
"1590.0";"4.976923"
"1600.0";"4.879125"
"1610.0";"4.781559"
"1620.0";"5.163973"
"1630.0";"4.652612"
"1640.0";"4.811754"
"1650.0";"4.648407"
"1660.0";"4.586421"
"1670.0";"4.589084"
"1680.0";"4.407155"
"1690.0";"4.5087"
"1700.0";"4.65787"
"1710.0";"4.991362"
"1720.0";"5.029044"
"1730.0";"5.139071"
"1740.0";"5.196387"
"1750.0";"5.205272"
"1760.0";"5.328407"
"1770.0";"5.547316"
"1780.0";"5.085675"
"1790.0";"4.940362"
"1800.0";"4.911727"
"1810.0";"5.024241"
"1820.0";"5.022961"
"1830.0";"4.891037"
"1840.0";"4.922051"
"1850.0";"5.067649"
"1860.0";"5.210692"
"1870.0";"5.430871"
"1880.0";"5.480673"
"1890.0";"5.440192"
"1900.0";"4.997674"
"1910.0";"4.984308"
"1920.0";"4.85891"
"1930.0";"4.793552"
"1940.0";"4.823045"
"1950.0";"4.822626"
"1960.0";"5.088364"
"1970.0";"5.181614"
"1980.0";"5.29936"
"1990.0";"5.315732"
"2000.0";"5.359333"
"2010.0";"5.113393"
"2020.0";"5.153861"
"2030.0";"5.271686"
"2040.0";"5.117661"
"2050.0";"5.195833"
"2060.0";"5.172574"
"2070.0";"5.373505"
"2080.0";"5.485517"
"2090.0";"5.526866"
"2100.0";"5.779355"
"2110.0";"5.634776"
"2120.0";"5.570081"
"2130.0";"5.3777"
"2140.0";"5.351809"
"2150.0";"5.349751"
"2160.0";"5.360106"
"2170.0";"5.342304"
"2180.0";"5.339062"
"2190.0";"5.430821"
"2200.0";"5.390707"
"2210.0";"5.348509"
"2220.0";"5.22474"
"2230.0";"5.052826"
"2240.0";"4.914122"
"2250.0";"5.020309"
"2260.0";"5.067505"
"2270.0";"5.114657"
"2280.0";"5.021596"
"2290.0";"4.895788"
"2300.0";"4.974649"
"2310.0";"4.981048"
"2320.0";"4.853467"
"2330.0";"4.795084"
"2340.0";"4.757683"
"2350.0";"4.659882"
"2360.0";"4.94237"
"2370.0";"4.643059"
"2380.0";"4.721455"
"2390.0";"4.450743"
"2400.0";"4.400555"
"2410.0";"4.209898"
"2420.0";"4.143625"
"2430.0";"4.186087"
"2440.0";"4.046874"
"2450.0";"4.122608"
"2460.0";"4.220237"
