# This .csv file was created 12.10.2024 14:34
# extracted out of file prod_center_rottrans_p2_gyration.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CAB/6fxb_cab_2
# Original file was created by command :
"Radius of gyration (total and around axes)"
"Time (ps)";"Rg";"Rg\sX\N";"Rg\sY\N";"Rg\sZ\N"
"0.0";"1.4857";"1.19591";"1.2342";"1.20879"
"10.0";"1.48626";"1.19416";"1.23318";"1.21293"
"20.0";"1.48775";"1.20194";"1.23445";"1.2076"
"30.0";"1.48929";"1.19828";"1.23137";"1.21812"
"40.0";"1.49089";"1.20751";"1.23217";"1.21211"
"50.0";"1.49281";"1.20853";"1.23381";"1.21414"
"60.0";"1.48926";"1.20995";"1.2296";"1.20826"
"70.0";"1.4854";"1.19604";"1.23279";"1.20937"
"80.0";"1.48421";"1.19958";"1.23017";"1.20558"
"90.0";"1.48845";"1.21109";"1.23197";"1.20271"
"100.0";"1.4915";"1.20711";"1.2307";"1.2155"
"110.0";"1.48329";"1.20425";"1.22642";"1.20248"
"120.0";"1.49171";"1.20434";"1.22994";"1.21953"
"130.0";"1.48883";"1.20262";"1.23757";"1.20639"
"140.0";"1.48684";"1.20175";"1.23401";"1.20598"
"150.0";"1.48945";"1.20693";"1.23401";"1.20724"
"160.0";"1.49202";"1.21517";"1.22862";"1.21082"
"170.0";"1.48978";"1.2014";"1.23562";"1.21192"
"180.0";"1.4939";"1.21752";"1.23353";"1.20811"
"190.0";"1.48756";"1.2199";"1.22229";"1.20145"
"200.0";"1.49556";"1.21987";"1.236";"1.20731"
"210.0";"1.49262";"1.21955";"1.23211";"1.20433"
"220.0";"1.49496";"1.2191";"1.23579";"1.20682"
"230.0";"1.49739";"1.21419";"1.24659";"1.20669"
"240.0";"1.49757";"1.21577";"1.24668";"1.20546"
"250.0";"1.48924";"1.21579";"1.2313";"1.20058"
"260.0";"1.49697";"1.22585";"1.23515";"1.20563"
"270.0";"1.49413";"1.21664";"1.23189";"1.21123"
"280.0";"1.49847";"1.2167";"1.23605";"1.21765"
"290.0";"1.49625";"1.21047";"1.23818";"1.21623"
"300.0";"1.49446";"1.20625";"1.23467";"1.21958"
"310.0";"1.48942";"1.20758";"1.22958";"1.21104"
"320.0";"1.49127";"1.21928";"1.22275";"1.21078"
"330.0";"1.49572";"1.2143";"1.2371";"1.2122"
"340.0";"1.49122";"1.20621";"1.23727";"1.20901"
"350.0";"1.49386";"1.21139";"1.23893";"1.20864"
"360.0";"1.49106";"1.20618";"1.2393";"1.20655"
"370.0";"1.48721";"1.20486";"1.23095";"1.20692"
"380.0";"1.49234";"1.21344";"1.23171";"1.21021"
"390.0";"1.48973";"1.21277";"1.22914";"1.20708"
"400.0";"1.49555";"1.21989";"1.23776";"1.20549"
"410.0";"1.49167";"1.20512";"1.2438";"1.2045"
"420.0";"1.49415";"1.22231";"1.23716";"1.20016"
"430.0";"1.49277";"1.21979";"1.24051";"1.1958"
"440.0";"1.48949";"1.21086";"1.23874";"1.19855"
"450.0";"1.4935";"1.22015";"1.23545";"1.20249"
"460.0";"1.49276";"1.21665";"1.2356";"1.20406"
"470.0";"1.4903";"1.21401";"1.23146";"1.20485"
"480.0";"1.49697";"1.21546";"1.23685";"1.21437"
