# This .csv file was created 12.10.2024 14:31
# extracted out of file prod_center_rottrans_p2_gyration.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CLA/6fxb_cla_3
# Original file was created by command :
"Radius of gyration (total and around axes)"
"Time (ps)";"Rg";"Rg\sX\N";"Rg\sY\N";"Rg\sZ\N"
"0.0";"1.48684";"1.20134";"1.23178";"1.20867"
"10.0";"1.49208";"1.21517";"1.23851";"1.20085"
"20.0";"1.49527";"1.21481";"1.23891";"1.20873"
"30.0";"1.47894";"1.19459";"1.23248";"1.1952"
"40.0";"1.49187";"1.2122";"1.23915";"1.20269"
"50.0";"1.49465";"1.2045";"1.24725";"1.20894"
"60.0";"1.48543";"1.19587";"1.24078";"1.20141"
"70.0";"1.48864";"1.20454";"1.24208";"1.19934"
"80.0";"1.48712";"1.19785";"1.24272";"1.20161"
"90.0";"1.48795";"1.19755";"1.24109";"1.20564"
"100.0";"1.48844";"1.19973";"1.24125";"1.20451"
"110.0";"1.49083";"1.20511";"1.24283";"1.20341"
"120.0";"1.49215";"1.20313";"1.24071";"1.21083"
"130.0";"1.493";"1.21049";"1.24102";"1.20526"
"140.0";"1.49743";"1.21281";"1.24707";"1.20767"
"150.0";"1.49399";"1.20866";"1.24254";"1.20799"
"160.0";"1.48758";"1.20738";"1.23505";"1.20111"
"170.0";"1.49071";"1.20423";"1.24097";"1.20592"
"180.0";"1.48441";"1.20435";"1.22975";"1.20174"
"190.0";"1.48444";"1.20051";"1.23516";"1.20011"
"200.0";"1.49279";"1.21908";"1.2402";"1.1969"
"210.0";"1.48623";"1.20556";"1.2362";"1.19841"
"220.0";"1.48937";"1.20882";"1.23612";"1.203"
"230.0";"1.49145";"1.20968";"1.23663";"1.20676"
"240.0";"1.48519";"1.2048";"1.2274";"1.20563"
"250.0";"1.48402";"1.20079";"1.22631";"1.20785"
"260.0";"1.48534";"1.20228";"1.22955";"1.20632"
"270.0";"1.48686";"1.19984";"1.23211";"1.20987"
"280.0";"1.48194";"1.20446";"1.22609";"1.19929"
"290.0";"1.484";"1.20311";"1.22602";"1.20577"
"300.0";"1.48847";"1.20615";"1.23652";"1.20304"
"310.0";"1.49313";"1.21261";"1.23349";"1.21119"
"320.0";"1.48567";"1.2073";"1.22902";"1.20265"
